date,symbol,fee_usd_totals,fee_usd_exch,rev_usd_totals,rev_usd_exch,delta_fee_usd_totals,delta_fee_usd_exch,delta_rev_usd_totals,delta_rev_usd_exch,rn_totals,rn_exch,cv_totals,cv_exch
2026-01-18,Flash Trade,,11976.01,,10206.6,,3007.24,,2315.8100000000004,,4.0,,#63b512
2026-01-18,Drift,,3669.0268030000007,,3669.0268030000007,,3046.1393100000005,,3046.1393100000005,,,,
2026-01-18,GMTrade,,2629.593933120981,,657.3979025377245,,486.3615950168705,,121.58992494776135,,2.0,,#f79009
2026-01-18,Phoenix,,17.3451732,,17.3451732,,-1.3232630800000003,,-1.3232630800000003,,3.0,,#904ea6
2026-01-17,Total,477784.67836025043,,209744.17974038678,,-53891.55827580765,,-105782.40861718531,,1.0,,#545cf8,
2026-01-17,Pacifica,,112224.327747067,,112224.327747067,,-115793.68596347066,,-115793.68596347066,,1.0,,#545cf8
2026-01-17,Jupiter,,353806.79234579933,,88451.69808644983,,70099.32780067757,,17524.83195016939,,,,
2026-01-17,Flash Trade,,8968.77,,7890.79,,-5799.43,,-4915.910000000001,,4.0,,#63b512
2026-01-17,Drift,,622.887493,,622.887493,,-2651.2165749999995,,-2651.2165749999995,,,,
2026-01-17,GMTrade,,2143.2323381041106,,535.8079775899631,,266.50033954539686,,66.62584867598383,,2.0,,#f79009
2026-01-17,Phoenix,,18.66843628,,18.66843628,,-13.053877559999997,,-13.053877559999997,,3.0,,#904ea6
2026-01-16,Total,531676.2366360581,,315526.5883575721,,-419252.7858816802,,-129981.46014484006,,1.0,,#545cf8,
2026-01-16,Pacifica,,228018.01371053766,,228018.01371053766,,-31168.550384837406,,-31168.550384837406,,1.0,,#545cf8
2026-01-16,Jupiter,,283707.46454512177,,70926.86613628044,,-386686.12225367513,,-96671.53056341878,,,,
2026-01-16,Flash Trade,,14768.2,,12806.7,,-2871.5499999999993,,-2487.069999999998,,4.0,,#63b512
2026-01-16,Drift,,3274.1040679999996,,3274.1040679999996,,539.924450999999,,539.924450999999,,,,
2026-01-16,GMTrade,,1876.7319985587137,,469.1821289139793,,944.053342552365,,-183.69261086394346,,2.0,,#f79009
2026-01-16,Phoenix,,31.722313839999998,,31.722313839999998,,-10.541036719999994,,-10.541036719999994,,3.0,,#904ea6
2026-01-15,Total,950929.0225177383,,445508.04850241216,,191554.11760458036,,43799.84664205182,,1.0,,#545cf8,
2026-01-15,Pacifica,,259186.56409537507,,259186.56409537507,,-8155.446683752292,,-8155.446683752292,,1.0,,#545cf8
2026-01-15,Jupiter,,670393.5867987969,,167598.39669969922,,196247.4626228665,,49061.865655716625,,,,
2026-01-15,Flash Trade,,17639.75,,15293.769999999999,,3183.2000000000007,,2854.6799999999985,,4.0,,#63b512
2026-01-15,Drift,,2734.1796170000007,,2734.1796170000007,,-521.0104009999973,,-521.0104009999973,,,,
2026-01-15,GMTrade,,932.6786560063487,,652.8747397779227,,800.5149578261679,,560.3609624475334,,2.0,,#f79009
2026-01-15,Phoenix,,42.26335055999999,,42.26335055999999,,-0.602891360000001,,-0.602891360000001,,3.0,,#904ea6
2026-01-14,Total,759374.9049131579,,401708.20186036034,,-415541.5210764529,,-159661.16903265682,,1.0,,#545cf8,
2026-01-14,Pacifica,,267342.01077912736,,267342.01077912736,,-47923.401930129854,,-47923.401930129854,,1.0,,#545cf8
2026-01-14,Jupiter,,474146.1241759304,,118536.5310439826,,-340741.7120048809,,-85185.42800122022,,,,
2026-01-14,Flash Trade,,14456.55,,12439.09,,-1824.0200000000004,,-1555.710000000001,,4.0,,#63b512
2026-01-14,Drift,,3255.190017999998,,3255.190017999998,,-24867.282795000014,,-24867.282795000014,,,,
2026-01-14,GMTrade,,132.16369818018072,,92.51377733038935,,-185.86259448192905,,-130.10455434659525,,2.0,,#f79009
2026-01-14,Phoenix,,42.86624191999999,,42.86624191999999,,0.758248039999998,,0.758248039999998,,3.0,,#904ea6
2026-01-13,Total,1174916.4259896108,,561369.3708930172,,411546.65997602465,,157098.73060850456,,1.0,,#545cf8,
2026-01-13,Pacifica,,315265.4127092572,,315265.4127092572,,45807.46271773288,,45807.46271773288,,1.0,,#545cf8
2026-01-13,Jupiter,,814887.8361808113,,203721.95904520282,,338720.69974768773,,84680.17493692193,,,,
2026-01-13,Drift,,28122.47281300001,,28122.47281300001,,24267.170783000005,,24267.170783000005,,,,
2026-01-13,Flash Trade,,16280.57,,13994.800000000001,,2576.3600000000006,,2220.880000000001,,4.0,,#63b512
2026-01-13,GMTrade,,318.02629266210977,,222.6183316769846,,173.08189732377122,,121.15734056962496,,2.0,,#f79009
2026-01-13,Phoenix,,42.107993879999995,,42.107993879999995,,1.8848302799999885,,1.8848302799999885,,3.0,,#904ea6
2026-01-12,Total,763369.7660135862,,404270.6402845126,,79493.79889934836,,94857.92132902873,,1.0,,#545cf8,
2026-01-12,Pacifica,,269457.94999152434,,269457.94999152434,,95100.11404391227,,95100.11404391227,,1.0,,#545cf8
2026-01-12,Jupiter,,476167.13643312355,,119041.78410828089,,-21142.291314632457,,-5285.572828658114,,,,
2026-01-12,Flash Trade,,13704.21,,11773.92,,3457.9799999999996,,2957.129999999999,,4.0,,#63b512
2026-01-12,Drift,,3855.302030000006,,3855.302030000006,,2084.3201720000047,,2084.3201720000047,,,,
2026-01-12,GMTrade,,144.94439533833855,,101.46099110735965,,-27.511169051412082,,-19.25722534547215,,2.0,,#f79009
2026-01-12,Phoenix,,40.22316360000001,,40.22316360000001,,21.187167120000005,,21.187167120000005,,3.0,,#904ea6
2026-01-11,Total,683875.9671142378,,309412.71895548387,,415360.7072175849,,143255.3217934263,,1.0,,#545cf8,
2026-01-11,Pacifica,,174357.83594761207,,174357.83594761207,,47888.398272768885,,47888.398272768885,,1.0,,#545cf8
2026-01-11,Jupiter,,497309.427747756,,124327.356936939,,361891.527340203,,90472.88183505075,,,,
2026-01-11,Flash Trade,,10246.23,,8816.79,,5048.2,,4377.1,,4.0,,#63b512
2026-01-11,Drift,,1770.9818580000015,,1770.9818580000015,,483.99602700000173,,483.99602700000173,,,,
2026-01-11,GMTrade,,172.45556438975063,,120.7182164528318,,52.13271105302435,,36.49279204670239,,2.0,,#f79009
2026-01-11,Phoenix,,19.03599648,,19.03599648,,-3.5471334399999996,,-3.5471334399999996,,3.0,,#904ea6
2026-01-10,Total,268515.25989665295,,166157.39716205758,,-676797.2128108952,,-282563.53787680523,,1.0,,#545cf8,
2026-01-10,Pacifica,,126469.43767484318,,126469.43767484318,,-141273.68260115565,,-141273.68260115565,,1.0,,#545cf8
2026-01-10,Jupiter,,135417.900407553,,33854.47510188825,,-523689.6117434189,,-130922.40293585473,,,,
2026-01-10,Flash Trade,,5198.03,,4439.6900000000005,,-10202.7,,-8786.029999999999,,4.0,,#63b512
2026-01-10,Drift,,1286.9858309999997,,1286.9858309999997,,-1467.8877869999963,,-1467.8877869999963,,,,
2026-01-10,GMTrade,,120.32285333672628,,84.2254244061294,,-165.986568000541,,-116.19044147484726,,2.0,,#f79009
2026-01-10,Phoenix,,22.58312992,,22.58312992,,2.6558886800000003,,2.6558886800000003,,3.0,,#904ea6
2026-01-09,Total,945312.4727075481,,448720.9350388628,,130965.36086298432,,32450.198504849744,,1.0,,#545cf8,
2026-01-09,Pacifica,,267743.12027599884,,267743.12027599884,,-571.0547977679526,,-571.0547977679526,,1.0,,#545cf8
2026-01-09,Jupiter,,659107.5121509719,,164776.87803774298,,130803.80554895056,,32700.95138723764,,,,
2026-01-09,Flash Trade,,15400.73,,13225.72,,2670.029999999999,,2304.8099999999995,,4.0,,#63b512
2026-01-09,Drift,,2754.873617999996,,2754.873617999996,,-2089.6083600000175,,-2089.6083600000175,,,,
2026-01-09,GMTrade,,286.3094213372673,,200.41586588097667,,156.9655675617663,,109.87737114004133,,2.0,,#f79009
2026-01-09,Phoenix,,19.92724124,,19.92724124,,-4.777095760000002,,-4.777095760000002,,3.0,,#904ea6
2026-01-08,Total,814347.1118445637,,416270.73653401306,,-180075.17559934256,,-45529.94341500552,,1.0,,#545cf8,
2026-01-08,Pacifica,,268314.1750737668,,268314.1750737668,,-6142.229793048988,,-6142.229793048988,,1.0,,#545cf8
2026-01-08,Jupiter,,528303.7066020214,,132075.92665050534,,-180231.88118105708,,-45057.97029526427,,,,
2026-01-08,Flash Trade,,12730.7,,10920.91,,4413.120000000001,,3757.24,,4.0,,#63b512
2026-01-08,Drift,,4844.481978000013,,4844.481978000013,,1975.5672150000141,,1975.5672150000141,,,,
2026-01-08,GMTrade,,129.34385377550097,,90.53849474093533,,-90.67492367658443,,-63.4736251322868,,2.0,,#f79009
2026-01-08,Phoenix,,24.704337000000002,,24.704337000000002,,0.9230834400000063,,0.9230834400000063,,3.0,,#904ea6
2026-01-07,Total,994422.2874439063,,461800.6799490186,,-126466.47143294569,,-32623.630759939668,,1.0,,#545cf8,
2026-01-07,Pacifica,,274456.4048668158,,274456.4048668158,,10426.864133147465,,10426.864133147465,,1.0,,#545cf8
2026-01-07,Jupiter,,708535.5877830784,,177133.8969457696,,-123164.22542582895,,-30791.056356457237,,,,
2026-01-07,Flash Trade,,8317.58,,7163.67,,-10669.94,,-9202.72,,4.0,,#63b512
2026-01-07,Drift,,2868.9147629999993,,2868.9147629999993,,-3050.9915250000054,,-3050.9915250000054,,,,
2026-01-07,GMTrade,,220.0187774520854,,154.01211987322213,,-8.174824184179357,,-5.723220549852186,,2.0,,#f79009
2026-01-07,Phoenix,,23.781253559999996,,23.781253559999996,,-0.0037910800000027223,,-0.0037910800000027223,,3.0,,#904ea6
2026-01-06,Total,1120888.758876852,,494424.31070895825,,-20177.903261943487,,40863.13198417309,,1.0,,#545cf8,
2026-01-06,Pacifica,,264029.5407336683,,264029.5407336683,,56087.93618036009,,56087.93618036009,,1.0,,#545cf8
2026-01-06,Jupiter,,831699.8132089074,,207924.95330222684,,-82190.47687939415,,-20547.619219848537,,,,
2026-01-06,Flash Trade,,18987.52,,16366.39,,4883.530000000001,,4167.579999999998,,4.0,,#63b512
2026-01-06,Drift,,5919.906288000005,,5919.906288000005,,1424.3097180000068,,1424.3097180000068,,,,
2026-01-06,GMTrade,,228.19360163626476,,159.73534042307432,,-380.4257157897047,,-266.2981292185127,,2.0,,#f79009
2026-01-06,Phoenix,,23.78504464,,23.78504464,,-2.7765651199999972,,-2.7765651199999972,,3.0,,#904ea6
2026-01-05,Total,1141066.6621387955,,453561.17872478516,,655648.2949403522,,183383.6334788014,,1.0,,#545cf8,
2026-01-05,Jupiter,,913890.2900883015,,228472.57252207538,,628534.0116429513,,157133.50291073782,,,,
2026-01-05,Pacifica,,207941.60455330822,,207941.60455330822,,18057.02552278497,,18057.02552278497,,1.0,,#545cf8
2026-01-05,Flash Trade,,14103.99,,12198.810000000001,,6604.42,,5789.660000000002,,4.0,,#63b512
2026-01-05,Drift,,4495.596569999998,,4495.596569999998,,2284.974190999996,,2284.974190999996,,,,
2026-01-05,GMTrade,,608.6193174259695,,426.03346964158703,,164.64259021610195,,115.2498608786284,,2.0,,#f79009
2026-01-05,Phoenix,,26.561609759999996,,26.561609759999996,,3.220993399999994,,3.220993399999994,,3.0,,#904ea6
2026-01-04,Total,485418.36719844333,,270177.54524598375,,-129470.76166800357,,-15235.743379743479,,1.0,,#545cf8,
2026-01-04,Pacifica,,189884.57903052325,,189884.57903052325,,21299.2280277205,,21299.2280277205,,1.0,,#545cf8
2026-01-04,Jupiter,,285356.2784453502,,71339.06961133755,,-152518.4727235288,,-38129.6181808822,,,,
2026-01-04,Flash Trade,,7499.57,,6409.15,,1754.9099999999999,,1493.5,,4.0,,#63b512
2026-01-04,Drift,,2210.6223790000017,,2210.6223790000017,,353.18389800000386,,353.18389800000386,,,,
2026-01-04,GMTrade,,443.97672720986753,,310.78360876295864,,-358.57929107531055,,-251.005545461817,,2.0,,#f79009
2026-01-04,Phoenix,,23.340616360000002,,23.340616360000002,,-1.03157912,,-1.03157912,,3.0,,#904ea6
2026-01-03,Total,614889.1288664469,,285413.28862572723,,-19342.70869987004,,-40508.229687771585,,1.0,,#545cf8,
2026-01-03,Pacifica,,168585.35100280275,,168585.35100280275,,-39797.03298950699,,-39797.03298950699,,1.0,,#545cf8
2026-01-03,Jupiter,,437874.751168879,,109468.68779221975,,29793.15913242742,,7448.289783106855,,,,
2026-01-03,Flash Trade,,5744.66,,4915.65,,-8210.710000000001,,-7100.290000000001,,4.0,,#63b512
2026-01-03,Drift,,1857.4384809999979,,1857.4384809999979,,-893.2022160000047,,-893.2022160000047,,,,
2026-01-03,GMTrade,,802.5560182851781,,561.7891542247756,,-229.76104371037593,,-160.83268229142936,,2.0,,#f79009
2026-01-03,Phoenix,,24.372195480000002,,24.372195480000002,,-5.16158308,,-5.16158308,,3.0,,#904ea6
2026-01-02,Total,634231.837566317,,325921.5183134988,,178615.43367816228,,127535.28278958405,,1.0,,#545cf8,
2026-01-02,Pacifica,,208382.38399230974,,208382.38399230974,,99867.12881516856,,99867.12881516856,,1.0,,#545cf8
2026-01-02,Jupiter,,408081.59203645156,,102020.39800911289,,65983.38802864926,,16495.847007162316,,,,
2026-01-02,Flash Trade,,13955.37,,12015.94,,9680.07,,8350.52,,4.0,,#63b512
2026-01-02,Drift,,2750.6406970000025,,2750.6406970000025,,2209.4867510000026,,2209.4867510000026,,,,
2026-01-02,GMTrade,,1032.317061995554,,722.621836516205,,876.8659693443361,,613.8061022531812,,2.0,,#f79009
2026-01-02,Phoenix,,29.533778560000002,,29.533778560000002,,-1.5058859999999967,,-1.5058859999999967,,3.0,,#904ea6
2026-01-01,Total,455616.40388815466,,198386.23552391477,,7050.986827587651,,-44240.36175991033,,1.0,,#545cf8,
2026-01-01,Pacifica,,108515.25517714118,,108515.25517714118,,-59642.42081543522,,-59642.42081543522,,1.0,,#545cf8
2026-01-01,Jupiter,,342098.2040078023,,85524.55100195057,,68622.58697504515,,17155.64674376129,,,,
2026-01-01,Flash Trade,,4275.3,,3665.42,,-1020.3699999999999,,-891.96,,4.0,,#63b512
2026-01-01,Drift,,541.1539459999998,,541.1539459999998,,-739.6734379999974,,-739.6734379999974,,,,
2026-01-01,GMTrade,,155.4510926512179,,108.81573426302383,,-157.27037094225636,,-110.08872715639986,,2.0,,#f79009
2026-01-01,Phoenix,,31.03966456,,31.03966456,,-11.865523079999996,,-11.865523079999996,,3.0,,#904ea6
2025-12-31,Total,448565.417060567,,242626.5972838251,,-144622.41280728596,,-35981.28534088016,,1.0,,#545cf8,
2025-12-31,Pacifica,,168157.6759925764,,168157.6759925764,,991.7840943792544,,991.7840943792544,,1.0,,#545cf8
2025-12-31,Jupiter,,273475.61703275715,,68368.90425818929,,-144594.70164905657,,-36148.67541226414,,,,
2025-12-31,Flash Trade,,5295.67,,4557.38,,-640.4200000000001,,-527.8400000000001,,4.0,,#63b512
2025-12-31,Drift,,1280.8273839999972,,1280.8273839999972,,-101.11408800000345,,-101.11408800000345,,,,
2025-12-31,GMTrade,,312.72146359347425,,218.90446141942368,,-275.0719725286084,,-192.55074291524085,,2.0,,#f79009
2025-12-31,Phoenix,,42.905187639999994,,42.905187639999994,,-2.889192080000001,,-2.889192080000001,,3.0,,#904ea6
2025-12-30,Total,593187.829867853,,278607.88262470526,,-21178.735672292532,,-14255.777980188897,,1.0,,#545cf8,
2025-12-30,Pacifica,,167165.89189819715,,167165.89189819715,,-5043.939068862208,,-5043.939068862208,,1.0,,#545cf8
2025-12-30,Jupiter,,418070.3186818137,,104517.57967045343,,-7963.589971122041,,-1990.8974927805102,,,,
2025-12-30,Flash Trade,,5936.09,,5085.22,,-6776.139999999999,,-5778.64,,4.0,,#63b512
2025-12-30,Drift,,1381.9414720000007,,1381.9414720000007,,-1554.0877449999969,,-1554.0877449999969,,,,
2025-12-30,GMTrade,,587.7934361220827,,411.45520433466453,,157.45068485175187,,110.21589861380784,,2.0,,#f79009
2025-12-30,Phoenix,,45.794379719999995,,45.794379719999995,,1.5704278399999936,,1.5704278399999936,,3.0,,#904ea6
2025-12-29,Total,614366.5655401455,,292863.66060489416,,171009.06312143517,,110336.68655627535,,1.0,,#545cf8,
2025-12-29,Pacifica,,172209.83096705936,,172209.83096705936,,79516.18512659727,,79516.18512659727,,1.0,,#545cf8
2025-12-29,Jupiter,,426033.90865293576,,106508.47716323394,,78906.9982693512,,19726.7495673378,,,,
2025-12-29,Flash Trade,,12712.23,,10863.86,,10307.41,,8807.07,,4.0,,#63b512
2025-12-29,Drift,,2936.0292169999975,,2936.0292169999975,,2302.4205019999977,,2302.4205019999977,,,,
2025-12-29,GMTrade,,430.3427512703308,,301.2393057208567,,-27.37572507339314,,-19.163588219731764,,2.0,,#f79009
2025-12-29,Phoenix,,44.22395188,,44.22395188,,3.4249485600000042,,3.4249485600000042,,3.0,,#904ea6
2025-12-28,Total,443357.5024187103,,182526.9740486188,,200972.45067520379,,62938.843381209736,,1.0,,#545cf8,
2025-12-28,Pacifica,,92693.6458404621,,92693.6458404621,,16904.59723479148,,16904.59723479148,,1.0,,#545cf8
2025-12-28,Jupiter,,347126.91038358456,,86781.72759589614,,183831.70440777903,,45957.92610194476,,,,
2025-12-28,Flash Trade,,2404.82,,2056.79,,211.73000000000002,,172.99,,4.0,,#63b512
2025-12-28,Drift,,633.6087149999998,,633.6087149999998,,-381.12054700000067,,-381.12054700000067,,,,
2025-12-28,GMTrade,,457.7184763437239,,320.40289394058846,,403.6299246333275,,282.5409364735118,,2.0,,#f79009
2025-12-28,Phoenix,,40.79900332,,40.79900332,,1.9096549999999937,,1.9096549999999937,,3.0,,#904ea6
2025-12-27,Total,242385.05174350654,,119588.13066740907,,-467288.9519856003,,-179031.84253910973,,1.0,,#545cf8,
2025-12-27,Pacifica,,75789.04860567061,,75789.04860567061,,-78489.66355735382,,-78489.66355735382,,1.0,,#545cf8
2025-12-27,Jupiter,,163295.20597580553,,40823.80149395138,,-383412.8424856076,,-95853.2106214019,,,,
2025-12-27,Flash Trade,,2193.09,,1883.8,,-5058.58,,-4363.64,,4.0,,#63b512
2025-12-27,Drift,,1014.7292620000005,,1014.7292620000005,,-315.2931289999983,,-315.2931289999983,,,,
2025-12-27,Phoenix,,38.88934832,,38.88934832,,-4.1142286799999965,,-4.1142286799999965,,3.0,,#904ea6
2025-12-27,GMTrade,,54.08855171039644,,37.86195746707662,,-8.458584958845584,,-5.9210026740210395,,2.0,,#f79009
2025-12-26,Total,709674.0037291069,,298619.9732065188,,364099.02873263665,,95345.04353055512,,1.0,,#545cf8,
2025-12-26,Pacifica,,154278.71216302444,,154278.71216302444,,2959.5750466000172,,2959.5750466000172,,1.0,,#545cf8
2025-12-26,Jupiter,,546708.0484614131,,136677.01211535328,,357887.7922311083,,89471.94805777707,,,,
2025-12-26,Flash Trade,,7251.67,,6247.4400000000005,,2754.09,,2411.6400000000003,,4.0,,#63b512
2025-12-26,Drift,,1330.0223909999988,,1330.0223909999988,,509.688799999999,,509.688799999999,,,,
2025-12-26,GMTrade,,62.54713666924202,,43.78296014109766,,-14.363234831688601,,-10.054263581968243,,2.0,,#f79009
2025-12-26,Phoenix,,43.003577,,43.003577,,2.2458897600000043,,2.2458897600000043,,3.0,,#904ea6
2025-12-25,Total,345574.9749964702,,203274.92967596368,,-275675.2370795679,,-64910.11039393049,,1.0,,#545cf8,
2025-12-25,Pacifica,,151319.13711642442,,151319.13711642442,,6721.108083895961,,6721.108083895961,,1.0,,#545cf8
2025-12-25,Jupiter,,188820.25623030483,,47205.06405757621,,-280925.5479170652,,-70231.3869792663,,,,
2025-12-25,Flash Trade,,4497.58,,3835.8,,-149.25,,-153.6300000000001,,4.0,,#63b512
2025-12-25,Drift,,820.3335909999998,,820.3335909999998,,-1069.1691350000021,,-1069.1691350000021,,,,
2025-12-25,GMTrade,,76.91037150093062,,53.837223723065904,,-251.15212007868882,,-175.80637224013444,,2.0,,#f79009
2025-12-25,Phoenix,,40.757687239999996,,40.757687239999996,,-1.2259913200000057,,-1.2259913200000057,,3.0,,#904ea6
2025-12-24,Total,621250.2120760381,,268185.04006989417,,135893.2547278988,,8325.829152149323,,1.0,,#545cf8,
2025-12-24,Pacifica,,144598.02903252846,,144598.02903252846,,-31682.91626273282,,-31682.91626273282,,1.0,,#545cf8
2025-12-24,Jupiter,,469745.80414737004,,117436.45103684251,,170449.80262129928,,42612.45065532482,,,,
2025-12-24,Flash Trade,,4646.83,,3989.4300000000003,,-2334.8999999999996,,-1995.0099999999993,,4.0,,#63b512
2025-12-24,Drift,,1889.502726000002,,1889.502726000002,,-764.5359699999935,,-764.5359699999935,,,,
2025-12-24,GMTrade,,328.06249157961946,,229.64359596320034,,233.21164889230369,,163.2480391172928,,2.0,,#f79009
2025-12-24,Phoenix,,41.98367856,,41.98367856,,-7.407309560000002,,-7.407309560000002,,3.0,,#904ea6
2025-12-23,Total,485356.9573481393,,259859.21091774484,,-264002.19056268415,,-66214.19122273556,,1.0,,#545cf8,
2025-12-23,Pacifica,,176280.94529526128,,176280.94529526128,,2495.883213080524,,2495.883213080524,,1.0,,#545cf8
2025-12-23,Jupiter,,299296.00152607076,,74824.00038151769,,-262878.35780000186,,-65719.58945000047,,,,
2025-12-23,Flash Trade,,6981.73,,5984.44,,-3059.970000000001,,-2614.830000000001,,4.0,,#63b512
2025-12-23,Drift,,2654.0386959999955,,2654.0386959999955,,53.235568000002786,,53.235568000002786,,,,
2025-12-23,GMTrade,,94.85084268731576,,66.39555684590755,,-613.6362619228041,,-429.54527197557985,,2.0,,#f79009
2025-12-23,Phoenix,,49.39098812,,49.39098812,,0.6547181600000016,,0.6547181600000016,,3.0,,#904ea6
2025-12-22,Total,749359.1479108235,,326073.4021404804,,348827.3563574908,,109459.05838166375,,1.0,,#545cf8,
2025-12-22,Pacifica,,173785.06208218075,,173785.06208218075,,24901.02411460929,,24901.02411460929,,1.0,,#545cf8
2025-12-22,Jupiter,,562174.3593260726,,140543.58983151815,,318311.66528638126,,79577.91632159532,,,,
2025-12-22,Flash Trade,,10041.7,,8599.27,,4040.2400000000007,,3493.130000000001,,4.0,,#63b512
2025-12-22,Drift,,2600.8031279999927,,2600.8031279999927,,1275.3950199999963,,1275.3950199999963,,,,
2025-12-22,GMTrade,,708.4871046101199,,495.9408288214874,,291.4630804602933,,204.0240694191287,,2.0,,#f79009
2025-12-22,Phoenix,,48.73626996,,48.73626996,,7.56885604,,7.56885604,,3.0,,#904ea6
2025-12-21,Total,400531.79155333264,,216614.34375881666,,-11780.242400737363,,62822.144583293324,,1.0,,#545cf8,
2025-12-21,Pacifica,,148884.03796757146,,148884.03796757146,,82963.58349244157,,82963.58349244157,,1.0,,#545cf8
2025-12-21,Jupiter,,243862.69403969136,,60965.67350992284,,-100518.58903890918,,-25129.647259727295,,,,
2025-12-21,Flash Trade,,6001.46,,5106.139999999999,,4945.9,,4202.449999999999,,4.0,,#63b512
2025-12-21,Drift,,1325.4081079999964,,1325.4081079999964,,686.3252259999958,,686.3252259999958,,,,
2025-12-21,GMTrade,,417.0240241498266,,291.9167594023587,,143.68284945026932,,100.57805429904101,,2.0,,#f79009
2025-12-21,Phoenix,,41.16741392,,41.16741392,,-1.1449297199999933,,-1.1449297199999933,,3.0,,#904ea6
2025-12-20,Total,412312.03395407,,153792.19917552333,,-227118.89824228437,,-132153.06155715077,,1.0,,#545cf8,
2025-12-20,Jupiter,,344381.28307860054,,86095.32076965013,,-125326.56325477036,,-31331.64081369259,,,,
2025-12-20,Pacifica,,65920.4544751299,,65920.4544751299,,-92032.92883893498,,-92032.92883893498,,1.0,,#545cf8
2025-12-20,Flash Trade,,1055.56,,903.69,,-6525.26,,-5604.09,,4.0,,#63b512
2025-12-20,Drift,,639.0828820000006,,639.0828820000006,,-3066.9286089999655,,-3066.9286089999655,,,,
2025-12-20,GMTrade,,273.34117469955726,,191.3387051033177,,-165.81434625905786,,-116.07010220319461,,2.0,,#f79009
2025-12-20,Phoenix,,42.312343639999995,,42.312343639999995,,-1.4031933200000068,,-1.4031933200000068,,3.0,,#904ea6
2025-12-19,Total,639430.9321963544,,285945.2607326741,,-777772.920030615,,-221947.04265510075,,1.0,,#545cf8,
2025-12-19,Pacifica,,157953.38331406488,,157953.38331406488,,-19330.86994511349,,-19330.86994511349,,1.0,,#545cf8
2025-12-19,Jupiter,,469707.8463333709,,117426.96158334272,,-739416.1586117797,,-184854.03965294492,,,,
2025-12-19,Flash Trade,,7580.82,,6507.78,,-6598.880000000001,,-5627.830000000001,,4.0,,#63b512
2025-12-19,Drift,,3706.011490999966,,3706.011490999966,,-11448.335729000062,,-11448.335729000062,,,,
2025-12-19,GMTrade,,439.1555209586151,,307.4088073065123,,-975.6945940813998,,-682.9861774023007,,2.0,,#f79009
2025-12-19,Phoenix,,43.71553696,,43.71553696,,-2.9811506399999956,,-2.9811506399999956,,3.0,,#904ea6
2025-12-18,Total,1417203.8522269693,,507892.30338777485,,218521.9581416042,,42023.27469040803,,1.0,,#545cf8,
2025-12-18,Jupiter,,1209124.0049451506,,302281.00123628764,,236263.9949360909,,59065.99873402272,,,,
2025-12-18,Pacifica,,177284.25325917837,,177284.25325917837,,-19749.342379185022,,-19749.342379185022,,1.0,,#545cf8
2025-12-18,Drift,,15154.347220000029,,15154.347220000029,,7106.599587000029,,7106.599587000029,,,,
2025-12-18,Flash Trade,,14179.7,,12135.61,,-5667.759999999998,,-4798.329999999998,,4.0,,#63b512
2025-12-18,GMTrade,,1414.850115040015,,990.394984708813,,567.0575994979906,,396.9403503702848,,2.0,,#f79009
2025-12-18,Phoenix,,46.6966876,,46.6966876,,1.4083982000000006,,1.4083982000000006,,3.0,,#904ea6
2025-12-17,Total,1198681.894085365,,465869.0286973668,,322353.1228375967,,102517.22611009545,,1.0,,#545cf8,
2025-12-17,Jupiter,,972860.0100090597,,243215.00250226492,,291607.405446118,,72901.8513615295,,,,
2025-12-17,Pacifica,,197033.5956383634,,197033.5956383634,,17841.471814287623,,17841.471814287623,,1.0,,#545cf8
2025-12-17,Flash Trade,,19847.46,,16933.94,,8809.57,,7498.789999999999,,4.0,,#63b512
2025-12-17,Drift,,8047.747633,,8047.747633,,4694.570227000005,,4694.570227000005,,,,
2025-12-17,GMTrade,,847.7925155420244,,593.4546343385282,,-601.4576745690126,,-421.0203174816887,,2.0,,#f79009
2025-12-17,Phoenix,,45.2882894,,45.2882894,,1.5630247599999976,,1.5630247599999976,,3.0,,#904ea6
2025-12-16,Total,876328.7712477684,,363351.8025872714,,10731.232156666229,,-59206.05328146875,,1.0,,#545cf8,
2025-12-16,Pacifica,,179192.12382407577,,179192.12382407577,,-63424.32230868153,,-63424.32230868153,,1.0,,#545cf8
2025-12-16,Jupiter,,681252.6045629417,,170313.15114073543,,93589.42196830071,,23397.355492075178,,,,
2025-12-16,Flash Trade,,11037.89,,9435.15,,-2864.1400000000012,,-2447.370000000001,,4.0,,#63b512
2025-12-16,Drift,,3353.1774059999952,,3353.1774059999952,,-17110.876981000078,,-17110.876981000078,,,,
2025-12-16,GMTrade,,1449.250190111037,,1014.4749518202169,,539.9682190871848,,377.97925717770806,,2.0,,#f79009
2025-12-16,Phoenix,,43.72526464,,43.72526464,,1.181258960000001,,1.181258960000001,,3.0,,#904ea6
2025-12-15,Total,865597.5390911022,,422557.8558687401,,138267.41769370262,,77466.85086882766,,1.0,,#545cf8,
2025-12-15,Pacifica,,242616.4461327573,,242616.4461327573,,31358.37763759808,,31358.37763759808,,1.0,,#545cf8
2025-12-15,Jupiter,,587663.182594641,,146915.79564866025,,78970.82268802961,,19742.705672007403,,,,
2025-12-15,Drift,,20464.054387000073,,20464.054387000073,,17630.14383100009,,17630.14383100009,,,,
2025-12-15,Flash Trade,,13902.03,,11882.52,,9783.04,,8367.560000000001,,4.0,,#63b512
