date,symbol,label,num_markets_totals,num_markets_exch,num_markets_exch_sub,num_markets_category,num_markets_hip3,delta_num_markets_totals,delta_num_markets_exch,delta_num_markets_exch_sub,delta_num_markets_category,delta_num_markets_hip3,rn_totals,rn_exch,rn_exch_sub,rn_category,rn_hip3,cv_totals,cv_exch,cv_exch_sub,cv_category,cv_hip3
2025-12-02,Commodity,,,,,4.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2025-12-02,FX,,,,,2.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2025-12-02,Index,,,,,2.0,,,,,0.0,,,,,5.0,,,,,#f0384a,
2025-12-01,Total,,104.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2025-12-01,Drift,,,58.0,,,,,0.0,,,,,,,,,,,,,
2025-12-01,GMTrade,,,44.0,,,,,0.0,,,,,2.0,,,,,#f79009,,,
2025-12-01,Pacifica,,,35.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,
2025-12-01,Phoenix,,,33.0,,,,,0.0,,,,,3.0,,,,,#904ea6,,,
2025-12-01,Flash Trade,,,20.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2025-12-01,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2025-12-01,_Drift,Drift,,,58.0,,,,,0.0,,,,,,,,,,,,
2025-12-01,_GMTrade,GMTrade,,,44.0,,,,,0.0,,,,,2.0,,,,,#f79009,,
2025-12-01,_Pacifica,Pacifica,,,35.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,
2025-12-01,_Phoenix,Phoenix,,,33.0,,,,,0.0,,,,,3.0,,,,,#904ea6,,
2025-12-01,_Flash Trade,Flash Trade,,,20.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2025-12-01,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2025-12-01,Crypto,,,,,88.0,,,,,0.0,,,,,1.0,,,,,#545cf8,
2025-12-01,Stock,,,,,8.0,,,,,0.0,,,,,2.0,,,,,#f79009,
2025-12-01,Commodity,,,,,4.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2025-12-01,FX,,,,,2.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2025-12-01,Index,,,,,2.0,,,,,0.0,,,,,5.0,,,,,#f0384a,
2025-11-30,Total,,104.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2025-11-30,Drift,,,58.0,,,,,0.0,,,,,,,,,,,,,
2025-11-30,GMTrade,,,44.0,,,,,0.0,,,,,2.0,,,,,#f79009,,,
2025-11-30,Pacifica,,,35.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,
2025-11-30,Phoenix,,,33.0,,,,,0.0,,,,,3.0,,,,,#904ea6,,,
2025-11-30,Flash Trade,,,20.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2025-11-30,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2025-11-30,_Drift,Drift,,,58.0,,,,,0.0,,,,,,,,,,,,
2025-11-30,_GMTrade,GMTrade,,,44.0,,,,,0.0,,,,,2.0,,,,,#f79009,,
2025-11-30,_Pacifica,Pacifica,,,35.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,
2025-11-30,_Phoenix,Phoenix,,,33.0,,,,,0.0,,,,,3.0,,,,,#904ea6,,
2025-11-30,_Flash Trade,Flash Trade,,,20.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2025-11-30,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2025-11-30,Crypto,,,,,88.0,,,,,0.0,,,,,1.0,,,,,#545cf8,
2025-11-30,Stock,,,,,8.0,,,,,0.0,,,,,2.0,,,,,#f79009,
2025-11-30,Commodity,,,,,4.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2025-11-30,FX,,,,,2.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2025-11-30,Index,,,,,2.0,,,,,0.0,,,,,5.0,,,,,#f0384a,
2025-11-29,Total,,104.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2025-11-29,Drift,,,58.0,,,,,0.0,,,,,,,,,,,,,
2025-11-29,GMTrade,,,44.0,,,,,0.0,,,,,2.0,,,,,#f79009,,,
2025-11-29,Pacifica,,,35.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,
2025-11-29,Phoenix,,,33.0,,,,,0.0,,,,,3.0,,,,,#904ea6,,,
2025-11-29,Flash Trade,,,20.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2025-11-29,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2025-11-29,_Drift,Drift,,,58.0,,,,,0.0,,,,,,,,,,,,
2025-11-29,_GMTrade,GMTrade,,,44.0,,,,,0.0,,,,,2.0,,,,,#f79009,,
2025-11-29,_Pacifica,Pacifica,,,35.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,
2025-11-29,_Phoenix,Phoenix,,,33.0,,,,,0.0,,,,,3.0,,,,,#904ea6,,
2025-11-29,_Flash Trade,Flash Trade,,,20.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2025-11-29,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2025-11-29,Crypto,,,,,88.0,,,,,0.0,,,,,1.0,,,,,#545cf8,
2025-11-29,Stock,,,,,8.0,,,,,0.0,,,,,2.0,,,,,#f79009,
2025-11-29,Commodity,,,,,4.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2025-11-29,Index,,,,,2.0,,,,,0.0,,,,,5.0,,,,,#f0384a,
2025-11-29,FX,,,,,2.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2025-11-28,Total,,104.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2025-11-28,Drift,,,58.0,,,,,0.0,,,,,,,,,,,,,
2025-11-28,GMTrade,,,44.0,,,,,0.0,,,,,2.0,,,,,#f79009,,,
2025-11-28,Pacifica,,,35.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,
2025-11-28,Phoenix,,,33.0,,,,,0.0,,,,,3.0,,,,,#904ea6,,,
2025-11-28,Flash Trade,,,20.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2025-11-28,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2025-11-28,_Drift,Drift,,,58.0,,,,,0.0,,,,,,,,,,,,
2025-11-28,_GMTrade,GMTrade,,,44.0,,,,,0.0,,,,,2.0,,,,,#f79009,,
2025-11-28,_Pacifica,Pacifica,,,35.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,
2025-11-28,_Phoenix,Phoenix,,,33.0,,,,,0.0,,,,,3.0,,,,,#904ea6,,
2025-11-28,_Flash Trade,Flash Trade,,,20.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2025-11-28,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2025-11-28,Crypto,,,,,88.0,,,,,0.0,,,,,1.0,,,,,#545cf8,
2025-11-28,Stock,,,,,8.0,,,,,0.0,,,,,2.0,,,,,#f79009,
2025-11-28,Commodity,,,,,4.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2025-11-28,FX,,,,,2.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2025-11-28,Index,,,,,2.0,,,,,0.0,,,,,5.0,,,,,#f0384a,
2025-11-27,Total,,104.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2025-11-27,Drift,,,58.0,,,,,0.0,,,,,,,,,,,,,
2025-11-27,GMTrade,,,44.0,,,,,0.0,,,,,2.0,,,,,#f79009,,,
2025-11-27,Pacifica,,,35.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,
2025-11-27,Phoenix,,,33.0,,,,,0.0,,,,,3.0,,,,,#904ea6,,,
2025-11-27,Flash Trade,,,20.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2025-11-27,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2025-11-27,_Drift,Drift,,,58.0,,,,,0.0,,,,,,,,,,,,
2025-11-27,_GMTrade,GMTrade,,,44.0,,,,,0.0,,,,,2.0,,,,,#f79009,,
2025-11-27,_Pacifica,Pacifica,,,35.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,
2025-11-27,_Phoenix,Phoenix,,,33.0,,,,,0.0,,,,,3.0,,,,,#904ea6,,
2025-11-27,_Flash Trade,Flash Trade,,,20.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2025-11-27,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2025-11-27,Crypto,,,,,88.0,,,,,0.0,,,,,1.0,,,,,#545cf8,
2025-11-27,Stock,,,,,8.0,,,,,0.0,,,,,2.0,,,,,#f79009,
2025-11-27,Commodity,,,,,4.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2025-11-27,FX,,,,,2.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2025-11-27,Index,,,,,2.0,,,,,0.0,,,,,5.0,,,,,#f0384a,
2025-11-26,Total,,104.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2025-11-26,Drift,,,58.0,,,,,0.0,,,,,,,,,,,,,
2025-11-26,GMTrade,,,44.0,,,,,0.0,,,,,2.0,,,,,#f79009,,,
2025-11-26,Pacifica,,,35.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,
2025-11-26,Phoenix,,,33.0,,,,,0.0,,,,,3.0,,,,,#904ea6,,,
2025-11-26,Flash Trade,,,20.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2025-11-26,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2025-11-26,_Drift,Drift,,,58.0,,,,,0.0,,,,,,,,,,,,
2025-11-26,_GMTrade,GMTrade,,,44.0,,,,,0.0,,,,,2.0,,,,,#f79009,,
2025-11-26,_Pacifica,Pacifica,,,35.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,
2025-11-26,_Phoenix,Phoenix,,,33.0,,,,,0.0,,,,,3.0,,,,,#904ea6,,
2025-11-26,_Flash Trade,Flash Trade,,,20.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2025-11-26,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2025-11-26,Crypto,,,,,88.0,,,,,0.0,,,,,1.0,,,,,#545cf8,
2025-11-26,Stock,,,,,8.0,,,,,0.0,,,,,2.0,,,,,#f79009,
2025-11-26,Commodity,,,,,4.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2025-11-26,FX,,,,,2.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2025-11-26,Index,,,,,2.0,,,,,0.0,,,,,5.0,,,,,#f0384a,
2025-11-25,Total,,104.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2025-11-25,Drift,,,58.0,,,,,0.0,,,,,,,,,,,,,
2025-11-25,GMTrade,,,44.0,,,,,0.0,,,,,2.0,,,,,#f79009,,,
2025-11-25,Pacifica,,,35.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,
2025-11-25,Phoenix,,,33.0,,,,,0.0,,,,,3.0,,,,,#904ea6,,,
2025-11-25,Flash Trade,,,20.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2025-11-25,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2025-11-25,_Drift,Drift,,,58.0,,,,,0.0,,,,,,,,,,,,
2025-11-25,_GMTrade,GMTrade,,,44.0,,,,,0.0,,,,,2.0,,,,,#f79009,,
2025-11-25,_Pacifica,Pacifica,,,35.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,
2025-11-25,_Phoenix,Phoenix,,,33.0,,,,,0.0,,,,,3.0,,,,,#904ea6,,
2025-11-25,_Flash Trade,Flash Trade,,,20.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2025-11-25,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2025-11-25,Crypto,,,,,88.0,,,,,0.0,,,,,1.0,,,,,#545cf8,
2025-11-25,Stock,,,,,8.0,,,,,0.0,,,,,2.0,,,,,#f79009,
2025-11-25,Commodity,,,,,4.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2025-11-25,FX,,,,,2.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2025-11-25,Index,,,,,2.0,,,,,0.0,,,,,5.0,,,,,#f0384a,
2025-11-24,Total,,104.0,,,,,1.0,,,,,1.0,,,,,#545cf8,,,,
2025-11-24,Drift,,,58.0,,,,,1.0,,,,,,,,,,,,,
2025-11-24,GMTrade,,,44.0,,,,,0.0,,,,,2.0,,,,,#f79009,,,
2025-11-24,Pacifica,,,35.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,
2025-11-24,Phoenix,,,33.0,,,,,0.0,,,,,3.0,,,,,#904ea6,,,
2025-11-24,Flash Trade,,,20.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2025-11-24,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2025-11-24,_Drift,Drift,,,58.0,,,,,1.0,,,,,,,,,,,,
2025-11-24,_GMTrade,GMTrade,,,44.0,,,,,0.0,,,,,2.0,,,,,#f79009,,
2025-11-24,_Pacifica,Pacifica,,,35.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,
2025-11-24,_Phoenix,Phoenix,,,33.0,,,,,0.0,,,,,3.0,,,,,#904ea6,,
2025-11-24,_Flash Trade,Flash Trade,,,20.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2025-11-24,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2025-11-24,Crypto,,,,,88.0,,,,,1.0,,,,,1.0,,,,,#545cf8,
2025-11-24,Stock,,,,,8.0,,,,,0.0,,,,,2.0,,,,,#f79009,
2025-11-24,Commodity,,,,,4.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2025-11-24,FX,,,,,2.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2025-11-24,Index,,,,,2.0,,,,,0.0,,,,,5.0,,,,,#f0384a,
2025-11-23,Total,,103.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2025-11-23,Drift,,,57.0,,,,,0.0,,,,,,,,,,,,,
2025-11-23,GMTrade,,,44.0,,,,,0.0,,,,,2.0,,,,,#f79009,,,
2025-11-23,Pacifica,,,35.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,
2025-11-23,Phoenix,,,33.0,,,,,0.0,,,,,3.0,,,,,#904ea6,,,
2025-11-23,Flash Trade,,,20.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2025-11-23,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2025-11-23,_Drift,Drift,,,57.0,,,,,0.0,,,,,,,,,,,,
2025-11-23,_GMTrade,GMTrade,,,44.0,,,,,0.0,,,,,2.0,,,,,#f79009,,
2025-11-23,_Pacifica,Pacifica,,,35.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,
2025-11-23,_Phoenix,Phoenix,,,33.0,,,,,0.0,,,,,3.0,,,,,#904ea6,,
2025-11-23,_Flash Trade,Flash Trade,,,20.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2025-11-23,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2025-11-23,Crypto,,,,,87.0,,,,,0.0,,,,,1.0,,,,,#545cf8,
2025-11-23,Stock,,,,,8.0,,,,,0.0,,,,,2.0,,,,,#f79009,
2025-11-23,Commodity,,,,,4.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2025-11-23,Index,,,,,2.0,,,,,0.0,,,,,5.0,,,,,#f0384a,
2025-11-23,FX,,,,,2.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2025-11-22,Total,,103.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2025-11-22,Drift,,,57.0,,,,,0.0,,,,,,,,,,,,,
2025-11-22,GMTrade,,,44.0,,,,,0.0,,,,,2.0,,,,,#f79009,,,
2025-11-22,Pacifica,,,35.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,
2025-11-22,Phoenix,,,33.0,,,,,0.0,,,,,3.0,,,,,#904ea6,,,
2025-11-22,Flash Trade,,,20.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2025-11-22,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2025-11-22,_Drift,Drift,,,57.0,,,,,0.0,,,,,,,,,,,,
2025-11-22,_GMTrade,GMTrade,,,44.0,,,,,0.0,,,,,2.0,,,,,#f79009,,
2025-11-22,_Pacifica,Pacifica,,,35.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,
2025-11-22,_Phoenix,Phoenix,,,33.0,,,,,0.0,,,,,3.0,,,,,#904ea6,,
2025-11-22,_Flash Trade,Flash Trade,,,20.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2025-11-22,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2025-11-22,Crypto,,,,,87.0,,,,,0.0,,,,,1.0,,,,,#545cf8,
2025-11-22,Stock,,,,,8.0,,,,,0.0,,,,,2.0,,,,,#f79009,
2025-11-22,Commodity,,,,,4.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2025-11-22,FX,,,,,2.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2025-11-22,Index,,,,,2.0,,,,,0.0,,,,,5.0,,,,,#f0384a,
2025-11-21,Total,,103.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2025-11-21,Drift,,,57.0,,,,,0.0,,,,,,,,,,,,,
2025-11-21,GMTrade,,,44.0,,,,,0.0,,,,,2.0,,,,,#f79009,,,
2025-11-21,Pacifica,,,35.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,
2025-11-21,Phoenix,,,33.0,,,,,1.0,,,,,3.0,,,,,#904ea6,,,
2025-11-21,Flash Trade,,,20.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2025-11-21,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2025-11-21,_Drift,Drift,,,57.0,,,,,0.0,,,,,,,,,,,,
2025-11-21,_GMTrade,GMTrade,,,44.0,,,,,0.0,,,,,2.0,,,,,#f79009,,
2025-11-21,_Pacifica,Pacifica,,,35.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,
2025-11-21,_Phoenix,Phoenix,,,33.0,,,,,1.0,,,,,3.0,,,,,#904ea6,,
2025-11-21,_Flash Trade,Flash Trade,,,20.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2025-11-21,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2025-11-21,Crypto,,,,,87.0,,,,,0.0,,,,,1.0,,,,,#545cf8,
2025-11-21,Stock,,,,,8.0,,,,,0.0,,,,,2.0,,,,,#f79009,
2025-11-21,Commodity,,,,,4.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2025-11-21,Index,,,,,2.0,,,,,0.0,,,,,5.0,,,,,#f0384a,
2025-11-21,FX,,,,,2.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2025-11-20,Total,,103.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2025-11-20,Drift,,,57.0,,,,,0.0,,,,,,,,,,,,,
2025-11-20,GMTrade,,,44.0,,,,,0.0,,,,,2.0,,,,,#f79009,,,
2025-11-20,Pacifica,,,35.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,
2025-11-20,Phoenix,,,32.0,,,,,0.0,,,,,3.0,,,,,#904ea6,,,
2025-11-20,Flash Trade,,,20.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2025-11-20,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2025-11-20,_Drift,Drift,,,57.0,,,,,0.0,,,,,,,,,,,,
2025-11-20,_GMTrade,GMTrade,,,44.0,,,,,0.0,,,,,2.0,,,,,#f79009,,
2025-11-20,_Pacifica,Pacifica,,,35.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,
2025-11-20,_Phoenix,Phoenix,,,32.0,,,,,0.0,,,,,3.0,,,,,#904ea6,,
2025-11-20,_Flash Trade,Flash Trade,,,20.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2025-11-20,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2025-11-20,Crypto,,,,,87.0,,,,,0.0,,,,,1.0,,,,,#545cf8,
2025-11-20,Stock,,,,,8.0,,,,,0.0,,,,,2.0,,,,,#f79009,
2025-11-20,Commodity,,,,,4.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2025-11-20,FX,,,,,2.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2025-11-20,Index,,,,,2.0,,,,,0.0,,,,,5.0,,,,,#f0384a,
2025-11-19,Total,,103.0,,,,,5.0,,,,,1.0,,,,,#545cf8,,,,
2025-11-19,Drift,,,57.0,,,,,0.0,,,,,,,,,,,,,
2025-11-19,GMTrade,,,44.0,,,,,0.0,,,,,2.0,,,,,#f79009,,,
2025-11-19,Pacifica,,,35.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,
2025-11-19,Phoenix,,,32.0,,,,,,,,,,3.0,,,,,#904ea6,,,
2025-11-19,Flash Trade,,,20.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2025-11-19,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2025-11-19,_Drift,Drift,,,57.0,,,,,0.0,,,,,,,,,,,,
2025-11-19,_GMTrade,GMTrade,,,44.0,,,,,0.0,,,,,2.0,,,,,#f79009,,
2025-11-19,_Pacifica,Pacifica,,,35.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,
2025-11-19,_Phoenix,Phoenix,,,32.0,,,,,,,,,,3.0,,,,,#904ea6,,
2025-11-19,_Flash Trade,Flash Trade,,,20.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2025-11-19,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2025-11-19,Crypto,,,,,87.0,,,,,5.0,,,,,1.0,,,,,#545cf8,
2025-11-19,Stock,,,,,8.0,,,,,0.0,,,,,2.0,,,,,#f79009,
2025-11-19,Commodity,,,,,4.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2025-11-19,Index,,,,,2.0,,,,,0.0,,,,,5.0,,,,,#f0384a,
2025-11-19,FX,,,,,2.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2025-11-18,Total,,98.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2025-11-18,Drift,,,57.0,,,,,0.0,,,,,,,,,,,,,
2025-11-18,GMTrade,,,44.0,,,,,0.0,,,,,2.0,,,,,#f79009,,,
2025-11-18,Pacifica,,,35.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,
2025-11-18,Flash Trade,,,20.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2025-11-18,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2025-11-18,_Drift,Drift,,,57.0,,,,,0.0,,,,,,,,,,,,
2025-11-18,_GMTrade,GMTrade,,,44.0,,,,,0.0,,,,,2.0,,,,,#f79009,,
2025-11-18,_Pacifica,Pacifica,,,35.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,
2025-11-18,_Flash Trade,Flash Trade,,,20.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2025-11-18,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2025-11-18,Crypto,,,,,82.0,,,,,0.0,,,,,1.0,,,,,#545cf8,
2025-11-18,Stock,,,,,8.0,,,,,0.0,,,,,2.0,,,,,#f79009,
2025-11-18,Commodity,,,,,4.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2025-11-18,Index,,,,,2.0,,,,,0.0,,,,,5.0,,,,,#f0384a,
2025-11-18,FX,,,,,2.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2025-11-17,Total,,98.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2025-11-17,Drift,,,57.0,,,,,0.0,,,,,,,,,,,,,
2025-11-17,GMTrade,,,44.0,,,,,0.0,,,,,2.0,,,,,#f79009,,,
2025-11-17,Pacifica,,,35.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,
2025-11-17,Flash Trade,,,20.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2025-11-17,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2025-11-17,_Drift,Drift,,,57.0,,,,,0.0,,,,,,,,,,,,
2025-11-17,_GMTrade,GMTrade,,,44.0,,,,,0.0,,,,,2.0,,,,,#f79009,,
2025-11-17,_Pacifica,Pacifica,,,35.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,
2025-11-17,_Flash Trade,Flash Trade,,,20.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2025-11-17,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2025-11-17,Crypto,,,,,82.0,,,,,0.0,,,,,1.0,,,,,#545cf8,
2025-11-17,Stock,,,,,8.0,,,,,0.0,,,,,2.0,,,,,#f79009,
2025-11-17,Commodity,,,,,4.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2025-11-17,FX,,,,,2.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2025-11-17,Index,,,,,2.0,,,,,0.0,,,,,5.0,,,,,#f0384a,
2025-11-16,Total,,98.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2025-11-16,Drift,,,57.0,,,,,0.0,,,,,,,,,,,,,
2025-11-16,GMTrade,,,44.0,,,,,0.0,,,,,2.0,,,,,#f79009,,,
2025-11-16,Pacifica,,,35.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,
2025-11-16,Flash Trade,,,20.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2025-11-16,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2025-11-16,_Drift,Drift,,,57.0,,,,,0.0,,,,,,,,,,,,
2025-11-16,_GMTrade,GMTrade,,,44.0,,,,,0.0,,,,,2.0,,,,,#f79009,,
2025-11-16,_Pacifica,Pacifica,,,35.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,
2025-11-16,_Flash Trade,Flash Trade,,,20.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2025-11-16,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2025-11-16,Crypto,,,,,82.0,,,,,0.0,,,,,1.0,,,,,#545cf8,
2025-11-16,Stock,,,,,8.0,,,,,0.0,,,,,2.0,,,,,#f79009,
2025-11-16,Commodity,,,,,4.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2025-11-16,Index,,,,,2.0,,,,,0.0,,,,,5.0,,,,,#f0384a,
2025-11-16,FX,,,,,2.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2025-11-15,Total,,98.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2025-11-15,Drift,,,57.0,,,,,0.0,,,,,,,,,,,,,
2025-11-15,GMTrade,,,44.0,,,,,0.0,,,,,2.0,,,,,#f79009,,,
