date,symbol,label,num_markets_totals,num_markets_exch,num_markets_exch_sub,num_markets_category,num_markets_hip3,delta_num_markets_totals,delta_num_markets_exch,delta_num_markets_exch_sub,delta_num_markets_category,delta_num_markets_hip3,rn_totals,rn_exch,rn_exch_sub,rn_category,rn_hip3,cv_totals,cv_exch,cv_exch_sub,cv_category,cv_hip3
2026-06-10,Total,,111.0,,,,,-2.0,,,,,1.0,,,,,#545cf8,,,,
2026-06-10,Pacifica,,,69.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,
2026-06-10,GMTrade,,,60.0,,,,,-3.0,,,,,2.0,,,,,#f79009,,,
2026-06-10,Phoenix,,,41.0,,,,,0.0,,,,,3.0,,,,,#904ea6,,,
2026-06-10,Flash Trade,,,29.0,,,,,-1.0,,,,,4.0,,,,,#63b512,,,
2026-06-10,Bullet,,,10.0,,,,,0.0,,,,,5.0,,,,,#f0384a,,,
2026-06-10,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2026-06-10,_Pacifica,Pacifica,,,69.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,
2026-06-10,_GMTrade,GMTrade,,,60.0,,,,,-3.0,,,,,2.0,,,,,#f79009,,
2026-06-10,_Phoenix,Phoenix,,,41.0,,,,,0.0,,,,,3.0,,,,,#904ea6,,
2026-06-10,_Flash Trade,Flash Trade,,,29.0,,,,,-1.0,,,,,4.0,,,,,#63b512,,
2026-06-10,_Bullet,Bullet,,,10.0,,,,,0.0,,,,,5.0,,,,,#f0384a,,
2026-06-10,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2026-06-10,Crypto,,,,,67.0,,,,,-2.0,,,,,1.0,,,,,#545cf8,
2026-06-10,Stock,,,,,16.0,,,,,0.0,,,,,2.0,,,,,#f79009,
2026-06-10,Commodity,,,,,15.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2026-06-10,FX,,,,,9.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2026-06-10,Index,,,,,4.0,,,,,0.0,,,,,5.0,,,,,#f0384a,
2026-06-10,_Drift,Drift,,,,,,,,,,,,,,,,,,,,
2026-06-10,Drift,,,,,,,,,,,,,,,,,,,,,
2026-06-09,Total,,113.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2026-06-09,Pacifica,,,69.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,
2026-06-09,GMTrade,,,63.0,,,,,0.0,,,,,2.0,,,,,#f79009,,,
2026-06-09,Phoenix,,,41.0,,,,,0.0,,,,,3.0,,,,,#904ea6,,,
2026-06-09,Flash Trade,,,30.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2026-06-09,Bullet,,,10.0,,,,,0.0,,,,,5.0,,,,,#f0384a,,,
2026-06-09,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2026-06-09,_Pacifica,Pacifica,,,69.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,
2026-06-09,_GMTrade,GMTrade,,,63.0,,,,,0.0,,,,,2.0,,,,,#f79009,,
2026-06-09,_Phoenix,Phoenix,,,41.0,,,,,0.0,,,,,3.0,,,,,#904ea6,,
2026-06-09,_Flash Trade,Flash Trade,,,30.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2026-06-09,_Bullet,Bullet,,,10.0,,,,,0.0,,,,,5.0,,,,,#f0384a,,
2026-06-09,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2026-06-09,Crypto,,,,,69.0,,,,,0.0,,,,,1.0,,,,,#545cf8,
2026-06-09,Stock,,,,,16.0,,,,,0.0,,,,,2.0,,,,,#f79009,
2026-06-09,Commodity,,,,,15.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2026-06-09,FX,,,,,9.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2026-06-09,Index,,,,,4.0,,,,,0.0,,,,,5.0,,,,,#f0384a,
2026-06-09,Drift,,,,,,,,,,,,,,,,,,,,,
2026-06-09,_Drift,Drift,,,,,,,,,,,,,,,,,,,,
2026-06-08,Total,,113.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2026-06-08,Pacifica,,,69.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,
2026-06-08,GMTrade,,,63.0,,,,,0.0,,,,,2.0,,,,,#f79009,,,
2026-06-08,Phoenix,,,41.0,,,,,0.0,,,,,3.0,,,,,#904ea6,,,
2026-06-08,Flash Trade,,,30.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2026-06-08,Bullet,,,10.0,,,,,3.0,,,,,5.0,,,,,#f0384a,,,
2026-06-08,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2026-06-08,_Pacifica,Pacifica,,,69.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,
2026-06-08,_GMTrade,GMTrade,,,63.0,,,,,0.0,,,,,2.0,,,,,#f79009,,
2026-06-08,_Phoenix,Phoenix,,,41.0,,,,,0.0,,,,,3.0,,,,,#904ea6,,
2026-06-08,_Flash Trade,Flash Trade,,,30.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2026-06-08,_Bullet,Bullet,,,10.0,,,,,3.0,,,,,5.0,,,,,#f0384a,,
2026-06-08,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2026-06-08,Crypto,,,,,69.0,,,,,0.0,,,,,1.0,,,,,#545cf8,
2026-06-08,Stock,,,,,16.0,,,,,0.0,,,,,2.0,,,,,#f79009,
2026-06-08,Commodity,,,,,15.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2026-06-08,FX,,,,,9.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2026-06-08,Index,,,,,4.0,,,,,0.0,,,,,5.0,,,,,#f0384a,
2026-06-08,Drift,,,,,,,,,,,,,,,,,,,,,
2026-06-08,_Drift,Drift,,,,,,,,,,,,,,,,,,,,
2026-06-07,Total,,113.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2026-06-07,Pacifica,,,69.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,
2026-06-07,GMTrade,,,63.0,,,,,0.0,,,,,2.0,,,,,#f79009,,,
2026-06-07,Phoenix,,,41.0,,,,,0.0,,,,,3.0,,,,,#904ea6,,,
2026-06-07,Flash Trade,,,30.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2026-06-07,Bullet,,,7.0,,,,,0.0,,,,,5.0,,,,,#f0384a,,,
2026-06-07,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2026-06-07,_Pacifica,Pacifica,,,69.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,
2026-06-07,_GMTrade,GMTrade,,,63.0,,,,,0.0,,,,,2.0,,,,,#f79009,,
2026-06-07,_Phoenix,Phoenix,,,41.0,,,,,0.0,,,,,3.0,,,,,#904ea6,,
2026-06-07,_Flash Trade,Flash Trade,,,30.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2026-06-07,_Bullet,Bullet,,,7.0,,,,,0.0,,,,,5.0,,,,,#f0384a,,
2026-06-07,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2026-06-07,Crypto,,,,,69.0,,,,,0.0,,,,,1.0,,,,,#545cf8,
2026-06-07,Stock,,,,,16.0,,,,,0.0,,,,,2.0,,,,,#f79009,
2026-06-07,Commodity,,,,,15.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2026-06-07,FX,,,,,9.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2026-06-07,Index,,,,,4.0,,,,,0.0,,,,,5.0,,,,,#f0384a,
2026-06-07,_Drift,Drift,,,,,,,,,,,,,,,,,,,,
2026-06-07,Drift,,,,,,,,,,,,,,,,,,,,,
2026-06-06,Total,,113.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2026-06-06,Pacifica,,,69.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,
2026-06-06,GMTrade,,,63.0,,,,,0.0,,,,,2.0,,,,,#f79009,,,
2026-06-06,Phoenix,,,41.0,,,,,0.0,,,,,3.0,,,,,#904ea6,,,
2026-06-06,Flash Trade,,,30.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2026-06-06,Bullet,,,7.0,,,,,-1.0,,,,,5.0,,,,,#f0384a,,,
2026-06-06,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2026-06-06,_Pacifica,Pacifica,,,69.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,
2026-06-06,_GMTrade,GMTrade,,,63.0,,,,,0.0,,,,,2.0,,,,,#f79009,,
2026-06-06,_Phoenix,Phoenix,,,41.0,,,,,0.0,,,,,3.0,,,,,#904ea6,,
2026-06-06,_Flash Trade,Flash Trade,,,30.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2026-06-06,_Bullet,Bullet,,,7.0,,,,,-1.0,,,,,5.0,,,,,#f0384a,,
2026-06-06,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2026-06-06,Crypto,,,,,69.0,,,,,0.0,,,,,1.0,,,,,#545cf8,
2026-06-06,Stock,,,,,16.0,,,,,0.0,,,,,2.0,,,,,#f79009,
2026-06-06,Commodity,,,,,15.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2026-06-06,FX,,,,,9.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2026-06-06,Index,,,,,4.0,,,,,0.0,,,,,5.0,,,,,#f0384a,
2026-06-06,_Drift,Drift,,,,,,,,,,,,,,,,,,,,
2026-06-06,Drift,,,,,,,,,,,,,,,,,,,,,
2026-06-05,Total,,113.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2026-06-05,Pacifica,,,69.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,
2026-06-05,GMTrade,,,63.0,,,,,0.0,,,,,2.0,,,,,#f79009,,,
2026-06-05,Phoenix,,,41.0,,,,,0.0,,,,,3.0,,,,,#904ea6,,,
2026-06-05,Flash Trade,,,30.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2026-06-05,Bullet,,,8.0,,,,,0.0,,,,,5.0,,,,,#f0384a,,,
2026-06-05,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2026-06-05,_Pacifica,Pacifica,,,69.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,
2026-06-05,_GMTrade,GMTrade,,,63.0,,,,,0.0,,,,,2.0,,,,,#f79009,,
2026-06-05,_Phoenix,Phoenix,,,41.0,,,,,0.0,,,,,3.0,,,,,#904ea6,,
2026-06-05,_Flash Trade,Flash Trade,,,30.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2026-06-05,_Bullet,Bullet,,,8.0,,,,,0.0,,,,,5.0,,,,,#f0384a,,
2026-06-05,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2026-06-05,Crypto,,,,,69.0,,,,,0.0,,,,,1.0,,,,,#545cf8,
2026-06-05,Stock,,,,,16.0,,,,,0.0,,,,,2.0,,,,,#f79009,
2026-06-05,Commodity,,,,,15.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2026-06-05,FX,,,,,9.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2026-06-05,Index,,,,,4.0,,,,,0.0,,,,,5.0,,,,,#f0384a,
2026-06-05,_Drift,Drift,,,,,,,,,,,,,,,,,,,,
2026-06-05,Drift,,,,,,,,,,,,,,,,,,,,,
2026-06-04,Total,,113.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2026-06-04,Pacifica,,,69.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,
2026-06-04,GMTrade,,,63.0,,,,,0.0,,,,,2.0,,,,,#f79009,,,
2026-06-04,Phoenix,,,41.0,,,,,0.0,,,,,3.0,,,,,#904ea6,,,
2026-06-04,Flash Trade,,,30.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2026-06-04,Bullet,,,8.0,,,,,0.0,,,,,5.0,,,,,#f0384a,,,
2026-06-04,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2026-06-04,_Pacifica,Pacifica,,,69.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,
2026-06-04,_GMTrade,GMTrade,,,63.0,,,,,0.0,,,,,2.0,,,,,#f79009,,
2026-06-04,_Phoenix,Phoenix,,,41.0,,,,,0.0,,,,,3.0,,,,,#904ea6,,
2026-06-04,_Flash Trade,Flash Trade,,,30.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2026-06-04,_Bullet,Bullet,,,8.0,,,,,0.0,,,,,5.0,,,,,#f0384a,,
2026-06-04,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2026-06-04,Crypto,,,,,69.0,,,,,0.0,,,,,1.0,,,,,#545cf8,
2026-06-04,Stock,,,,,16.0,,,,,0.0,,,,,2.0,,,,,#f79009,
2026-06-04,Commodity,,,,,15.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2026-06-04,FX,,,,,9.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2026-06-04,Index,,,,,4.0,,,,,0.0,,,,,5.0,,,,,#f0384a,
2026-06-04,_Drift,Drift,,,,,,,,,,,,,,,,,,,,
2026-06-04,Drift,,,,,,,,,,,,,,,,,,,,,
2026-06-03,Total,,113.0,,,,,2.0,,,,,1.0,,,,,#545cf8,,,,
2026-06-03,Pacifica,,,69.0,,,,,2.0,,,,,1.0,,,,,#545cf8,,,
2026-06-03,GMTrade,,,63.0,,,,,0.0,,,,,2.0,,,,,#f79009,,,
2026-06-03,Phoenix,,,41.0,,,,,0.0,,,,,3.0,,,,,#904ea6,,,
2026-06-03,Flash Trade,,,30.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2026-06-03,Bullet,,,8.0,,,,,0.0,,,,,5.0,,,,,#f0384a,,,
2026-06-03,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2026-06-03,_Pacifica,Pacifica,,,69.0,,,,,2.0,,,,,1.0,,,,,#545cf8,,
2026-06-03,_GMTrade,GMTrade,,,63.0,,,,,0.0,,,,,2.0,,,,,#f79009,,
2026-06-03,_Phoenix,Phoenix,,,41.0,,,,,0.0,,,,,3.0,,,,,#904ea6,,
2026-06-03,_Flash Trade,Flash Trade,,,30.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2026-06-03,_Bullet,Bullet,,,8.0,,,,,0.0,,,,,5.0,,,,,#f0384a,,
2026-06-03,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2026-06-03,Crypto,,,,,69.0,,,,,0.0,,,,,1.0,,,,,#545cf8,
2026-06-03,Stock,,,,,16.0,,,,,2.0,,,,,2.0,,,,,#f79009,
2026-06-03,Commodity,,,,,15.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2026-06-03,FX,,,,,9.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2026-06-03,Index,,,,,4.0,,,,,0.0,,,,,5.0,,,,,#f0384a,
2026-06-03,_Drift,Drift,,,,,,,,,,,,,,,,,,,,
2026-06-03,Drift,,,,,,,,,,,,,,,,,,,,,
2026-06-02,Total,,111.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2026-06-02,Pacifica,,,67.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,
2026-06-02,GMTrade,,,63.0,,,,,0.0,,,,,2.0,,,,,#f79009,,,
2026-06-02,Phoenix,,,41.0,,,,,0.0,,,,,3.0,,,,,#904ea6,,,
2026-06-02,Flash Trade,,,30.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2026-06-02,Bullet,,,8.0,,,,,0.0,,,,,5.0,,,,,#f0384a,,,
2026-06-02,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2026-06-02,_Pacifica,Pacifica,,,67.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,
2026-06-02,_GMTrade,GMTrade,,,63.0,,,,,0.0,,,,,2.0,,,,,#f79009,,
2026-06-02,_Phoenix,Phoenix,,,41.0,,,,,0.0,,,,,3.0,,,,,#904ea6,,
2026-06-02,_Flash Trade,Flash Trade,,,30.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2026-06-02,_Bullet,Bullet,,,8.0,,,,,0.0,,,,,5.0,,,,,#f0384a,,
2026-06-02,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2026-06-02,Crypto,,,,,69.0,,,,,0.0,,,,,1.0,,,,,#545cf8,
2026-06-02,Commodity,,,,,15.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2026-06-02,Stock,,,,,14.0,,,,,0.0,,,,,2.0,,,,,#f79009,
2026-06-02,FX,,,,,9.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2026-06-02,Index,,,,,4.0,,,,,0.0,,,,,5.0,,,,,#f0384a,
2026-06-02,_Drift,Drift,,,,,,,,,,,,,,,,,,,,
2026-06-02,Drift,,,,,,,,,,,,,,,,,,,,,
2026-06-01,Total,,111.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2026-06-01,Pacifica,,,67.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,
2026-06-01,GMTrade,,,63.0,,,,,0.0,,,,,2.0,,,,,#f79009,,,
2026-06-01,Phoenix,,,41.0,,,,,0.0,,,,,3.0,,,,,#904ea6,,,
2026-06-01,Flash Trade,,,30.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2026-06-01,Bullet,,,8.0,,,,,0.0,,,,,5.0,,,,,#f0384a,,,
2026-06-01,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2026-06-01,_Pacifica,Pacifica,,,67.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,
2026-06-01,_GMTrade,GMTrade,,,63.0,,,,,0.0,,,,,2.0,,,,,#f79009,,
2026-06-01,_Phoenix,Phoenix,,,41.0,,,,,0.0,,,,,3.0,,,,,#904ea6,,
2026-06-01,_Flash Trade,Flash Trade,,,30.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2026-06-01,_Bullet,Bullet,,,8.0,,,,,0.0,,,,,5.0,,,,,#f0384a,,
2026-06-01,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2026-06-01,Crypto,,,,,69.0,,,,,0.0,,,,,1.0,,,,,#545cf8,
2026-06-01,Commodity,,,,,15.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2026-06-01,Stock,,,,,14.0,,,,,0.0,,,,,2.0,,,,,#f79009,
2026-06-01,FX,,,,,9.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2026-06-01,Index,,,,,4.0,,,,,0.0,,,,,5.0,,,,,#f0384a,
2026-06-01,_Drift,Drift,,,,,,,,,,,,,,,,,,,,
2026-06-01,Drift,,,,,,,,,,,,,,,,,,,,,
2026-05-31,Total,,111.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2026-05-31,Pacifica,,,67.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,
2026-05-31,GMTrade,,,63.0,,,,,0.0,,,,,2.0,,,,,#f79009,,,
2026-05-31,Phoenix,,,41.0,,,,,0.0,,,,,3.0,,,,,#904ea6,,,
2026-05-31,Flash Trade,,,30.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2026-05-31,Bullet,,,8.0,,,,,0.0,,,,,5.0,,,,,#f0384a,,,
2026-05-31,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2026-05-31,_Pacifica,Pacifica,,,67.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,
2026-05-31,_GMTrade,GMTrade,,,63.0,,,,,0.0,,,,,2.0,,,,,#f79009,,
2026-05-31,_Phoenix,Phoenix,,,41.0,,,,,0.0,,,,,3.0,,,,,#904ea6,,
2026-05-31,_Flash Trade,Flash Trade,,,30.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2026-05-31,_Bullet,Bullet,,,8.0,,,,,0.0,,,,,5.0,,,,,#f0384a,,
2026-05-31,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2026-05-31,Crypto,,,,,69.0,,,,,0.0,,,,,1.0,,,,,#545cf8,
2026-05-31,Commodity,,,,,15.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2026-05-31,Stock,,,,,14.0,,,,,0.0,,,,,2.0,,,,,#f79009,
2026-05-31,FX,,,,,9.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2026-05-31,Index,,,,,4.0,,,,,0.0,,,,,5.0,,,,,#f0384a,
2026-05-31,_Drift,Drift,,,,,,,,,,,,,,,,,,,,
2026-05-31,Drift,,,,,,,,,,,,,,,,,,,,,
2026-05-30,Total,,111.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2026-05-30,Pacifica,,,67.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,
2026-05-30,GMTrade,,,63.0,,,,,0.0,,,,,2.0,,,,,#f79009,,,
2026-05-30,Phoenix,,,41.0,,,,,0.0,,,,,3.0,,,,,#904ea6,,,
2026-05-30,Flash Trade,,,30.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2026-05-30,Bullet,,,8.0,,,,,0.0,,,,,5.0,,,,,#f0384a,,,
2026-05-30,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2026-05-30,_Pacifica,Pacifica,,,67.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,
2026-05-30,_GMTrade,GMTrade,,,63.0,,,,,0.0,,,,,2.0,,,,,#f79009,,
2026-05-30,_Phoenix,Phoenix,,,41.0,,,,,0.0,,,,,3.0,,,,,#904ea6,,
2026-05-30,_Flash Trade,Flash Trade,,,30.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2026-05-30,_Bullet,Bullet,,,8.0,,,,,0.0,,,,,5.0,,,,,#f0384a,,
2026-05-30,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2026-05-30,Crypto,,,,,69.0,,,,,0.0,,,,,1.0,,,,,#545cf8,
2026-05-30,Commodity,,,,,15.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2026-05-30,Stock,,,,,14.0,,,,,0.0,,,,,2.0,,,,,#f79009,
2026-05-30,FX,,,,,9.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2026-05-30,Index,,,,,4.0,,,,,0.0,,,,,5.0,,,,,#f0384a,
2026-05-30,Drift,,,,,,,,,,,,,,,,,,,,,
2026-05-30,_Drift,Drift,,,,,,,,,,,,,,,,,,,,
2026-05-29,Total,,111.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2026-05-29,Pacifica,,,67.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,
2026-05-29,GMTrade,,,63.0,,,,,0.0,,,,,2.0,,,,,#f79009,,,
2026-05-29,Phoenix,,,41.0,,,,,0.0,,,,,3.0,,,,,#904ea6,,,
2026-05-29,Flash Trade,,,30.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2026-05-29,Bullet,,,8.0,,,,,0.0,,,,,5.0,,,,,#f0384a,,,
2026-05-29,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2026-05-29,_Pacifica,Pacifica,,,67.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,
2026-05-29,_GMTrade,GMTrade,,,63.0,,,,,0.0,,,,,2.0,,,,,#f79009,,
2026-05-29,_Phoenix,Phoenix,,,41.0,,,,,0.0,,,,,3.0,,,,,#904ea6,,
2026-05-29,_Flash Trade,Flash Trade,,,30.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2026-05-29,_Bullet,Bullet,,,8.0,,,,,0.0,,,,,5.0,,,,,#f0384a,,
2026-05-29,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2026-05-29,Crypto,,,,,69.0,,,,,0.0,,,,,1.0,,,,,#545cf8,
2026-05-29,Commodity,,,,,15.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2026-05-29,Stock,,,,,14.0,,,,,0.0,,,,,2.0,,,,,#f79009,
2026-05-29,FX,,,,,9.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2026-05-29,Index,,,,,4.0,,,,,0.0,,,,,5.0,,,,,#f0384a,
2026-05-29,Drift,,,,,,,,,,,,,,,,,,,,,
2026-05-29,_Drift,Drift,,,,,,,,,,,,,,,,,,,,
2026-05-28,Total,,111.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2026-05-28,Pacifica,,,67.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,
2026-05-28,GMTrade,,,63.0,,,,,0.0,,,,,2.0,,,,,#f79009,,,
2026-05-28,Phoenix,,,41.0,,,,,0.0,,,,,3.0,,,,,#904ea6,,,
2026-05-28,Flash Trade,,,30.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2026-05-28,Bullet,,,8.0,,,,,0.0,,,,,5.0,,,,,#f0384a,,,
2026-05-28,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2026-05-28,_Pacifica,Pacifica,,,67.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,
2026-05-28,_GMTrade,GMTrade,,,63.0,,,,,0.0,,,,,2.0,,,,,#f79009,,
2026-05-28,_Phoenix,Phoenix,,,41.0,,,,,0.0,,,,,3.0,,,,,#904ea6,,
2026-05-28,_Flash Trade,Flash Trade,,,30.0,,,,,0.0,,,,,4.0,,,,,#63b512,,
2026-05-28,_Bullet,Bullet,,,8.0,,,,,0.0,,,,,5.0,,,,,#f0384a,,
2026-05-28,_Jupiter,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,
2026-05-28,Crypto,,,,,69.0,,,,,0.0,,,,,1.0,,,,,#545cf8,
2026-05-28,Commodity,,,,,15.0,,,,,0.0,,,,,3.0,,,,,#904ea6,
2026-05-28,Stock,,,,,14.0,,,,,0.0,,,,,2.0,,,,,#f79009,
2026-05-28,FX,,,,,9.0,,,,,0.0,,,,,4.0,,,,,#63b512,
2026-05-28,Index,,,,,4.0,,,,,0.0,,,,,5.0,,,,,#f0384a,
2026-05-28,_Drift,Drift,,,,,,,,,,,,,,,,,,,,
2026-05-28,Drift,,,,,,,,,,,,,,,,,,,,,
2026-05-27,Total,,111.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,,
2026-05-27,Pacifica,,,67.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,,
2026-05-27,GMTrade,,,63.0,,,,,0.0,,,,,2.0,,,,,#f79009,,,
2026-05-27,Phoenix,,,41.0,,,,,0.0,,,,,3.0,,,,,#904ea6,,,
2026-05-27,Flash Trade,,,30.0,,,,,0.0,,,,,4.0,,,,,#63b512,,,
2026-05-27,Bullet,,,8.0,,,,,0.0,,,,,5.0,,,,,#f0384a,,,
2026-05-27,Jupiter,,,3.0,,,,,0.0,,,,,6.0,,,,,#00bfa5,,,
2026-05-27,_Pacifica,Pacifica,,,67.0,,,,,0.0,,,,,1.0,,,,,#545cf8,,
2026-05-27,_GMTrade,GMTrade,,,63.0,,,,,0.0,,,,,2.0,,,,,#f79009,,
2026-05-27,_Phoenix,Phoenix,,,41.0,,,,,0.0,,,,,3.0,,,,,#904ea6,,
