date,category,symbol,label,vol_category,vol_market_symbol,vol_sub1,vol_sub2,vol_exch,vol_exch_sub,vol_hip3,oi_category,oi_market_symbol,oi_sub1,oi_sub2,oi_exch,oi_exch_sub,oi_hip3,tc_category,tc_market_symbol,tc_sub1,tc_sub2,tc_exch,tc_exch_sub,tc_hip3,lv_category,lv_market_symbol,lv_sub1,lv_sub2,lv_exch,lv_exch_sub,lv_hip3,lc_category,lc_market_symbol,lc_sub1,lc_sub2,lc_exch,lc_exch_sub,lc_hip3,tr_category,tr_market_symbol,tr_sub1,tr_sub2,tr_exch,tr_exch_sub,tr_hip3,avg_ts_category,avg_ts_market_symbol,avg_ts_sub1,avg_ts_sub2,avg_ts_exch,avg_ts_exch_sub,avg_ts_hip3,avg_ls_category,avg_ls_market_symbol,avg_ls_sub1,avg_ls_sub2,avg_ls_exch,avg_ls_exch_sub,avg_ls_hip3,rn_category,rn_market_symbol,rn_sub1,rn_sub2,rn_exch,rn_exch_sub,rn_hip3,cv_category,cv_market_symbol,cv_sub1,cv_sub2,cv_exch,cv_exch_sub,cv_hip3
2026-06-07,FX,_CHF,CHF,,259949.14123969118,,,,,,,6751262.658372138,,,,,,,15.0,,,,,,,258949.52623969113,,,,,,,,,,,,,,0.038503781350786616,,,,,,,17329.942749312744,,,,,,,,,,,,,,3,,,,,,,#904ea6,,,,,
2026-06-07,FX,_NZD,NZD,,856006.3689365438,,,,,,,6711012.772832186,,,,,,,30.0,,,,,,,692613.5321858482,,,,,,,,,,,,,,0.1275524869214772,,,,,,,28533.545631218127,,,,,,,,,,,,,,7,,,,,,,#ef798a,,,,,
2026-06-07,FX,_MXN,MXN,,38919.5798,,,,,,,5591632.852650866,,,,,,,2.0,,,,,,,38919.5798,,,,,,,,,,,,,,0.006960324618156772,,,,,,,19459.7899,,,,,,,,,,,,,,8,,,,,,,#4ebc90,,,,,
2026-06-07,FX,_CAD,CAD,,412871.50067656545,,,,,,,4913556.03749788,,,,,,,10.0,,,,,,,412871.50067656545,,,,,,,,,,,,,,0.08402702595141484,,,,,,,41287.15006765655,,,,,,,,,,,,,,5,,,,,,,#f0384a,,,,,
2026-06-07,FX,_GBP,GBP,,571803.9953338989,,,,,,,4679024.388082654,,,,,,,6.0,,,,,,,71948.99533389891,,,,,,,,,,,,,,0.12220581640699885,,,,,,,95300.66588898316,,,,,,,,,,,,,,6,,,,,,,#00bfa5,,,,,
2026-06-07,FX,__Developed Markets,Developed Markets,,,4147688.8122058474,,,,,,,55398884.87514381,,,,,,,17235.0,,,,,,,1854044.1838938678,,,,,,,0.0,,,,,,,0.07486953612069579,,,,,,,240.65499345551768,,,,,,,,,,,,,,1,,,,,,,#545cf8,,,,
2026-06-07,FX,__Emerging Markets,Emerging Markets,,,38919.5798,,,,,,,5591632.852650866,,,,,,,2.0,,,,,,,38919.5798,,,,,,,,,,,,,,0.006960324618156772,,,,,,,19459.7899,,,,,,,,,,,,,,2,,,,,,,#f79009,,,,
2026-06-07,FX,Major,,,,,4147688.8122058474,,,,,,,55398884.87514381,,,,,,,17235.0,,,,,,,1854044.1838938678,,,,,,,0.0,,,,,,,0.07486953612069579,,,,,,,240.65499345551768,,,,,,,,,,,,,,1,,,,,,,#545cf8,,,
2026-06-07,FX,Exotic,,,,,38919.5798,,,,,,,5591632.852650866,,,,,,,2.0,,,,,,,38919.5798,,,,,,,,,,,,,,0.006960324618156772,,,,,,,19459.7899,,,,,,,,,,,,,,2,,,,,,,#f79009,,,
2026-06-07,FX,GMTrade,,,,,,4108522.141597847,,,,,,,59878033.76859868,,,,,,,88.0,,,,,,,1892963.7636938677,,,,,,,,,,,,,,0.06861484726561685,,,,,,,46687.75160906644,,,,,,,,,,,,,,1,,,,,,,#545cf8,,
2026-06-07,FX,Pacifica,,,,,,46388.2632,,,,,,,1111485.02598,,,,,,,17144.0,,,,,,,,,,,,,,,,,,,,,0.04173539194475366,,,,,,,2.7058016332244517,,,,,,,,,,,,,,2,,,,,,,#f79009,,
2026-06-07,FX,Flash Trade,,,,,,31697.987208,,,,,,,998.9332159999999,,,,,,,5.0,,,,,,,0.0,,,,,,,0.0,,,,,,,31.73183822530935,,,,,,,6339.5974416,,,,,,,,,,,,,,3,,,,,,,#904ea6,,
2026-06-07,FX,___GMTrade,GMTrade,,,,,,4108522.141597847,,,,,,,59878033.76859868,,,,,,,88.0,,,,,,,1892963.7636938677,,,,,,,,,,,,,,0.06861484726561685,,,,,,,46687.75160906644,,,,,,,,,,,,,,1,,,,,,,#545cf8,
2026-06-07,FX,___Pacifica,Pacifica,,,,,,46388.2632,,,,,,,1111485.02598,,,,,,,17144.0,,,,,,,,,,,,,,,,,,,,,0.04173539194475366,,,,,,,2.7058016332244517,,,,,,,,,,,,,,2,,,,,,,#f79009,
2026-06-07,FX,___Flash Trade,Flash Trade,,,,,,31697.987208,,,,,,,998.9332159999999,,,,,,,5.0,,,,,,,0.0,,,,,,,0.0,,,,,,,31.73183822530935,,,,,,,6339.5974416,,,,,,,,,,,,,,3,,,,,,,#904ea6,
2026-06-07,FX,_CNH,CNH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,#8066e6,,,,,
2026-06-06,FX,Total,,883858.533882809,,,,,,,26244894.39276061,,,,,,,18456.0,,,,,,,308136.804702809,,,,,,,,,,,,,,0.033677351512857015,,,,,,,47.8900375965978,,,,,,,,,,,,,,1.0,,,,,,,#545cf8,,,,,,
2026-06-06,FX,_JPY,JPY,,447963.8001,,,,,,,13489745.210808445,,,,,,,9684.0,,,,,,,28000.0,,,,,,,,,,,,,,0.03320772876726212,,,,,,,46.25813714374225,,,,,,,,,,,,,,4,,,,,,,#63b512,,,,,
2026-06-06,FX,_NZD,NZD,,250619.32070280903,,,,,,,7398560.971055609,,,,,,,10.0,,,,,,,250619.32070280903,,,,,,,,,,,,,,0.033874063035132525,,,,,,,25061.932070280902,,,,,,,,,,,,,,7,,,,,,,#ef798a,,,,,
2026-06-06,FX,_GBP,GBP,,29517.483999999997,,,,,,,4750973.383416553,,,,,,,2.0,,,,,,,29517.483999999997,,,,,,,,,,,,,,0.006212933985913677,,,,,,,14758.741999999998,,,,,,,,,,,,,,6,,,,,,,#00bfa5,,,,,
2026-06-06,FX,_EUR,EUR,,155757.92907999997,,,,,,,605614.82748,,,,,,,8760.0,,,,,,,,,,,,,,,,,,,,,0.25718975496045593,,,,,,,17.780585511415524,,,,,,,,,,,,,,2,,,,,,,#f79009,,,,,
