date,blockchain,category,symbol,label,vol_category,vol_market_symbol,vol_sub1,vol_sub2,vol_exch,vol_exch_sub,vol_hip3,oi_category,oi_market_symbol,oi_sub1,oi_sub2,oi_exch,oi_exch_sub,oi_hip3,tc_category,tc_market_symbol,tc_sub1,tc_sub2,tc_exch,tc_exch_sub,tc_hip3,lv_category,lv_market_symbol,lv_sub1,lv_sub2,lv_exch,lv_exch_sub,lv_hip3,lc_category,lc_market_symbol,lc_sub1,lc_sub2,lc_exch,lc_exch_sub,lc_hip3,tr_category,tr_market_symbol,tr_sub1,tr_sub2,tr_exch,tr_exch_sub,tr_hip3,avg_ts_category,avg_ts_market_symbol,avg_ts_sub1,avg_ts_sub2,avg_ts_exch,avg_ts_exch_sub,avg_ts_hip3,avg_ls_category,avg_ls_market_symbol,avg_ls_sub1,avg_ls_sub2,avg_ls_exch,avg_ls_exch_sub,avg_ls_hip3,rn_category,rn_market_symbol,rn_sub1,rn_sub2,rn_exch,rn_exch_sub,rn_hip3,cv_category,cv_market_symbol,cv_sub1,cv_sub2,cv_exch,cv_exch_sub,cv_hip3,x
2026-06-07,solana,Index,Flash Trade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,#f79009,,,True
2026-06-06,solana,Index,Total,,79266.78992666668,,,,,,,376707.8406247639,,,,,,,14874.0,,,,,,,0.0,,,,,,,,,,,,,,0.2104198038331349,,,,,,,5.329218093765408,,,,,,,,,,,,,,1.0,,,,,,,#545cf8,,,,,,,True
2026-06-06,solana,Index,_SP500,SP500,,63016.84477333334,,,,,,,338478.2883,,,,,,,8951.0,,,,,,,,,,,,,,,,,,,,,0.18617691873187522,,,,,,,7.040201628123488,,,,,,,,,,,,,,1,,,,,,,#545cf8,,,,,,True
2026-06-06,solana,Index,_URNM,URNM,,16249.945153333334,,,,,,,30162.65285,,,,,,,5921.0,,,,,,,,,,,,,,,,,,,,,0.5387438974331906,,,,,,,2.744459576648089,,,,,,,,,,,,,,3,,,,,,,#904ea6,,,,,,True
2026-06-06,solana,Index,_SPY,SPY,,0.0,,,,,,,8066.8994747639,,,,,,,2.0,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,2,,,,,,,#f79009,,,,,,True
2026-06-06,solana,Index,__Equity,Equity,,,63016.84477333334,,,,,,,346545.1877747639,,,,,,,8953.0,,,,,,,0.0,,,,,,,,,,,,,,0.18184308135391267,,,,,,,7.038628925872148,,,,,,,,,,,,,,1,,,,,,,#545cf8,,,,,True
2026-06-06,solana,Index,__Commodity,Commodity,,,16249.945153333334,,,,,,,30162.65285,,,,,,,5921.0,,,,,,,,,,,,,,,,,,,,,0.5387438974331906,,,,,,,2.744459576648089,,,,,,,,,,,,,,2,,,,,,,#f79009,,,,,True
2026-06-06,solana,Index,Broad Market,,,,,63016.84477333334,,,,,,,346545.1877747639,,,,,,,8953.0,,,,,,,0.0,,,,,,,,,,,,,,0.18184308135391267,,,,,,,7.038628925872148,,,,,,,,,,,,,,1,,,,,,,#545cf8,,,,True
2026-06-06,solana,Index,Miners,,,,,16249.945153333334,,,,,,,30162.65285,,,,,,,5921.0,,,,,,,,,,,,,,,,,,,,,0.5387438974331906,,,,,,,2.744459576648089,,,,,,,,,,,,,,2,,,,,,,#f79009,,,,True
2026-06-06,solana,Index,Pacifica,,,,,,79266.78992666668,,,,,,,368640.94115,,,,,,,14872.0,,,,,,,,,,,,,,,,,,,,,0.21502438030726764,,,,,,,5.329934771830734,,,,,,,,,,,,,,1,,,,,,,#545cf8,,,True
2026-06-06,solana,Index,GMTrade,,,,,,0.0,,,,,,,8066.8994747639,,,,,,,2.0,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,3,,,,,,,#904ea6,,,True
2026-06-06,solana,Index,___Pacifica,Pacifica,,,,,,79266.78992666668,,,,,,,368640.94115,,,,,,,14872.0,,,,,,,,,,,,,,,,,,,,,0.21502438030726764,,,,,,,5.329934771830734,,,,,,,,,,,,,,1,,,,,,,#545cf8,,True
2026-06-06,solana,Index,___GMTrade,GMTrade,,,,,,0.0,,,,,,,8066.8994747639,,,,,,,2.0,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,3,,,,,,,#904ea6,,True
2026-06-06,solana,Index,_QQQ,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,#63b512,,,,,,True
2026-06-06,solana,Index,___Flash Trade,Flash Trade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,#f79009,,True
