date,mc_usd
2022-10-25,21780328.0
2022-10-26,24101306.0
2022-10-27,30441398.0
2022-10-28,35587942.0
2022-10-29,38143207.0
2022-10-30,38239045.0
2022-10-31,38201967.0
2022-11-01,38402503.0
2022-11-02,38454253.0
2022-11-03,38085234.0
2022-11-04,38035715.0
2022-11-05,37800167.0
2022-11-06,39516724.0
2022-11-07,39571089.0
2022-11-08,39540149.0
2022-11-09,38572361.0
2022-11-10,37219659.0
2022-11-11,37690827.0
2022-11-12,37615009.0
2022-11-13,37449222.0
2022-11-14,37258038.0
2022-11-15,37220899.0
2022-11-16,37362351.0
2022-11-17,37291515.0
2022-11-18,37337757.0
2022-11-19,37325272.0
2022-11-20,37308918.0
2022-11-21,37140182.0
2022-11-22,36805036.0
2022-11-23,36592552.0
2022-11-24,36705755.0
2022-11-25,36812414.0
2022-11-26,36856564.0
2022-11-27,36953644.0
2022-11-28,37012861.0
2022-11-29,36972389.0
2022-11-30,37007467.0
2022-12-01,37342652.0
2022-12-02,37192596.0
2022-12-03,37128168.0
2022-12-04,37214081.0
2022-12-05,37237299.0
2022-12-06,37366037.0
2022-12-07,37318030.0
2022-12-08,37190422.0
2022-12-09,37197442.0
2022-12-10,37207328.0
2022-12-11,39220897.0
2022-12-12,39220013.0
2022-12-13,39171615.0
2022-12-14,39223886.0
2022-12-15,39304991.0
2022-12-16,39345362.0
2022-12-17,40556445.0
2022-12-18,41721036.0
2022-12-19,42290262.0
2022-12-20,42869469.0
2022-12-21,43083273.0
2022-12-22,43213787.0
2022-12-23,43531160.0
2022-12-24,43611649.0
2022-12-25,43223578.0
2022-12-26,43470820.0
2022-12-27,43807040.0
2022-12-28,43735869.0
2022-12-29,43593027.0
2022-12-30,43540595.0
2022-12-31,43873779.0
2023-01-01,43980106.0
2023-01-02,44205680.0
2023-01-03,44406594.0
2023-01-04,44603408.0
2023-01-05,44757191.0
2023-01-06,44255738.0
2023-01-07,44299933.0
2023-01-08,45081593.0
2023-01-09,45838029.0
2023-01-10,46534310.0
2023-01-11,46676173.0
2023-01-12,46701458.0
2023-01-13,46929359.0
2023-01-14,47175358.0
2023-01-15,47812879.0
2023-01-16,47599356.0
2023-01-17,47759748.0
2023-01-18,47572331.0
2023-01-19,47188477.0
2023-01-20,47510001.0
2023-01-21,48324620.0
2023-01-22,48172909.0
2023-01-23,48545337.0
2023-01-24,48670431.0
2023-01-25,48721677.0
2023-01-26,50158775.0
2023-01-27,50907623.0
2023-01-28,51062037.0
2023-01-29,52998230.0
2023-01-30,54968999.0
2023-01-31,54856619.0
2023-02-01,54545475.0
2023-02-02,54492963.0
2023-02-03,54210572.0
2023-02-04,54892016.0
2023-02-05,54773817.0
2023-02-06,54509586.0
2023-02-07,54429969.0
2023-02-08,54257001.0
2023-02-09,53920731.0
2023-02-10,54709715.0
2023-02-11,54878998.0
2023-02-12,54926399.0
2023-02-13,55090568.0
2023-02-14,51425452.0
2023-02-15,51956725.0
2023-02-16,51477114.0
2023-02-17,51456531.0
2023-02-18,51339018.0
2023-02-19,51174992.0
2023-02-20,50736727.0
2023-02-21,50863959.0
2023-02-22,50275375.0
2023-02-23,50240612.0
2023-02-24,50198629.0
2023-02-25,50092201.0
2023-02-26,49899018.0
2023-02-27,49844344.0
2023-02-28,49974480.0
2023-03-01,49845399.0
2023-03-02,49986689.0
2023-03-03,50055118.0
2023-03-04,49744296.0
2023-03-05,49566801.0
2023-03-06,49638408.0
2023-03-07,49728439.0
2023-03-08,49745046.0
2023-03-09,49501962.0
2023-03-10,48096398.0
2023-03-11,46319560.0
2023-03-12,30718589.0
2023-03-13,30720098.0
2023-03-14,31852110.0
2023-03-15,31950927.0
2023-03-16,32258936.0
2023-03-17,31494999.0
2023-03-18,31606930.0
2023-03-19,32072085.0
2023-03-20,32240027.0
2023-03-21,32274313.0
2023-03-22,32204243.0
2023-03-23,32429796.0
2023-03-24,32620158.0
2023-03-25,32512773.0
2023-03-26,32489356.0
2023-03-27,32104169.0
2023-03-28,32075133.0
2023-03-29,32049755.0
2023-03-30,40077761.0
2023-03-31,40509680.0
2023-04-01,41807061.0
2023-04-02,42319342.0
2023-04-03,43044990.0
2023-04-04,43660979.0
2023-04-05,44161433.0
2023-04-06,45939560.0
2023-04-07,50002723.0
2023-04-08,52020334.0
2023-04-09,56438025.0
2023-04-10,56422271.0
2023-04-11,58749527.0
2023-04-12,59178283.0
2023-04-13,59894953.0
2023-04-14,59926359.0
2023-04-15,60773352.0
2023-04-16,60871410.0
2023-04-17,61033961.0
2023-04-18,61166449.0
2023-04-19,61267457.0
2023-04-20,60423427.0
2023-04-21,60443227.0
2023-04-22,59964868.0
2023-04-23,60231607.0
2023-04-24,60235727.0
2023-04-25,60788876.0
2023-04-26,60921801.0
2023-04-27,61584859.0
2023-04-28,61580903.0
2023-04-29,61070162.0
2023-04-30,60910413.0
2023-05-01,59789747.0
2023-05-02,55963503.0
2023-05-03,55380580.0
2023-05-04,55421078.0
2023-05-05,55168040.0
2023-05-06,55164213.0
2023-05-07,55263952.0
2023-05-08,55366948.0
2023-05-09,54855561.0
2023-05-10,54067572.0
2023-05-11,52904357.0
2023-05-12,52433031.0
2023-05-13,52005188.0
2023-05-14,52147706.0
2023-05-15,52307128.0
2023-05-16,52300341.0
2023-05-17,51994562.0
2023-05-18,51981480.0
2023-05-19,51784399.0
2023-05-20,51722112.0
2023-05-21,51894155.0
2023-05-22,51947871.0
2023-05-23,52172471.0
2023-05-24,52337908.0
2023-05-25,51942930.0
2023-05-26,51911063.0
2023-05-27,52082189.0
2023-05-28,52300573.0
2023-05-29,52232384.0
2023-05-30,52306535.0
2023-05-31,52216163.0
2023-06-01,52272035.0
2023-06-02,51565721.0
2023-06-03,51723644.0
2023-06-04,52093813.0
2023-06-05,52091884.0
2023-06-06,51947713.0
2023-06-07,51556058.0
2023-06-08,51653863.0
2023-06-09,51408520.0
2023-06-10,51377219.0
2023-06-11,48077842.0
2023-06-12,49004954.0
2023-06-13,48328818.0
2023-06-14,48304139.0
2023-06-15,48252364.0
2023-06-16,48130863.0
2023-06-17,48140892.0
2023-06-18,48610695.0
2023-06-19,48701585.0
2023-06-20,48586156.0
2023-06-21,49306979.0
2023-06-22,49043668.0
2023-06-23,49198462.0
2023-06-24,49199446.0
2023-06-25,49233129.0
2023-06-26,48927255.0
2023-06-27,48983332.0
2023-06-28,48744265.0
2023-06-29,48840865.0
2023-06-30,48665158.0
2023-07-01,48755115.0
2023-07-02,48575512.0
2023-07-03,48709515.0
2023-07-04,48479251.0
2023-07-05,48718715.0
2023-07-06,48668395.0
2023-07-07,48204213.0
2023-07-08,48189867.0
2023-07-09,48232486.0
2023-07-10,48291472.0
2023-07-11,48468393.0
2023-07-12,48233840.0
2023-07-13,47786565.0
2023-07-14,47521850.0
2023-07-15,46970141.0
2023-07-16,47034548.0
2023-07-17,47044421.0
2023-07-18,47051556.0
2023-07-19,47175033.0
2023-07-20,47295525.0
2023-07-21,47254617.0
2023-07-22,47276229.0
2023-07-23,46976837.0
2023-07-24,47223617.0
2023-07-25,47864075.0
2023-07-26,48242909.0
2023-07-27,48360592.0
2023-07-28,48207796.0
2023-07-29,50689401.0
2023-07-30,51088663.0
2023-07-31,51596638.0
2023-08-01,51806292.0
2023-08-02,51199211.0
2023-08-03,52391704.0
2023-08-04,52963308.0
2023-08-05,52974161.0
2023-08-06,53003001.0
2023-08-07,53088106.0
2023-08-08,52964443.0
2023-08-09,53043814.0
2023-08-10,53844546.0
2023-08-11,53840978.0
2023-08-12,54082063.0
2023-08-13,54126900.0
2023-08-14,54406381.0
2023-08-15,54420865.0
2023-08-16,54417659.0
2023-08-17,54337711.0
2023-08-18,53869287.0
2023-08-19,53562227.0
2023-08-20,53698102.0
2023-08-21,53432714.0
2023-08-22,53363712.0
2023-08-23,53262946.0
2023-08-24,53320273.0
2023-08-25,50680845.0
2023-08-26,50737343.0
2023-08-27,50508703.0
2023-08-28,50441633.0
2023-08-29,50416996.0
2023-08-30,50047654.0
2023-08-31,50066839.0
2023-09-01,50084184.0
2023-09-02,50109284.0
2023-09-03,49976675.0
2023-09-04,50004643.0
2023-09-05,49789971.0
2023-09-06,49879139.0
2023-09-07,49645526.0
2023-09-08,49547232.0
2023-09-09,49253890.0
2023-09-10,49264055.0
2023-09-11,49215630.0
2023-09-12,49105509.0
2023-09-13,49011557.0
2023-09-14,47912604.0
2023-09-15,44019206.0
2023-09-16,44014694.0
