date,currency,volumes,txs
2024-07-21,USDC,75207.852100884,120
2024-07-21,USDT,2910290.052760943,2644
2024-07-22,EURe,48093.090884999954,802
2024-07-22,GBPe,3116.1579131200006,40
2024-07-22,Other,61587.95836623163,178
2024-07-22,USDC,267567.08257899986,161
2024-07-22,USDT,1950983.4406603347,5507
2024-07-23,EURe,52529.144263939976,804
2024-07-23,GBPe,5215.41036984,72
2024-07-23,Other,158657.92660143424,1719
2024-07-23,USDC,162465.25005655253,162
2024-07-23,USDT,2660523.3925609803,7016
2024-07-24,EURe,53415.29320000004,877
2024-07-24,GBPe,3085.5189002299994,52
2024-07-24,Other,7220.387581317228,156
2024-07-24,USDC,357874.5096681078,161
2024-07-24,USDT,2422557.6799761574,8108
2024-07-25,EURe,59862.19080510753,792
2024-07-25,GBPe,4078.441297759999,67
2024-07-25,Other,87646.04974975006,198
2024-07-25,USDC,124655.20079461133,138
2024-07-25,USDT,4307040.350531522,2577
2024-07-26,EURe,57074.25630131985,883
2024-07-26,GBPe,1351.70335154,43
2024-07-26,Other,108039.30194663555,202
2024-07-26,USDC,248430.1016764233,158
2024-07-26,USDT,953729.4890325436,6368
2024-07-27,EURe,49288.59965072999,847
2024-07-27,GBPe,6259.13354997,55
2024-07-27,Other,8983.207099534226,217
2024-07-27,USDC,95973.5640894851,145
2024-07-27,USDT,609070.7566417843,197
2024-07-28,EURe,30118.012226000003,653
2024-07-28,GBPe,1528.6346495,45
2024-07-28,Other,6447.985682622941,120
2024-07-28,USDC,50597.66920499999,107
2024-07-28,USDT,834300.7585535939,607
2024-07-29,EURe,47323.12701717993,739
2024-07-29,GBPe,1402.2327930000004,51
2024-07-29,Other,21839.274895014827,193
2024-07-29,USDC,357248.7626229741,160
2024-07-29,USDT,4830175.747118614,4215
2024-07-30,EURe,54037.96634281111,806
2024-07-30,GBPe,1333.9439421000002,34
2024-07-30,Other,111862.36058586846,169
2024-07-30,USDC,88103.91310036129,147
2024-07-30,USDT,2443895.499994501,4640
2024-07-31,EURe,50690.02365558002,784
2024-07-31,GBPe,3807.456416800001,40
2024-07-31,Other,119290.76422279484,314
2024-07-31,USDC,564982.2229220002,213
2024-07-31,USDT,3126849.8088954072,5098
2024-08-01,EURe,55993.962759448186,861
2024-08-01,GBPe,1486.2053764799998,42
2024-08-01,Other,35831.00533921253,1935
2024-08-01,USDC,394185.00424599985,191
2024-08-01,USDT,2824362.845169117,3199
2024-08-02,EURe,63570.52898550008,854
2024-08-02,GBPe,2443.05272064,55
2024-08-02,Other,189325.16426270563,252
2024-08-02,USDC,368225.35646900005,161
2024-08-02,USDT,3227479.296462483,5249
2024-08-03,EURe,57824.74641200004,887
2024-08-03,GBPe,5077.182013999998,50
2024-08-03,Other,72492.12439990717,198
2024-08-03,USDC,117085.53145772219,140
2024-08-03,USDT,2010906.6814765255,3308
2024-08-04,EURe,33736.969994879364,657
2024-08-04,GBPe,3148.5856080000012,47
2024-08-04,Other,6257.8764238722315,151
2024-08-04,USDC,81852.0303567401,108
2024-08-04,USDT,2017813.762999959,1222
2024-08-05,EURe,50803.28338813007,736
2024-08-05,GBPe,2062.06143822,46
2024-08-05,Other,9653.075291663086,146
2024-08-05,USDC,571989.2936960144,366
2024-08-05,USDT,2426125.6845313185,4579
2024-08-06,EURe,57678.246150062245,699
2024-08-06,GBPe,9802.743704000002,39
2024-08-06,Other,26372.091195169814,154
2024-08-06,USDC,135234.01548471465,162
2024-08-06,USDT,2672945.194206894,7420
2024-08-07,EURe,56108.637390800075,734
2024-08-07,GBPe,7381.673441790001,42
2024-08-07,Other,12270.31305870933,136
2024-08-07,USDC,474579.10102890024,176
2024-08-07,USDT,2895494.8149795644,4271
2024-08-08,EURe,56847.217955290005,711
2024-08-08,GBPe,4981.881624719999,42
2024-08-08,Other,222282.0433373815,133
2024-08-08,USDC,141831.0172814621,158
2024-08-08,USDT,2646987.261569376,2887
2024-08-09,EURe,41676.49243242446,783
2024-08-09,GBPe,2225.9825496700005,59
2024-08-09,Other,149851.3418261601,166
2024-08-09,USDC,662698.6616630004,206
2024-08-09,USDT,2606396.9865739737,1360
2024-08-10,EURe,43123.592048680024,768
2024-08-10,GBPe,2907.7955361499994,67
2024-08-10,Other,20010.73752064353,157
2024-08-10,USDC,62798.39680700001,162
2024-08-10,USDT,2415072.634222794,431
2024-08-11,EURe,37400.06234500008,627
2024-08-11,GBPe,1413.9764041499998,46
2024-08-11,Other,147884.66746174416,167
2024-08-11,USDC,79850.63298099997,136
2024-08-11,USDT,2119481.9588571503,654
2024-08-12,EURe,58020.37814144004,792
2024-08-12,GBPe,3523.3907588800002,27
2024-08-12,Other,13759.734842101618,134
2024-08-12,USDC,394638.6459850003,167
2024-08-12,USDT,2813908.6751554376,2599
2024-08-13,EURe,50757.258416759956,751
2024-08-13,GBPe,2622.4792231600004,40
2024-08-13,Other,16844.51849298035,142
2024-08-13,USDC,151915.0355880001,165
2024-08-13,USDT,2115221.793902105,1927
2024-08-14,EURe,54888.12842000003,777
2024-08-14,GBPe,1151.99242173,42
2024-08-14,Other,8955.694920522757,140
2024-08-14,USDC,372924.713658,171
2024-08-14,USDT,2856865.841776377,2246
2024-08-15,EURe,44064.2719216963,669
2024-08-15,GBPe,2336.7304619999995,39
2024-08-15,Other,92447.13505781647,1630
2024-08-15,USDC,144697.64048800003,161
2024-08-15,USDT,3911691.2329120855,13121
2024-08-16,EURe,43637.63848053739,753
2024-08-16,GBPe,6234.295113580001,40
2024-08-16,Other,112893.66156168791,163
2024-08-16,USDC,266573.81607400003,208
2024-08-16,USDT,2018369.8183445015,3734
2024-08-17,EURe,46186.64007399995,793
2024-08-17,GBPe,2413.91418426,60
2024-08-17,Other,87380.97647040765,154
2024-08-17,USDC,94150.46415139936,181
2024-08-17,USDT,1039661.2548485191,428
2024-08-18,EURe,37032.45868099997,592
2024-08-18,GBPe,1933.8091799599997,28
2024-08-18,Other,61849.272329818115,143
2024-08-18,USDC,78014.68413174148,163
2024-08-18,USDT,3506048.260674018,1824
2024-08-19,EURe,53819.243124761386,730
2024-08-19,GBPe,3027.259443109999,32
2024-08-19,Other,67278.41526195461,167
2024-08-19,USDC,252209.03856458797,198
2024-08-19,USDT,2415519.00344689,2611
2024-08-20,EURe,46512.40696722385,682
2024-08-20,GBPe,16902.118611240003,50
2024-08-20,Other,67374.26368373465,154
2024-08-20,USDC,410629.45213514037,239
2024-08-20,USDT,2175634.292187893,5480
2024-08-21,EURe,56657.51935649997,740
2024-08-21,GBPe,4068.3540073200006,48
2024-08-21,Other,114511.3695151008,166
2024-08-21,USDC,304768.93768430257,198
2024-08-21,USDT,2742514.975953965,1802
2024-08-22,EURe,46408.68523609997,755
2024-08-22,GBPe,4066.78967856,67
2024-08-22,Other,55764.558664494856,3406
2024-08-22,USDC,258073.43613399996,207
2024-08-22,USDT,3243901.0246750056,9413
2024-08-23,EURe,53094.05718380004,838
2024-08-23,GBPe,5310.64263862,61
2024-08-23,Other,220809.6480919003,170
2024-08-23,USDC,539312.1248410001,217
2024-08-23,USDT,2637507.3903284506,1374
2024-08-24,EURe,66788.4672671999,903
2024-08-24,GBPe,3624.804311359999,63
2024-08-24,Other,191921.8840693883,272
2024-08-24,USDC,94539.68839753492,168
2024-08-24,USDT,2758039.095272,929
2024-08-25,EURe,42273.56150911009,678
2024-08-25,GBPe,909.6680025000001,25
2024-08-25,Other,6658.620556654899,85
2024-08-25,USDC,92931.23157600002,173
2024-08-25,USDT,1661283.0035767716,1382
2024-08-26,EURe,41179.60990499998,796
2024-08-26,GBPe,1026.72390988,24
2024-08-26,Other,64576.64691634085,132
2024-08-26,USDC,149188.61071199997,180
2024-08-26,USDT,3195676.211297857,5274
2024-08-27,EURe,54055.595999105804,812
2024-08-27,GBPe,1353.0675405,36
2024-08-27,Other,15648.17155472453,274
2024-08-27,USDC,289861.1167682898,179
2024-08-27,USDT,2836742.2722934275,5461
2024-08-28,EURe,60484.52974212003,820
2024-08-28,GBPe,533.44347612,13
2024-08-28,Other,150800.4471666538,145
2024-08-28,USDC,194767.3916879135,205
2024-08-28,USDT,3468777.8706977814,2782
2024-08-29,EURe,49435.99868250003,876
2024-08-29,GBPe,5199.084075599998,27
2024-08-29,Other,11330.82335619364,126
2024-08-29,USDC,119235.761508071,193
2024-08-29,USDT,2865925.189691238,3716
2024-08-30,EURe,52777.962093599934,823
2024-08-30,GBPe,2668.4209539000003,27
2024-08-30,Other,57964.06783406081,183
2024-08-30,USDC,344106.18240304315,222
2024-08-30,USDT,2520275.6234929455,1731
2024-08-31,EURe,46154.80430809996,941
2024-08-31,GBPe,485.03740656,21
2024-08-31,Other,6522.515761776957,165
2024-08-31,USDC,109231.73089489136,210
2024-08-31,USDT,2708809.738584213,1284
2024-09-01,EURe,56942.00897550006,756
2024-09-01,GBPe,998.2717632299998,22
2024-09-01,Other,46663.95217744877,141
2024-09-01,USDC,130508.73771899992,197
2024-09-01,USDT,2014976.8114214684,2319
2024-09-02,EURe,61717.44056733779,798
2024-09-02,GBPe,1873.01022075,23
2024-09-02,Other,69612.69779883938,171
2024-09-02,USDC,243515.3926167459,299
2024-09-02,USDT,2408625.457302222,7245
2024-09-03,EURe,43602.13991491134,829
2024-09-03,GBPe,721.66704285,16
2024-09-03,Other,41567.22878926112,185
2024-09-03,USDC,228915.66638306255,274
2024-09-03,USDT,3273194.8576912433,2969
2024-09-04,EURe,70471.77050152002,947
2024-09-04,GBPe,119.89481047,10
2024-09-04,Other,64706.2414051542,147
2024-09-04,USDC,278142.2452754634,248
2024-09-04,USDT,3457076.1880975687,6768
2024-09-05,EURe,60578.89897409995,1024
2024-09-05,GBPe,378.91748174,10
2024-09-05,Other,5964.465581160188,131
2024-09-05,USDC,197838.4056297475,228
2024-09-05,USDT,3107735.4956840244,7945
2024-09-06,EURe,65886.95282574996,1059
2024-09-06,GBPe,566.67469824,14
2024-09-06,Other,69574.43894408132,185
2024-09-06,USDC,455741.00579511444,358
2024-09-06,USDT,2818211.297078156,1621
2024-09-07,EURe,61061.02359984009,1224
2024-09-07,GBPe,377.85988026,18
2024-09-07,Other,61626.9735965803,182
2024-09-07,USDC,66900.46443623847,294
2024-09-07,USDT,709626.209727387,131
2024-09-08,EURe,55817.39632895996,891
2024-09-08,GBPe,370.36538401,15
2024-09-08,Other,67076.88014340909,131
2024-09-08,USDC,111686.88977469946,234
2024-09-08,USDT,4416999.151108024,7197
2024-09-09,EURe,73416.40516716009,1043
2024-09-09,GBPe,412.3490826,11
2024-09-09,Other,15372.870326615666,145
2024-09-09,USDC,302168.131916045,278
2024-09-09,USDT,1913802.8162314505,7850
2024-09-10,EURe,78765.47682380011,1006
2024-09-10,GBPe,6460.816588199999,33
2024-09-10,Other,11411.83686151943,151
2024-09-10,USDC,186358.0627283496,261
2024-09-10,USDT,2361171.2096806057,1228
2024-09-11,EURe,64410.86438123005,1118
2024-09-11,GBPe,3316.378219,82
2024-09-11,Other,15583.428496690627,154
2024-09-11,USDC,323959.7064092033,284
2024-09-11,USDT,3614908.224761131,8848
2024-09-12,EURe,100315.52098439999,1134
2024-09-12,GBPe,2925.3697154999995,84
2024-09-12,Other,155697.4950530393,144
2024-09-12,USDC,149929.78292700762,289
2024-09-12,USDT,3475965.3397556385,13787
2024-09-13,EURe,97264.49693873992,1282
2024-09-13,GBPe,3796.5258789200034,98
2024-09-13,Other,150760.84047413952,168
2024-09-13,USDC,298712.28573864745,326
2024-09-13,USDT,2618111.3278234745,905
2024-09-14,EURe,72435.41481924012,1371
2024-09-14,GBPe,2617.2713250600004,75
2024-09-14,Other,80770.9323504871,167
2024-09-14,USDC,113822.22109256304,284
2024-09-14,USDT,2377176.0827327105,1174
2024-09-15,EURe,71450.02805597999,1008
2024-09-15,GBPe,4852.361630999998,76
2024-09-15,Other,13803.349157308965,137
2024-09-15,USDC,91645.77808634222,226
2024-09-15,USDT,2358789.160723808,2207
2024-09-16,EURe,71007.06527927992,1029
2024-09-16,GBPe,1714.6189961999999,56
2024-09-16,Other,64313.4591102615,144
2024-09-16,USDC,348307.0569066159,260
2024-09-16,USDT,2861310.954993167,1929
2024-09-17,EURe,90004.02690166005,1171
2024-09-17,GBPe,2825.9737966,64
2024-09-17,Other,138370.96972656675,194
2024-09-17,USDC,101678.33427520587,281
2024-09-17,USDT,2967587.0705015287,2023
2024-09-18,EURe,99146.45929988041,1218
2024-09-18,GBPe,3840.9921630000017,85
2024-09-18,Other,96725.78281408359,158
2024-09-18,USDC,188599.85278901353,283
2024-09-18,USDT,5759225.892604582,8074
2024-09-19,EURe,89045.87509672012,1243
2024-09-19,GBPe,2750.4989851499995,81
2024-09-19,Other,44867.91238219548,203
2024-09-19,USDC,176441.18899211803,268
2024-09-19,USDT,2523553.931365465,3637
2024-09-20,EURe,92525.12814770942,1313
2024-09-20,GBPe,2722.721675240001,83
2024-09-20,Other,146514.10958836452,182
2024-09-20,USDC,324185.83809964254,364
2024-09-20,USDT,2815991.4306043214,5370
2024-09-21,EURe,82960.1548169799,1493
2024-09-21,GBPe,3740.1327180000017,87
2024-09-21,Other,184626.8994947143,189
2024-09-21,USDC,73365.84458819093,301
2024-09-21,USDT,961114.6027825868,228
2024-09-22,EURe,79393.0888245001,1111
2024-09-22,GBPe,3344.324844,60
2024-09-22,Other,101101.43576221314,160
2024-09-22,USDC,81818.37236688405,242
2024-09-22,USDT,3915464.3068127297,8178
2024-09-23,EURe,90079.82213244018,1215
2024-09-23,GBPe,1436.6058501599998,48
2024-09-23,Other,120832.95601980611,161
2024-09-23,USDC,493543.3207859206,401
2024-09-23,USDT,3162158.6940729734,1384
2024-09-24,EURe,86247.57353947834,1204
2024-09-24,GBPe,12055.039765919995,69
2024-09-24,Other,21998.023795532758,269
2024-09-24,USDC,260022.6789068556,314
2024-09-24,USDT,3916533.9434398063,3168
2024-09-25,EURe,101466.98426269977,1197
2024-09-25,GBPe,2341.9532017799997,62
2024-09-25,Other,124096.52014400583,226
2024-09-25,USDC,314515.02549867437,321
2024-09-25,USDT,3906731.308622852,6243
2024-09-26,EURe,104555.34890254974,1236
2024-09-26,GBPe,2475.5816537600003,54
2024-09-26,Other,128225.06926584146,3489
2024-09-26,USDC,266656.7419818446,335
2024-09-26,USDT,3771757.451515487,3790
2024-09-27,EURe,109843.17038898024,1518
2024-09-27,GBPe,20865.259292730007,90
2024-09-27,Other,23936.009302052575,2320
2024-09-27,USDC,288702.7170071895,408
2024-09-27,USDT,3411675.6822210415,4830
2024-09-28,EURe,89129.88008049992,1523
2024-09-28,GBPe,6241.757759999998,85
2024-09-28,Other,50589.02179634027,174
2024-09-28,USDC,100485.24383466497,333
2024-09-28,USDT,2474993.6300882627,9557
2024-09-29,EURe,73866.8852344999,1164
2024-09-29,GBPe,6211.150403999999,78
2024-09-29,Other,15316.698520555996,2202
2024-09-29,USDC,162461.06373798382,281
2024-09-29,USDT,3521420.7048305115,4475
2024-09-30,EURe,92009.17499942008,1189
2024-09-30,GBPe,8837.232576119999,71
2024-09-30,Other,166916.9772348951,197
2024-09-30,USDC,357340.93074703607,329
2024-09-30,USDT,2859932.138543442,2449
2024-10-01,EURe,99477.63564935984,1320
2024-10-01,GBPe,8423.99038805,74
2024-10-01,Other,153031.62739087656,205
2024-10-01,USDC,208140.01442908007,338
2024-10-01,USDT,2214264.763633877,3563
2024-10-02,EURe,87057.6515448316,1296
2024-10-02,GBPe,4434.5847797999995,69
2024-10-02,Other,9140.653087975785,148
2024-10-02,USDC,467579.1829666182,335
2024-10-02,USDT,4607705.782599662,3532
2024-10-03,EURe,79564.11741099971,1304
2024-10-03,GBPe,4429.87481716,56
2024-10-03,Other,178164.70322367238,195
2024-10-03,USDC,474874.39690717123,330
2024-10-03,USDT,4655985.635806659,7986
2024-10-04,EURe,123940.97274504941,1480
2024-10-04,GBPe,3398.1618491900003,96
2024-10-04,Other,9405.829344033546,182
2024-10-04,USDC,298502.9920569341,358
2024-10-04,USDT,833043.221137169,477
2024-10-05,EURe,96461.22188750029,1615
2024-10-05,GBPe,9504.42731,131
2024-10-05,Other,23064.845239052207,182
2024-10-05,USDC,74295.95216800642,324
2024-10-05,USDT,3806000.3112330628,1167
2024-10-06,EURe,85201.95809599994,1170
2024-10-06,GBPe,3560.204108999999,91
2024-10-06,Other,93747.09066804945,1943
2024-10-06,USDC,161288.6759954455,301
2024-10-06,USDT,2210839.3391414867,2386
2024-10-07,EURe,102462.46683750006,1295
2024-10-07,GBPe,3410.9109469599994,86
2024-10-07,Other,17830.779155984765,186
2024-10-07,USDC,294307.81356459507,326
2024-10-07,USDT,2421849.9283468444,6643
2024-10-08,EURe,94979.2522614001,1471
2024-10-08,GBPe,6192.964279600001,75
2024-10-08,Other,13439.66950684867,174
2024-10-08,USDC,139068.24223581352,265
2024-10-08,USDT,4276195.196822731,2688
2024-10-09,EURe,97475.5824083816,1401
2024-10-09,GBPe,6303.476418119997,103
2024-10-09,Other,288064.07930119504,717
2024-10-09,USDC,468468.93403884175,315
2024-10-09,USDT,3170060.662365718,15258
2024-10-10,EURe,84093.41878125002,1404
2024-10-10,GBPe,4865.136066559999,92
2024-10-10,Other,16588.586235594626,173
2024-10-10,USDC,138026.96221388178,332
2024-10-10,USDT,2273064.136324923,943
2024-10-11,EURe,97805.00996319996,1578
2024-10-11,GBPe,9882.475212839992,98
2024-10-11,Other,83919.91977183225,220
2024-10-11,USDC,369035.102927628,373
2024-10-11,USDT,617159.2716980265,84
2024-10-12,EURe,110841.78725321007,1775
2024-10-12,GBPe,5691.4754409399975,123
2024-10-12,Other,89044.21138276844,173
2024-10-12,USDC,125975.40896970386,337
2024-10-12,USDT,3096056.055240513,1798
2024-10-13,EURe,77523.00477223998,1182
2024-10-13,GBPe,4109.341090339999,82
2024-10-13,Other,150081.52250410616,1447
2024-10-13,USDC,214843.2399018813,254
2024-10-13,USDT,2633210.475729428,377
2024-10-14,EURe,95920.71932566982,1405
2024-10-14,GBPe,8039.193789120001,84
2024-10-14,Other,97135.60322291995,351
2024-10-14,USDC,667396.542016766,393
2024-10-14,USDT,4057298.107263778,3015
2024-10-15,EURe,91715.10827850008,1375
2024-10-15,GBPe,6073.305251579999,108
2024-10-15,Other,540610.4246223926,473
2024-10-15,USDC,813861.8689133093,591
2024-10-15,USDT,4658918.311357888,11628
2024-10-16,EURe,106898.07142070004,1434
2024-10-16,GBPe,10081.527716880002,103
2024-10-16,Other,104904.72307963567,2162
2024-10-16,USDC,366242.52891849034,326
2024-10-16,USDT,3929209.664366705,5210
2024-10-17,EURe,90622.13028651982,1418
2024-10-17,GBPe,11659.831124400005,102
2024-10-17,Other,46287.34716074685,213
2024-10-17,USDC,184549.89126739537,337
2024-10-17,USDT,3305982.4127902836,4564
2024-10-18,EURe,98889.29334464998,1664
2024-10-18,GBPe,7001.273483250001,113
2024-10-18,Other,19555.003522596286,214
2024-10-18,USDC,476098.5883386276,417
2024-10-18,USDT,4020695.806924642,6254
2024-10-19,EURe,103118.77418948003,1867
2024-10-19,GBPe,6460.231948999998,155
2024-10-19,Other,24111.974958375562,208
2024-10-19,USDC,145417.19324251148,383
2024-10-19,USDT,2712708.7058765236,958
2024-10-20,EURe,81368.36316459987,1359
2024-10-20,GBPe,5897.407573999999,125
2024-10-20,Other,14381.34886062284,152
2024-10-20,USDC,115816.51097090179,313
2024-10-20,USDT,1160507.8624487265,3521
2024-10-21,EURe,100205.39299563017,1437
2024-10-21,GBPe,6251.359816000002,120
2024-10-21,Other,287163.7194345833,190
2024-10-21,USDC,954223.0416105894,603
2024-10-21,USDT,5016426.478892676,4576
2024-10-22,EURe,124433.19537619916,1580
2024-10-22,GBPe,7416.146669099995,100
2024-10-22,Other,608545.2243698474,915
2024-10-22,USDC,171036.96959272027,399
2024-10-22,USDT,4568533.573996681,5258
2024-10-23,EURe,108357.60770811002,1619
2024-10-23,GBPe,6544.666177530002,99
2024-10-23,Other,17681.124456293226,182
2024-10-23,USDC,363984.3151628932,388
2024-10-23,USDT,3311112.3559572087,6207
2024-10-24,EURe,91252.54962998987,1694
2024-10-24,GBPe,7022.916546099999,130
2024-10-24,Other,33979.73306282001,184
2024-10-24,USDC,336796.70321247185,416
2024-10-24,USDT,2711192.8641039715,2751
2024-10-25,EURe,108539.07291136021,1850
2024-10-25,GBPe,35068.14027199999,148
2024-10-25,Other,108072.61212550545,218
2024-10-25,USDC,397614.95926560235,439
2024-10-25,USDT,3910445.5641778638,7384
2024-10-26,EURe,109444.5582782067,2004
2024-10-26,GBPe,5008.2705220000025,127
2024-10-26,Other,40591.656258161885,180
2024-10-26,USDC,123378.94435160306,386
2024-10-26,USDT,3360434.7669865726,6171
2024-10-27,EURe,103713.21394513002,1411
2024-10-27,GBPe,4049.680535510001,98
2024-10-27,Other,8630.465862228259,158
2024-10-27,USDC,107152.6378738625,356
2024-10-27,USDT,3319085.720504891,1667
2024-10-28,EURe,117728.01044144966,1552
2024-10-28,GBPe,3894.164623300002,106
2024-10-28,Other,178671.5538620974,216
2024-10-28,USDC,121224.53135433643,388
2024-10-28,USDT,2761649.37588794,3014
2024-10-29,EURe,105738.58737147762,1621
2024-10-29,GBPe,5006.533452729998,98
2024-10-29,Other,115797.6308998628,1089
2024-10-29,USDC,866222.01932809,509
2024-10-29,USDT,3867061.119499355,5846
2024-10-30,EURe,108184.47669589976,1728
2024-10-30,GBPe,10440.436904339997,116
2024-10-30,Other,132999.70274763214,275
2024-10-30,USDC,287352.84160367557,373
2024-10-30,USDT,3512923.7539597596,8455
2024-10-31,EURe,128551.68899248,1776
2024-10-31,GBPe,22381.023147199994,106
2024-10-31,Other,28595.406686027916,195
2024-10-31,USDC,255704.3661647819,488
2024-10-31,USDT,3671823.835419979,2336
2024-11-01,EURe,139769.43059177996,1748
2024-11-01,GBPe,12591.117109550003,136
2024-11-01,Other,120375.71864478616,179
2024-11-01,USDC,306564.53790374746,400
2024-11-01,USDT,3819587.78063444,6768
2024-11-02,EURe,165005.66752800017,2024
2024-11-02,GBPe,6907.347421379999,153
2024-11-02,Other,173371.45038475786,240
2024-11-02,USDC,125106.76075851805,457
2024-11-02,USDT,4106246.26032541,7832
2024-11-03,EURe,93064.1246587799,1449
2024-11-03,GBPe,17508.944244500006,111
2024-11-03,Other,209389.26530388123,508
2024-11-03,USDC,69982.19788430155,353
2024-11-03,USDT,3209961.363221087,4352
2024-11-04,EURe,126577.29126452007,1559
2024-11-04,GBPe,11461.098996860004,105
2024-11-04,Other,17466.10392606387,172
2024-11-04,USDC,309308.4626229475,444
2024-11-04,USDT,2527382.4182384256,1155
2024-11-05,EURe,117761.05743989995,1616
2024-11-05,GBPe,8813.736849009996,136
2024-11-05,Other,176088.10251623037,1411
2024-11-05,USDC,1345976.9041729677,1233
2024-11-05,USDT,3414544.3287385786,2565
2024-11-06,EURe,114112.41863312003,1685
2024-11-06,GBPe,8539.0821338,123
2024-11-06,Other,20259.243010750295,195
2024-11-06,USDC,145020.56108674954,382
2024-11-06,USDT,4612488.944916749,3987
2024-11-07,EURe,111729.99162798031,1698
2024-11-07,GBPe,8163.151760800002,117
2024-11-07,Other,22458.76460032313,223
2024-11-07,USDC,543445.1210143148,471
2024-11-07,USDT,3764973.2334108897,8185
2024-11-08,EURe,124286.20184319989,1899
2024-11-08,GBPe,9425.247574000003,142
2024-11-08,Other,35530.739390771494,176
2024-11-08,USDC,372935.17437005515,433
2024-11-08,USDT,4011702.4797263495,2188
2024-11-09,EURe,144667.30236461607,2216
2024-11-09,GBPe,10050.493333769995,163
2024-11-09,Other,26590.112519639235,206
2024-11-09,USDC,201826.55948601733,412
2024-11-09,USDT,4212355.198123486,5442
2024-11-10,EURe,91845.75465000016,1807
2024-11-10,GBPe,7440.022127850003,136
2024-11-10,Other,134628.089892652,211
2024-11-10,USDC,171421.26446448566,395
2024-11-10,USDT,3225053.1501871855,2596
2024-11-11,EURe,128818.08239985998,1880
2024-11-11,GBPe,13670.37117524001,153
2024-11-11,Other,123368.41258880802,266
2024-11-11,USDC,382065.4059354124,411
2024-11-11,USDT,3263294.2091527963,13817
2024-11-12,EURe,114096.32645721742,1559
2024-11-12,GBPe,6075.10291892,113
2024-11-12,Other,196275.0513402171,209
2024-11-12,USDC,362099.2641735497,565
2024-11-12,USDT,3082956.163240871,960
2024-11-13,EURe,115232.53281119991,1831
2024-11-13,GBPe,15971.47790910001,142
2024-11-13,Other,55077.478810081135,232
2024-11-13,USDC,184549.01312546374,453
2024-11-13,USDT,4994124.478828581,4183
2024-11-14,EURe,127028.36369560011,1694
2024-11-14,GBPe,8321.165150450004,127
2024-11-14,Other,191886.35001182003,217
2024-11-14,USDC,543110.9687035576,496
2024-11-14,USDT,4366316.335932897,4539
2024-11-15,EURe,149327.1218307198,2175
2024-11-15,GBPe,9067.100313050007,162
2024-11-15,Other,225101.87107069313,277
2024-11-15,USDC,403593.9870559104,492
2024-11-15,USDT,4624586.284790878,2303
2024-11-16,EURe,139091.74934900017,2267
2024-11-16,GBPe,8139.363792000002,186
2024-11-16,Other,23395.55047856344,282
2024-11-16,USDC,797845.8453063741,932
2024-11-16,USDT,2772317.4303386477,1260
2024-11-17,EURe,117325.99428599991,1786
2024-11-17,GBPe,11507.93494773999,149
2024-11-17,Other,184845.85009301212,231
2024-11-17,USDC,171659.02299578764,406
2024-11-17,USDT,3629706.342573513,10356
2024-11-18,EURe,149037.14404800005,1899
2024-11-18,GBPe,9459.909938459998,130
2024-11-18,Other,36946.26945624746,232
2024-11-18,USDC,497236.59015769686,468
2024-11-18,USDT,3640241.438978428,9136
2024-11-19,EURe,114209.64973792007,1908
2024-11-19,GBPe,11253.56342500001,138
2024-11-19,Other,300107.010730746,322
2024-11-19,USDC,358607.190924987,475
2024-11-19,USDT,4661018.721498187,2850
2024-11-20,EURe,159956.34964100033,1805
2024-11-20,GBPe,5087.527362320002,108
2024-11-20,Other,26793.898638887786,212
2024-11-20,USDC,787729.9754237233,2216
2024-11-20,USDT,4770280.553387411,4706
2024-11-21,EURe,137211.61471600042,1857
2024-11-21,GBPe,11826.296044799998,134
2024-11-21,Other,288129.81957647385,382
2024-11-21,USDC,227047.9581794792,532
2024-11-21,USDT,4616953.370422147,6533
2024-11-22,EURe,150238.26428580016,2192
2024-11-22,GBPe,25070.61208063999,132
2024-11-22,Other,88404.5201134668,268
2024-11-22,USDC,622603.8506063245,586
2024-11-22,USDT,4765564.294992899,3045
2024-11-23,EURe,162849.91624324024,2446
2024-11-23,GBPe,6883.23723659,159
2024-11-23,Other,22117.02871721209,293
2024-11-23,USDC,303273.24063220253,562
2024-11-23,USDT,3325939.1479489696,1157
2024-11-24,EURe,111190.98062400006,1818
2024-11-24,GBPe,7269.469330999999,116
2024-11-24,Other,26562.71077023608,245
2024-11-24,USDC,87565.84280341936,443
2024-11-24,USDT,3565702.544350935,6299
2024-11-25,EURe,145845.3246220498,2064
2024-11-25,GBPe,9787.896954329994,141
2024-11-25,Other,209622.2241885511,272
2024-11-25,USDC,475475.3784325524,546
2024-11-25,USDT,3968878.1607476813,3973
2024-11-26,EURe,127764.06755056001,1968
2024-11-26,GBPe,14232.004539199992,180
2024-11-26,Other,289832.35055748763,269
2024-11-26,USDC,625605.2843605683,536
2024-11-26,USDT,5111284.055859814,5728
2024-11-27,EURe,146443.60478149974,1967
2024-11-27,GBPe,8144.406132000005,158
2024-11-27,Other,199117.66455892342,287
2024-11-27,USD24,27.08,2
2024-11-27,USDC,722383.2124321881,569
2024-11-27,USDT,4723736.331654769,19494
2024-11-28,EURe,173329.08761350036,2151
2024-11-28,GBPe,14572.450530539993,175
2024-11-28,Other,69781.58877706865,236
2024-11-28,USDC,449542.0746374184,637
2024-11-28,USDT,6779672.402086117,11045
2024-11-29,EURe,245012.7955549994,2589
