date,chain,volumes,txs,users,new_users,returning_users,cumulative_users
2023-12-06,Polygon,1274.456033,8,2,1,1,47
2023-12-06,Gnosis,0.0,0,0,0,0,2
2023-12-06,zkSync,0.0,0,0,0,0,4
2023-12-07,Arbitrum,5094.55102,28,1,0,1,50
2023-12-07,Avalanche,3451.530542,3,1,0,1,6
2023-12-07,Base,466.026921,1,1,0,1,2
2023-12-07,BSC,199999.99999999962,382,382,382,0,383
2023-12-07,Ethereum,77372.77311099999,15,2,0,2,42
2023-12-07,Optimism,255.082289,3,1,0,1,10
2023-12-07,Polygon,1943.380124,8,1,0,1,47
2023-12-07,Gnosis,0.0,0,0,0,0,2
2023-12-07,zkSync,45.460521,2,1,0,1,4
2023-12-07,TRON,200004.4187351553,15,15,15,0,15
2023-12-08,Arbitrum,16004.787517,24,4,1,3,51
2023-12-08,Avalanche,1476.0320199999999,4,1,0,1,6
2023-12-08,Base,0.0,0,0,0,0,2
2023-12-08,BSC,100000.10999999986,372,372,318,54,701
2023-12-08,Ethereum,130107.61783759925,26,17,13,4,55
2023-12-08,Optimism,4060.094455,6,2,0,2,10
2023-12-08,Polygon,3321.898911,9,2,0,2,47
2023-12-08,Gnosis,199.329233,1,1,0,1,2
2023-12-08,zkSync,108.731378,3,1,0,1,4
2023-12-08,TRON,200004.48716467535,98,98,93,5,108
2023-12-09,Arbitrum,5777.5527839999995,14,1,0,1,51
2023-12-09,Avalanche,243.08655100000001,4,1,0,1,6
2023-12-09,Base,585.4504410000001,2,1,0,1,2
2023-12-09,BSC,0.0,0,0,0,0,701
2023-12-09,Ethereum,13452.35524,4,1,0,1,55
2023-12-09,Optimism,16646.668757,6,1,0,1,10
2023-12-09,Polygon,1745.5051600000002,7,1,0,1,47
2023-12-09,Gnosis,0.0,0,0,0,0,2
2023-12-09,zkSync,0.0,0,0,0,0,4
2023-12-09,TRON,0.0,0,0,0,0,108
2023-12-10,Arbitrum,8165.532947999999,24,1,0,1,51
2023-12-10,Avalanche,161.81011,1,1,0,1,6
2023-12-10,Base,179.272946,1,1,0,1,2
2023-12-10,BSC,0.0,0,0,0,0,701
2023-12-10,Ethereum,9017.529976,8,1,0,1,55
2023-12-10,Optimism,1746.226549,4,1,0,1,10
2023-12-10,Polygon,5058.400765,9,1,0,1,47
2023-12-10,Gnosis,14.939606,1,1,0,1,2
2023-12-10,zkSync,297.75,1,1,0,1,4
2023-12-10,TRON,0.02,1,1,1,0,109
2023-12-11,Arbitrum,6831.1220109999995,14,3,0,3,51
2023-12-11,Avalanche,551.8029799999999,4,1,0,1,6
2023-12-11,Base,0.0,0,0,0,0,2
2023-12-11,BSC,200000.21999999782,2659,2659,2408,251,3109
2023-12-11,Ethereum,70999.639415,12,3,0,3,55
2023-12-11,Optimism,4367.819935,5,2,0,2,10
2023-12-11,Polygon,5770.917514999999,13,2,0,2,47
2023-12-11,Gnosis,0.0,0,0,0,0,2
2023-12-11,zkSync,0.0,0,0,0,0,4
2023-12-11,TRON,200004.44191374973,80,80,51,29,160
2023-12-12,Arbitrum,12525.960569,20,2,0,2,51
2023-12-12,Avalanche,225.429677,2,1,0,1,6
2023-12-12,Base,595.441703,1,1,0,1,2
2023-12-12,BSC,0.0,0,0,0,0,3109
2023-12-12,Ethereum,114324.6551281065,24,21,17,4,72
2023-12-12,Optimism,6928.140035,7,2,0,2,10
2023-12-12,Polygon,8245.724735,12,2,0,2,47
2023-12-12,Gnosis,0.0,0,0,0,0,2
2023-12-12,zkSync,0.0,0,0,0,0,4
2023-12-12,TRON,0.0,0,0,0,0,160
2023-12-13,Arbitrum,2345.4880859999994,13,1,0,1,51
2023-12-13,Avalanche,0.0,0,0,0,0,6
2023-12-13,Base,216.719209,1,1,0,1,2
2023-12-13,BSC,100000.10999999997,108,108,45,63,3154
2023-12-13,Ethereum,10759.688512,8,1,0,1,72
2023-12-13,Optimism,263.537666,1,1,0,1,10
2023-12-13,Polygon,1874.0072159999995,11,1,0,1,47
2023-12-13,Gnosis,0.0,0,0,0,0,2
2023-12-13,zkSync,0.0,0,0,0,0,4
2023-12-13,TRON,300004.38378105604,188,188,144,44,304
2023-12-14,Arbitrum,5467.392989000001,19,4,2,2,53
2023-12-14,Avalanche,519.434974,3,3,1,2,7
2023-12-14,Base,0.0,0,0,0,0,2
2023-12-14,BSC,0.0,0,0,0,0,3154
2023-12-14,Ethereum,8247.431553,8,7,6,1,78
2023-12-14,Optimism,1390.176621,3,2,0,2,10
2023-12-14,Polygon,1679.6533279999999,8,8,5,3,52
2023-12-14,Gnosis,0.011003,1,1,1,0,3
2023-12-14,zkSync,0.0,0,0,0,0,4
2023-12-14,TRON,0.0,0,0,0,0,304
2023-12-15,Arbitrum,23308.495305000004,20,4,0,4,53
2023-12-15,Avalanche,441.751541,1,1,1,0,8
2023-12-15,Base,0.0,0,0,0,0,2
2023-12-15,BSC,200000.21999999866,2235,2235,1554,681,4708
2023-12-15,Ethereum,149051.92954449545,15,12,6,6,84
2023-12-15,Optimism,3837.691255,2,2,0,2,10
2023-12-15,Polygon,7601.459537999999,12,6,3,3,55
2023-12-15,Gnosis,0.0,0,0,0,0,3
2023-12-15,zkSync,15.608473,1,1,0,1,4
2023-12-15,TRON,260004.42252841455,189,189,130,59,434
2023-12-16,Arbitrum,9226.342401000002,24,3,1,2,54
2023-12-16,Avalanche,0.0,0,0,0,0,8
2023-12-16,Base,1732.6411540000001,3,1,0,1,2
2023-12-16,BSC,0.0,0,0,0,0,4708
2023-12-16,Ethereum,4798.035978,6,3,0,3,84
2023-12-16,Optimism,829.30677,4,2,0,2,10
2023-12-16,Polygon,7.229316,1,1,0,1,55
2023-12-16,Gnosis,154.99496,1,1,0,1,3
2023-12-16,zkSync,1108.292117,1,1,0,1,4
2023-12-16,TRON,0.0,0,0,0,0,434
2023-12-17,Arbitrum,37744.09103,23,7,5,2,59
2023-12-17,Avalanche,177.149402,2,1,0,1,8
2023-12-17,Base,0.0,0,0,0,0,2
2023-12-17,BSC,0.0,0,0,0,0,4708
2023-12-17,Ethereum,149746.70625409263,80,73,64,9,148
2023-12-17,Optimism,292.252891,3,3,1,2,11
2023-12-17,Polygon,1858.9093500000004,8,5,1,4,56
2023-12-17,Gnosis,0.0,0,0,0,0,3
2023-12-17,zkSync,0.0,0,0,0,0,4
2023-12-17,TRON,0.007,2,2,1,1,435
2023-12-18,Arbitrum,16693.884388000006,24,7,1,6,60
2023-12-18,Avalanche,0.0,0,0,0,0,8
2023-12-18,Base,0.0,0,0,0,0,2
2023-12-18,BSC,200000.0199999997,660,660,268,392,4976
2023-12-18,Ethereum,116121.56877478036,15,11,4,7,152
2023-12-18,Optimism,804.414271,4,2,0,2,11
2023-12-18,Polygon,3814.845578,9,4,3,1,59
2023-12-18,Gnosis,0.0,0,0,0,0,3
2023-12-18,zkSync,27.503278,1,1,0,1,4
2023-12-18,TRON,300004.2434000956,3,3,2,1,437
2023-12-19,Arbitrum,30452.950591,23,5,3,2,63
2023-12-19,Avalanche,442.100413,1,1,0,1,8
2023-12-19,Base,0.0,0,0,0,0,2
2023-12-19,BSC,100000.31000000001,64,63,19,44,4995
2023-12-19,Ethereum,7109.841374,10,7,3,4,155
2023-12-19,Optimism,1336.604458,4,3,2,1,13
2023-12-19,Polygon,3071.468292,11,3,1,2,60
2023-12-19,Gnosis,0.0,0,0,0,0,3
2023-12-19,zkSync,784.300446,1,1,0,1,4
2023-12-19,TRON,199999.99999999997,26,26,15,11,452
2023-12-20,Arbitrum,8477.695681000001,27,7,3,4,66
2023-12-20,Avalanche,1249.0356470000002,4,1,0,1,8
2023-12-20,Base,0.011074,1,1,0,1,2
2023-12-20,BSC,100000.10999999981,378,378,144,234,5139
2023-12-20,Ethereum,77128.114922,10,6,1,5,156
2023-12-20,Optimism,7642.461841,11,2,1,1,14
2023-12-20,Polygon,11002.976838999999,13,4,2,2,62
2023-12-20,Gnosis,0.0,0,0,0,0,3
2023-12-20,zkSync,11.048584,2,2,1,1,5
2023-12-20,TRON,200004.33560368654,64,64,28,36,480
2023-12-21,Arbitrum,10822.403247,26,8,3,5,69
2023-12-21,Avalanche,99.41763499999999,2,1,0,1,8
2023-12-21,Base,865.213443,2,1,0,1,2
2023-12-21,BSC,169.53423420000001,2,2,2,0,5141
2023-12-21,Ethereum,36003.84157304433,17,9,5,4,161
2023-12-21,Optimism,1556.217166,4,2,1,1,15
2023-12-21,Polygon,6868.263777458997,21,12,6,6,68
2023-12-21,zkSync,31.508788,1,1,1,0,6
2023-12-21,Gnosis,0.0,0,0,0,0,3
2023-12-21,TRON,230004.4140644136,110,108,53,55,533
2023-12-22,Arbitrum,10348.781989000003,27,14,9,5,78
2023-12-22,Avalanche,1663.8220450000001,7,2,1,1,9
2023-12-22,Base,73.533358,1,1,0,1,2
2023-12-22,BSC,200965.1373991979,1404,1403,704,699,5845
2023-12-22,Ethereum,146191.4502344506,25,21,11,10,172
2023-12-22,Optimism,5285.037993,11,4,0,4,15
2023-12-22,Polygon,12717.2887331778,24,13,9,4,77
2023-12-22,zkSync,2047.5199300000002,4,3,2,1,8
2023-12-22,Gnosis,0.0,0,0,0,0,3
2023-12-22,TRON,376004.4368810168,424,423,310,113,843
2023-12-23,Arbitrum,17600.042313,32,11,9,2,87
2023-12-23,Avalanche,1733.3097833344377,4,2,1,1,10
2023-12-23,Base,343.572359,2,2,1,1,3
2023-12-23,BSC,3493.1067975843866,6,6,4,2,5849
2023-12-23,Ethereum,41229.129479,14,6,2,4,174
2023-12-23,Optimism,2576.148079,8,6,5,1,20
2023-12-23,Polygon,4662.731824104088,21,15,9,6,86
2023-12-23,zkSync,0.0,0,0,0,0,8
2023-12-23,Gnosis,0.0,0,0,0,0,3
2023-12-23,TRON,92504.0,69,69,28,41,871
2023-12-24,Arbitrum,11730.525185999999,22,11,7,4,94
2023-12-24,Avalanche,94.5636,1,1,0,1,10
2023-12-24,Base,261.98192700000004,2,1,0,1,3
2023-12-24,BSC,102723.15875615986,80,79,16,63,5865
2023-12-24,Ethereum,51444.14613200001,12,10,6,4,180
2023-12-24,Optimism,241.235026,4,3,2,1,22
2023-12-24,Polygon,3043.068971,10,7,2,5,88
2023-12-24,zkSync,0.0,0,0,0,0,8
2023-12-24,Gnosis,0.0,0,0,0,0,3
2023-12-24,TRON,100004.53427853328,5,5,2,3,873
2023-12-25,Arbitrum,13845.889949703533,25,14,7,7,101
2023-12-25,Avalanche,221.50156099999998,2,1,0,1,10
2023-12-25,Base,815.327152,2,2,1,1,4
2023-12-25,BSC,500.0019197497,2,2,1,1,5866
2023-12-25,Ethereum,69439.668887,12,8,3,5,183
2023-12-25,Optimism,3614.495638,8,6,2,4,24
2023-12-25,Polygon,10553.994349137754,16,8,4,4,92
2023-12-25,zkSync,0.0,0,0,0,0,8
2023-12-25,Gnosis,0.0,0,0,0,0,3
2023-12-25,TRON,20000.011251,5,5,3,2,876
2023-12-26,Arbitrum,6720.479576,29,13,8,5,109
2023-12-26,Avalanche,591.03264,3,2,1,1,11
2023-12-26,Base,168.99871100000001,3,1,0,1,4
2023-12-26,BSC,202119.08126563538,656,645,249,396,6115
2023-12-26,Ethereum,12768.184965999999,11,5,2,3,185
2023-12-26,Optimism,4856.895288,11,8,5,3,29
2023-12-26,Polygon,4533.001631910973,19,15,8,7,100
2023-12-26,zkSync,206.214425,3,1,0,1,8
2023-12-26,Gnosis,0.0,0,0,0,0,3
2023-12-26,TRON,220004.44441624449,48,48,13,35,889
2023-12-27,Arbitrum,18807.942761,27,10,6,4,115
2023-12-27,Avalanche,500.0,1,1,1,0,12
2023-12-27,Base,160.075176,3,1,0,1,4
2023-12-27,BSC,576.8906064712679,6,4,2,2,6117
2023-12-27,Ethereum,51372.78709400001,17,9,5,4,190
2023-12-27,Gnosis,0.009967,2,2,1,1,4
2023-12-27,Optimism,3214.1980860000003,13,10,6,4,35
2023-12-27,Polygon,5494.881520988654,30,22,9,13,109
2023-12-27,zkSync,162.61923,1,1,0,1,8
2023-12-27,TRON,430004.41745701287,364,363,194,169,1083
2023-12-28,Arbitrum,31897.450718999997,45,21,14,7,129
2023-12-28,Avalanche,3080.022710137058,8,5,4,1,16
2023-12-28,Base,167.682246,2,2,1,1,5
2023-12-28,BSC,106055.15727958624,77,65,17,48,6134
2023-12-28,Ethereum,331483.07465737563,34,26,17,9,207
2023-12-28,Gnosis,499.877481,1,1,0,1,4
2023-12-28,Optimism,16226.466141,9,7,5,2,40
2023-12-28,Polygon,35903.367677818154,36,23,14,9,123
2023-12-28,zkSync,0.0,1,1,1,0,9
2023-12-28,TRON,235004.47873066875,279,278,179,99,1262
2023-12-29,Arbitrum,15541.683826207853,32,18,6,12,135
2023-12-29,Avalanche,655.299935,4,1,0,1,16
2023-12-29,Base,0.0,1,1,1,0,6
2023-12-29,BSC,202030.44764128173,437,437,127,310,6261
2023-12-29,Ethereum,77311.339666,18,7,2,5,209
2023-12-29,Gnosis,10.0,1,1,1,0,5
2023-12-29,Optimism,3301.326753,7,7,3,4,43
2023-12-29,Polygon,19040.076285154308,26,18,9,9,132
2023-12-29,zkSync,207.717943,2,2,1,1,10
2023-12-29,TRON,500008.97143312887,979,973,737,236,1999
2023-12-30,Arbitrum,13720.974663999998,23,6,2,4,137
2023-12-30,Avalanche,9929.717058250902,14,10,6,4,22
2023-12-30,Base,0.0,0,0,0,0,6
2023-12-30,BSC,1105.0566649160348,6,5,4,1,6265
2023-12-30,Ethereum,183969.47635721622,103,88,67,21,276
2023-12-30,Gnosis,2063.886944,1,1,0,1,5
2023-12-30,Optimism,2773.8218130000005,8,8,4,4,47
2023-12-30,Polygon,4117.507745999999,12,9,5,4,137
2023-12-30,zkSync,224.20337,1,1,0,1,10
2023-12-30,TRON,0.0,0,0,0,0,1999
2023-12-31,Arbitrum,21922.139857000002,32,15,7,8,144
2023-12-31,Avalanche,3003.9803950000005,11,7,3,4,25
2023-12-31,Base,12.331265,1,1,0,1,6
2023-12-31,BSC,201285.0116217652,281,280,74,206,6339
2023-12-31,Ethereum,91860.80084366656,18,12,3,9,279
2023-12-31,Gnosis,0.0,0,0,0,0,5
2023-12-31,Optimism,13446.867394,12,7,0,7,47
2023-12-31,Polygon,10494.274237167625,14,7,2,5,139
2023-12-31,zkSync,295.09558,1,1,0,1,10
2023-12-31,TRON,220004.55621596889,83,83,18,65,2017
2024-01-01,Arbitrum,3669.901892,18,9,4,5,148
2024-01-01,Avalanche,1983.0659168575728,8,6,4,2,29
2024-01-01,Base,11.79,1,1,1,0,7
2024-01-01,BSC,659.5930318569,3,2,1,1,6340
2024-01-01,Ethereum,3326.290307717679,6,4,1,3,280
2024-01-01,Gnosis,0.0,0,0,0,0,5
2024-01-01,Optimism,2659.175185,11,10,5,5,52
2024-01-01,Polygon,8842.23097,18,10,6,4,145
2024-01-01,zkSync,506.0,2,1,1,0,11
2024-01-01,TRON,0.0,0,0,0,0,2017
2024-01-02,Arbitrum,14054.126191,28,10,6,4,154
2024-01-02,Avalanche,2508.378781,6,4,3,1,32
2024-01-02,Base,140.82250499999998,2,1,0,1,7
2024-01-02,BSC,201024.68554041118,648,646,236,410,6576
2024-01-02,Ethereum,37785.68789056098,13,8,3,5,283
2024-01-02,Gnosis,0.0,0,0,0,0,5
2024-01-02,Optimism,810.1,5,4,2,2,54
2024-01-02,Polygon,9623.958194685616,30,18,10,8,155
2024-01-02,zkSync,0.0,0,0,0,0,11
2024-01-02,TRON,230005.25442452254,127,126,28,98,2045
2024-01-03,Arbitrum,16963.206206,26,13,5,8,159
2024-01-03,Avalanche,221.207249,2,2,1,1,33
2024-01-03,Base,1386.3933789999999,6,2,0,2,7
2024-01-03,BSC,201058.4025258894,1486,1484,816,668,7392
2024-01-03,Ethereum,131758.37532376923,34,16,6,10,289
2024-01-03,Gnosis,0.0,0,0,0,0,5
2024-01-03,Optimism,2564.224077,5,5,3,2,57
2024-01-03,Polygon,13550.313886701078,22,16,4,12,159
2024-01-03,zkSync,0.0,0,0,0,0,11
2024-01-03,TRON,200000.00000000006,77,77,18,59,2063
2024-01-04,Arbitrum,12991.69603,24,9,4,5,163
2024-01-04,Avalanche,1030.8801342348333,5,4,2,2,35
2024-01-04,Base,243.034432,2,1,0,1,7
2024-01-04,BSC,102391.93595549319,119,119,24,95,7416
2024-01-04,Ethereum,50560.85526143949,16,9,6,3,295
2024-01-04,Gnosis,0.0,0,0,0,0,5
2024-01-04,Optimism,1061.77,4,3,1,2,58
2024-01-04,Polygon,10588.096027817252,22,16,8,8,167
2024-01-04,zkSync,1368.631392,3,2,0,2,11
2024-01-04,TRON,350009.1102397451,218,213,71,142,2134
2024-01-05,Arbitrum,23779.684768,42,16,7,9,170
2024-01-05,Avalanche,4240.513226511214,7,4,1,3,36
2024-01-05,Base,2634.697497,3,2,1,1,8
2024-01-05,BSC,202400.0388744369,1028,1027,450,577,7866
2024-01-05,Ethereum,293223.750725,24,21,9,12,304
2024-01-05,Gnosis,0.0,0,0,0,0,5
2024-01-05,Optimism,19205.161407,24,13,5,8,63
2024-01-05,Polygon,21632.692425125606,38,23,8,15,175
2024-01-05,zkSync,22.309391,1,1,0,1,11
2024-01-05,TRON,380005.0694250247,881,877,541,336,2675
2024-01-06,Arbitrum,9843.562135,24,9,4,5,174
2024-01-06,Avalanche,877.3266756777952,4,3,0,3,36
2024-01-06,Base,0.0,1,1,1,0,9
2024-01-06,BSC,11.5,1,1,1,0,7867
2024-01-06,Ethereum,142696.40056622936,35,24,13,11,317
2024-01-06,Gnosis,0.0,0,0,0,0,5
2024-01-06,Optimism,408.033118,6,3,0,3,63
2024-01-06,Polygon,9381.857575,17,12,2,10,177
2024-01-06,zkSync,0.0,0,0,0,0,11
2024-01-06,TRON,0.0,0,0,0,0,2675
2024-01-07,Arbitrum,16573.362314,23,8,2,6,176
2024-01-07,Avalanche,1700.419270209,4,3,1,2,37
2024-01-07,Base,0.0,0,0,0,0,9
2024-01-07,BSC,252877.52899735118,1660,1658,888,770,8755
2024-01-07,Ethereum,91025.51566308775,46,39,23,16,340
2024-01-07,Gnosis,10.938476,1,1,0,1,5
2024-01-07,Optimism,2878.065168,5,5,1,4,64
2024-01-07,Polygon,2391.7251453826316,12,7,2,5,179
2024-01-07,zkSync,414.335067,4,1,0,1,11
2024-01-07,TRON,200004.41317093436,38,38,10,28,2685
2024-01-08,Arbitrum,21761.643354,38,18,5,13,181
2024-01-08,Avalanche,2030.4099879991252,4,3,1,2,38
2024-01-08,Base,913.5370250000001,4,1,0,1,9
2024-01-08,BSC,205930.04632802695,2514,2514,1662,852,10417
2024-01-08,Ethereum,100366.28774019843,21,16,5,11,345
2024-01-08,Gnosis,531.17530555,4,3,2,1,7
2024-01-08,Optimism,6980.739769000001,16,13,6,7,70
2024-01-08,Polygon,20694.627772445,35,25,11,14,190
2024-01-08,zkSync,0.0,0,0,0,0,11
2024-01-08,TRON,200000.0,142,142,36,106,2721
2024-01-09,Arbitrum,15749.108634999999,24,14,7,7,188
2024-01-09,Avalanche,1401.6060359503474,6,5,0,5,38
2024-01-09,Base,372.39484600000003,2,1,0,1,9
2024-01-09,BSC,2108.7909486137714,7,7,6,1,10423
2024-01-09,Ethereum,61538.365427246565,20,11,4,7,349
2024-01-09,Gnosis,16.4370123,8,1,1,0,8
2024-01-09,Optimism,5744.087692,12,9,2,7,72
2024-01-09,Polygon,17228.638904706317,36,30,17,13,207
2024-01-09,zkSync,29.449944,2,1,0,1,11
2024-01-09,TRON,130004.37575027533,29,28,4,24,2725
2024-01-10,Arbitrum,9491.129929,25,15,8,7,196
2024-01-10,Avalanche,883.4202170485792,2,2,1,1,39
2024-01-10,Base,0.0,0,0,0,0,9
2024-01-10,BSC,202114.98896760182,255,246,67,179,10490
2024-01-10,Ethereum,140070.34214772767,26,13,6,7,355
2024-01-10,Gnosis,17.834936000000003,5,1,0,1,8
2024-01-10,Optimism,2863.502577,11,9,2,7,74
2024-01-10,Polygon,11851.64405865174,28,10,3,7,210
2024-01-10,zkSync,0.0,0,0,0,0,11
2024-01-10,TRON,338814.36950823636,334,325,99,226,2824
2024-01-11,Arbitrum,42766.004014000006,35,16,6,10,202
2024-01-11,Avalanche,1162.5253174887173,6,5,2,3,41
2024-01-11,Base,358.02054,3,3,2,1,11
2024-01-11,BSC,202362.77902344477,1273,1269,487,782,10977
2024-01-11,Ethereum,34354.84179411347,19,12,0,12,355
2024-01-11,Gnosis,25.476675289999996,19,2,1,1,9
2024-01-11,Optimism,10761.672461,10,8,0,8,74
2024-01-11,Polygon,243012.63015529542,51,30,10,20,220
2024-01-11,zkSync,0.0,0,0,0,0,11
2024-01-11,TRON,353817.4780978149,5,4,2,2,2826
2024-01-12,Arbitrum,37600.504257,49,28,11,17,213
2024-01-12,Avalanche,2394.261132444307,8,7,2,5,43
2024-01-12,Base,685.991226,6,4,2,2,13
2024-01-12,BSC,203413.2055049329,856,854,268,586,11245
2024-01-12,Ethereum,325392.1200226211,48,38,16,22,371
2024-01-12,Gnosis,230.19364129000002,11,6,4,2,13
2024-01-12,Optimism,11117.009502,12,10,5,5,79
2024-01-12,Polygon,6929.415159640166,19,19,6,13,226
2024-01-12,zkSync,258.218568,4,3,0,3,11
2024-01-12,TRON,275109.0723203855,161,159,36,123,2862
2024-01-13,Arbitrum,9607.910222,33,20,8,12,221
2024-01-13,Avalanche,861.134961,2,2,0,2,43
2024-01-13,Base,235.172823,3,2,0,2,13
2024-01-13,BSC,3806.870448248785,6,6,2,4,11247
2024-01-13,Ethereum,57628.7737814117,27,16,6,10,377
2024-01-13,Gnosis,186.102936,8,4,1,3,14
2024-01-13,Optimism,4903.939652,11,9,1,8,80
2024-01-13,Polygon,9215.644706413097,19,15,3,12,229
2024-01-13,zkSync,22.8875,5,4,3,1,14
2024-01-13,TRON,0.0045000000000000005,2,2,1,1,2863
2024-01-14,Arbitrum,3573.1824179999994,26,7,2,5,223
2024-01-14,Avalanche,424.28411200000005,3,3,0,3,43
2024-01-14,Base,0.0,0,0,0,0,13
2024-01-14,BSC,201993.65895899117,283,283,58,225,11305
2024-01-14,Ethereum,100514.61753836987,36,36,22,14,399
2024-01-14,Gnosis,1086.198522,4,3,0,3,14
2024-01-14,Optimism,3526.2794940000003,5,5,0,5,80
2024-01-14,Polygon,2673.419710690972,19,15,8,7,237
2024-01-14,zkSync,167.102828,3,1,0,1,14
2024-01-14,TRON,0.00251,1,1,1,0,2864
2024-01-15,Arbitrum,24459.908795999996,36,18,3,15,226
2024-01-15,Avalanche,900.626737,6,4,2,2,45
2024-01-15,Base,284.51141,3,3,1,2,14
2024-01-15,BSC,101856.15611075182,170,169,34,135,11339
2024-01-15,Ethereum,84073.75620953208,20,12,5,7,404
2024-01-15,Gnosis,109.46513575000002,2,2,0,2,14
2024-01-15,Optimism,3429.4142199999997,6,4,1,3,81
2024-01-15,Polygon,15622.010494748833,15,10,1,9,238
2024-01-15,zkSync,37.900786000000004,2,1,0,1,14
2024-01-15,TRON,440004.77091293305,113,113,31,82,2895
2024-01-16,Arbitrum,18678.408854999998,48,22,10,12,236
2024-01-16,Avalanche,1128.700243,6,3,0,3,45
2024-01-16,Base,101.273085,3,2,0,2,14
2024-01-16,BSC,302874.04012259154,6220,6220,4086,2134,15425
2024-01-16,Ethereum,47127.38238808187,11,10,2,8,406
2024-01-16,Gnosis,2276.988065,4,4,1,3,15
2024-01-16,Optimism,2267.185499,10,9,3,6,84
2024-01-16,Polygon,19009.275137020002,38,23,7,16,245
2024-01-16,zkSync,20.105311,1,1,1,0,15
2024-01-16,TRON,170004.61467223376,19,18,2,16,2897
2024-01-17,Arbitrum,26178.40867297783,33,13,4,9,240
2024-01-17,Avalanche,7467.462015629333,17,15,10,5,55
2024-01-17,Base,153.25589599999998,2,1,0,1,14
2024-01-17,BSC,206941.21202551964,2656,2655,1689,966,17114
2024-01-17,Ethereum,157376.24046030903,52,44,20,24,426
2024-01-17,Gnosis,40.093699799999996,4,2,0,2,15
2024-01-17,Optimism,2763.990261,11,10,5,5,89
2024-01-17,Polygon,11631.283500920415,45,20,13,7,258
2024-01-17,zkSync,74.477256,2,1,0,1,15
2024-01-17,TRON,130004.59011478031,35,33,5,28,2902
2024-01-18,Arbitrum,19947.1050661005,50,20,5,15,245
2024-01-18,Avalanche,3499.1329140000003,6,6,1,5,56
2024-01-18,Base,4808.811065000001,2,2,1,1,15
2024-01-18,BSC,105410.52725845759,233,231,40,191,17154
2024-01-18,Ethereum,154910.5494362089,25,18,5,13,431
2024-01-18,Gnosis,684.28554144,7,4,1,3,16
2024-01-18,Optimism,6954.865761,9,7,2,5,91
2024-01-18,Polygon,27793.52844875814,31,25,11,14,269
2024-01-18,zkSync,0.0,0,0,0,0,15
2024-01-18,TRON,200004.61068959828,75,75,12,63,2914
2024-01-19,Arbitrum,23034.442005,28,11,2,9,247
2024-01-19,Avalanche,1295.5583429369576,7,6,4,2,60
2024-01-19,Base,991.072643,2,2,1,1,16
2024-01-19,BSC,101260.54000766143,106,80,13,67,17167
2024-01-19,Ethereum,80320.28328999999,15,8,0,8,431
2024-01-19,Gnosis,370.86717305,6,4,0,4,16
2024-01-19,Optimism,6966.558267,16,10,3,7,94
2024-01-19,Polygon,16375.900816512756,29,18,7,11,276
2024-01-19,zkSync,54.918216,2,2,1,1,16
2024-01-19,TRON,200000.003,103,103,21,82,2935
2024-01-20,Arbitrum,11986.814827000002,28,17,3,14,250
2024-01-20,Avalanche,621.6269706380157,4,4,1,3,61
2024-01-20,Base,535.475158,2,1,0,1,16
2024-01-20,BSC,202071.3139114822,841,810,173,637,17340
2024-01-20,Ethereum,177245.959673,30,14,6,8,437
2024-01-20,Gnosis,410.15573896999996,8,3,1,2,17
2024-01-20,Optimism,5013.534179,12,11,5,6,99
2024-01-20,Polygon,10510.66168635746,27,22,6,16,282
2024-01-20,zkSync,0.0,1,1,0,1,16
2024-01-20,TRON,0.0,0,0,0,0,2935
2024-01-21,Arbitrum,12298.735389000001,27,10,3,7,253
2024-01-21,Avalanche,884.741978,3,3,1,2,62
2024-01-21,Base,121.257824,2,1,0,1,16
2024-01-21,BSC,101951.62596887822,206,205,33,172,17373
2024-01-21,Ethereum,148437.95916826866,29,24,5,19,442
2024-01-21,Gnosis,111.12806523,4,3,0,3,17
2024-01-21,Optimism,645.296431,6,4,1,3,100
2024-01-21,Polygon,6252.507895220788,16,12,7,5,289
2024-01-21,zkSync,19.922079,2,2,1,1,17
2024-01-21,TRON,200000.00199999998,59,59,21,38,2956
2024-01-22,Arbitrum,5931.536844,17,9,3,6,256
2024-01-22,Avalanche,1239.7705713347973,3,2,1,1,63
2024-01-22,Base,35.754022,2,2,1,1,17
2024-01-22,BSC,101663.1190918622,98,96,11,85,17384
2024-01-22,Ethereum,36280.352178,16,9,3,6,445
2024-01-22,Gnosis,106.81499696,3,3,2,1,19
2024-01-22,Optimism,1910.9643999999998,6,6,1,5,101
2024-01-22,Polygon,8599.28549,27,21,8,13,297
2024-01-22,zkSync,50.633158,2,2,1,1,18
2024-01-22,TRON,300009.2485423378,6,4,0,4,2956
2024-01-23,Arbitrum,26703.879976,30,20,5,15,261
2024-01-23,Avalanche,2191.7627709999997,3,2,0,2,63
2024-01-23,Base,582.8737160000001,5,3,1,2,18
2024-01-23,BSC,301620.42831233394,2260,2249,727,1522,18111
2024-01-23,Ethereum,179114.51886587968,39,25,8,17,453
2024-01-23,Gnosis,0.0,0,0,0,0,19
2024-01-23,Optimism,6583.860635,9,9,2,7,103
2024-01-23,Polygon,20691.388686624363,32,27,10,17,307
2024-01-23,zkSync,799.704097,2,2,2,0,20
2024-01-23,TRON,678941.4820906367,260,254,69,185,3025
2024-01-24,Arbitrum,13793.467211000001,24,10,3,7,264
2024-01-24,Avalanche,1773.3684465570504,6,5,1,4,64
