date,coin,open_interest_usd,avg_oracle_price
2026-01-01,xyz:XYZ100,98995516.05752656,25237.101529902644
2026-01-01,xyz:TSLA,29428372.829171307,451.071418636996
2026-01-01,xyz:SILVER,17737706.62957242,71.688416550765
2026-01-01,xyz:NVDA,16231089.179570945,187.068755215577
2026-01-01,xyz:GOOGL,15690630.42558918,312.866884561892
2026-01-01,xyz:AMZN,7832693.391537538,231.553358831711
2026-01-01,xyz:PLTR,5470220.462342628,178.423254520167
2026-01-01,xyz:MSTR,4674656.221932128,152.386648122392
2026-01-01,xyz:GOLD,4578307.54254292,4320.997426981919
2026-01-01,xyz:META,4356992.312467746,659.248004172462
2026-01-01,xyz:ORCL,4061118.6154190684,193.35764255911
2026-01-01,xyz:INTC,3473177.6540902364,37.102638386648
2026-01-01,xyz:AAPL,2885658.357464033,271.963052851182
2026-01-01,xyz:COIN,2654300.825402448,225.880257301808
2026-01-01,xyz:MSFT,2333704.399504868,483.882538247566
2026-01-01,xyz:HOOD,1851102.7430036997,112.98573713491
2026-01-01,xyz:MU,1025251.0898199165,287.379339360223
2026-01-01,xyz:CRCL,925580.3608449346,78.908374130737
2026-01-01,xyz:NFLX,810838.9550217886,93.036336578581
2026-01-01,xyz:AMD,753139.7960949652,213.911884561892
2026-01-01,xyz:EUR,672110.1158696662,1.174709944367
2026-01-01,xyz:JPY,256300.60140194715,156.632510431154
2026-01-02,xyz:XYZ100,95701868.73038636,25340.630480167016
2026-01-02,xyz:TSLA,31412444.30299854,451.001238691719
2026-01-02,xyz:SILVER,20937568.856437508,73.2735782881
2026-01-02,xyz:NVDA,16562610.937117105,189.036715379262
2026-01-02,xyz:GOOGL,16196023.721280528,315.270480167015
2026-01-02,xyz:AMZN,7507021.055580891,230.269665970772
2026-01-02,xyz:PLTR,4871599.08737833,176.851113430759
2026-01-02,xyz:MSTR,4541755.680428406,155.67785664579
2026-01-02,xyz:GOLD,4523404.466731176,4357.132637439109
2026-01-02,xyz:META,4251303.535187808,658.511649269311
2026-01-02,xyz:ORCL,4248025.40310135,196.284655532359
2026-01-02,xyz:INTC,3413286.496516089,38.210779401531
2026-01-02,xyz:COIN,2756028.9347805986,232.201043841336
2026-01-02,xyz:MSFT,2365567.19793261,480.781600556715
2026-01-02,xyz:AAPL,2320822.472023605,272.242303409882
2026-01-02,xyz:HOOD,1764609.829304231,114.713041057759
2026-01-02,xyz:CRCL,774979.8020792345,81.535865692415
2026-01-02,xyz:NFLX,737008.8621020111,93.014348643006
2026-01-02,xyz:AMD,735867.8512127488,219.110361864997
2026-01-02,xyz:EUR,733501.0203990814,1.173496311761
2026-01-02,xyz:MU,640098.6667654697,300.132449547669
2026-01-02,xyz:JPY,255974.23893931802,156.829958246347
2026-01-03,xyz:XYZ100,91344241.1930881,25187.456506610994
2026-01-03,xyz:TSLA,34033360.80524415,442.240514961726
2026-01-03,xyz:SILVER,21753712.604514852,73.642127348643
2026-01-03,xyz:NVDA,16653239.90608394,188.94509394572
2026-01-03,xyz:GOOGL,16141840.442329882,314.837689631176
2026-01-03,xyz:AMZN,6600185.686503479,224.97456506611
2026-01-03,xyz:MSTR,4547011.223118998,158.451162143354
2026-01-03,xyz:ORCL,4432909.406886708,195.394196242171
2026-01-03,xyz:META,4106364.4111314546,647.88416144746
2026-01-03,xyz:GOLD,4008276.512373556,4348.412734864301
2026-01-03,xyz:INTC,3619576.04864238,39.977544885177
2026-01-03,xyz:PLTR,3383611.4503031317,170.394509394572
2026-01-03,xyz:MSFT,2545408.6748808627,475.644829505915
2026-01-03,xyz:COIN,2459462.3373065693,237.267313848295
2026-01-03,xyz:HOOD,1470108.4375415866,115.863347251218
2026-01-03,xyz:AAPL,1245763.889828114,271.251043841336
2026-01-03,xyz:EUR,799387.7399209882,1.172442658316
2026-01-03,xyz:AMD,788023.3264157273,224.920862908838
