date,coin,volume_usd,trade_count,active_traders
2025-11-22,xyz:AAPL,1092661.38503,4820,353
2025-11-22,xyz:AMZN,1026775.70915,3411,318
2025-11-22,xyz:MSFT,680361.9437,2050,249
2025-11-22,xyz:META,631998.57134,2339,240
2025-11-23,xyz:XYZ100,32428509.9927,75513,1618
2025-11-23,xyz:NVDA,5673294.36687,11489,925
2025-11-23,xyz:GOOGL,4323477.96728,11592,896
2025-11-23,xyz:PLTR,3369368.68816,11044,632
2025-11-23,xyz:TSLA,2958770.57154,9063,777
2025-11-23,xyz:AAPL,1107099.45686,4023,289
2025-11-23,xyz:AMZN,1029753.01791,3825,412
2025-11-23,xyz:MSFT,801784.19698,3599,264
2025-11-23,xyz:META,717433.22817,4998,250
2025-11-24,xyz:XYZ100,285853310.0633,236719,3259
2025-11-24,xyz:NVDA,41384971.3918,58236,1947
2025-11-24,xyz:GOOGL,39242899.17398,55646,1860
2025-11-24,xyz:TSLA,23775621.11602,33720,1419
2025-11-24,xyz:PLTR,17953729.95257,39382,1130
2025-11-24,xyz:AMZN,8831556.32535,12143,768
2025-11-24,xyz:AAPL,8607861.09754,12110,484
2025-11-24,xyz:META,7219165.23325,15261,487
2025-11-24,xyz:MSFT,5916297.16502,10107,681
2025-11-25,xyz:XYZ100,313504461.6488,279943,3363
2025-11-25,xyz:NVDA,66397133.1863,82582,2686
2025-11-25,xyz:GOOGL,47582870.5196,74878,2353
2025-11-25,xyz:TSLA,28521239.8696,42396,1309
2025-11-25,xyz:PLTR,13490892.29172,30373,888
2025-11-25,xyz:META,11915870.70473,21183,649
2025-11-25,xyz:AMZN,11563553.05463,14777,708
2025-11-25,xyz:AAPL,11185841.08146,13819,424
2025-11-25,xyz:MSFT,7978864.75942,18764,723
2025-11-25,xyz:COIN,3601190.14785,5076,294
2025-11-26,xyz:XYZ100,229253547.827,257868,3395
2025-11-26,xyz:NVDA,48756129.54843,57859,2300
2025-11-26,xyz:GOOGL,34606287.36969,45925,1921
2025-11-26,xyz:TSLA,18684400.88293,30902,1200
2025-11-26,xyz:PLTR,12990630.50484,24059,904
2025-11-26,xyz:META,7894116.4624,18186,583
2025-11-26,xyz:MSFT,6631018.40064,11270,741
2025-11-26,xyz:HOOD,6406402.01472,8434,477
2025-11-26,xyz:COIN,6224567.19976,13643,610
2025-11-26,xyz:AMZN,3959836.92606,8431,630
2025-11-26,xyz:AAPL,3897470.24401,8441,410
2025-11-27,xyz:XYZ100,141120620.6609,243183,2621
2025-11-27,xyz:NVDA,14411693.5315,30018,1220
2025-11-27,xyz:GOOGL,11522169.8504,40084,1116
2025-11-27,xyz:TSLA,4733348.2645,10753,867
2025-11-27,xyz:PLTR,2279353.38084,5257,584
2025-11-27,xyz:MSFT,1798853.47208,4571,554
2025-11-27,xyz:HOOD,1794567.4469,5105,330
2025-11-27,xyz:META,1604143.85523,3471,266
2025-11-27,xyz:AAPL,1247622.84324,3281,281
2025-11-27,xyz:AMZN,1192454.56456,3413,377
2025-11-27,xyz:COIN,999575.32657,3799,272
2025-11-28,xyz:XYZ100,157397785.4939,269928,3028
2025-11-28,xyz:GOOGL,31257829.50511,75742,1451
2025-11-28,xyz:NVDA,17849891.25733,32586,1502
2025-11-28,xyz:TSLA,11011266.56509,20432,1193
2025-11-28,xyz:PLTR,7643138.4325,18398,786
2025-11-28,xyz:AMZN,4783410.48569,10416,609
2025-11-28,xyz:COIN,4215286.40417,14419,413
2025-11-28,xyz:HOOD,3961953.91277,13380,462
2025-11-28,xyz:META,3036654.04855,9984,361
2025-11-28,xyz:MSFT,2919055.87699,8682,554
2025-11-28,xyz:AAPL,1917068.51826,6755,339
2025-11-29,xyz:XYZ100,116079612.3436,149352,2250
2025-11-29,xyz:GOOGL,7313874.85834,28593,736
2025-11-29,xyz:NVDA,2660720.58352,9203,768
2025-11-29,xyz:PLTR,2113899.00723,5767,617
2025-11-29,xyz:TSLA,1901315.73158,6448,743
2025-11-29,xyz:MSFT,1215981.11047,2931,436
2025-11-29,xyz:AMZN,980829.53027,4517,260
2025-11-29,xyz:META,967954.90427,2747,212
2025-11-29,xyz:AAPL,756472.30182,4207,194
2025-11-29,xyz:COIN,574747.12578,3514,171
2025-11-29,xyz:HOOD,406761.53489,1592,132
2025-11-30,xyz:XYZ100,80221205.4055,60157,2279
2025-11-30,xyz:GOOGL,6302577.07515,19369,710
2025-11-30,xyz:NVDA,2980209.90845,8947,723
2025-11-30,xyz:TSLA,2357747.06305,5724,746
2025-11-30,xyz:META,1980331.28205,1970,172
2025-11-30,xyz:AMZN,1976789.85385,4988,468
2025-11-30,xyz:PLTR,1745634.41764,7899,482
2025-11-30,xyz:MSFT,1141479.58762,2883,383
2025-11-30,xyz:HOOD,839018.19106,2611,192
2025-11-30,xyz:COIN,634180.87251,2139,168
2025-11-30,xyz:AAPL,452016.04654,1982,165
