date,coin,volume_usd,trade_count,active_traders
2026-03-01,xyz:SILVER,180178426.47484,150911,4425
2026-03-01,xyz:GOLD,105634677.47273,53992,4688
2026-03-01,xyz:XYZ100,79224381.7134,243825,11910
2026-03-01,xyz:CL,31656696.375743,8848,1250
2026-03-01,xyz:NVDA,18520259.24791,37720,1099
2026-03-01,xyz:EUR,11374931.99285,32430,9802
2026-03-01,xyz:JPY,9067394.993,38176,9846
2026-03-01,xyz:COPPER,8178873.855037,11922,583
2026-03-01,xyz:PLTR,6147843.57447,15844,785
2026-03-01,xyz:TSLA,4638270.16249,10989,475
2026-03-01,xyz:MSTR,4366702.94188,6033,382
2026-03-01,xyz:NATGAS,3784494.70845,2676,586
2026-03-01,xyz:AMZN,3570291.40146,7198,278
2026-03-01,xyz:SMSN,3273635.88572,2773,172
2026-03-01,xyz:CRCL,2874026.489014,7666,327
2026-03-01,xyz:HOOD,2837166.059399,12070,272
2026-03-01,xyz:RIVN,2596345.15521,1564,85
2026-03-01,xyz:TSM,2005479.06453,3537,160
2026-03-01,xyz:PLATINUM,1764663.41491,2301,169
2026-03-01,xyz:MU,1742458.34032,2823,188
2026-03-01,xyz:GOOGL,1491747.38368,2228,225
2026-03-01,xyz:COIN,1299643.19256,4478,249
2026-03-01,xyz:SNDK,855315.65853,6698,168
2026-03-01,xyz:MSFT,742114.01683,1453,138
2026-03-01,xyz:ORCL,713813.46778,545,71
2026-03-01,xyz:USAR,690745.94302,1073,47
2026-03-01,xyz:AAPL,550797.19194,1480,163
2026-03-01,xyz:SKHX,550340.61662,2320,203
2026-03-01,xyz:INTC,487716.42561,1326,115
2026-03-01,xyz:META,472405.93756,1220,135
2026-03-01,xyz:CRWV,328249.07804,1860,59
2026-03-01,xyz:NFLX,323370.479695,2474,150
2026-03-01,xyz:AMD,291350.95183,1266,112
2026-03-01,xyz:URNM,168691.86408,497,100
2026-03-01,xyz:BABA,116195.64967,568,87
2026-03-01,xyz:HYUNDAI,17694.3618,132,61
2026-03-02,xyz:SILVER,932534641.32141,325676,6859
2026-03-02,xyz:XYZ100,321971006.2992,315921,10371
2026-03-02,xyz:GOLD,191811176.04698,65330,5214
2026-03-02,xyz:CL,110309200.842219,49030,3848
2026-03-02,xyz:NVDA,76247273.78587,49174,1998
2026-03-02,xyz:CRCL,30962142.041379,19980,1086
2026-03-02,xyz:PLTR,22584900.6637,27010,1082
2026-03-02,xyz:TSLA,19448143.30223,30264,997
2026-03-02,xyz:HOOD,19337019.795549,20946,428
2026-03-02,xyz:AMZN,13654081.32153,14338,463
2026-03-02,xyz:NATGAS,12296848.35733,6312,739
2026-03-02,xyz:COPPER,12116178.297962,11780,734
2026-03-02,xyz:JPY,11564032.783,18147,7317
2026-03-02,xyz:EUR,10673305.5943,15890,7146
2026-03-02,xyz:MU,9961837.03374,6381,326
2026-03-02,xyz:SKHX,7672258.23254,5884,476
2026-03-02,xyz:GOOGL,7623485.57588,6802,457
2026-03-02,xyz:COIN,7102519.2409,8785,356
2026-03-02,xyz:INTC,6391676.9907,4598,216
2026-03-02,xyz:MSTR,5828122.60279,8982,474
2026-03-02,xyz:SNDK,5679697.80104,4637,408
2026-03-02,xyz:PLATINUM,5550571.44856,6878,348
2026-03-02,xyz:AAPL,5286768.66134,3991,358
2026-03-02,xyz:NFLX,3654950.871327,2153,325
2026-03-02,xyz:MSFT,3495138.09544,2883,320
2026-03-02,xyz:META,3474739.59716,2794,269
