date,coin,open_interest_usd,avg_oracle_price
2026-03-01,xyz:GOLD,213394795.756229,5348.457162726008
2026-03-01,xyz:SILVER,175601209.96779555,95.144320584145
2026-03-01,xyz:NVDA,135776418.09780768,179.161808066759
2026-03-01,xyz:XYZ100,131201495.69416815,24831.84561891516
2026-03-01,xyz:MU,47683265.6771377,409.78735744089
2026-03-01,xyz:CL,34191015.469547085,70.72550069541
2026-03-01,xyz:SNDK,33954430.20000784,633.613574408901
2026-03-01,xyz:COPPER,33603120.23990202,6.132592767733
2026-03-01,xyz:GOOGL,28894010.614012863,309.129860917942
2026-03-01,xyz:TSLA,14983187.405571489,402.226154381085
2026-03-01,xyz:CRCL,10344705.76558587,83.98611891516
2026-03-01,xyz:HOOD,10332729.328231307,75.084008344924
2026-03-01,xyz:AMZN,9262594.42002961,209.103087621697
2026-03-01,xyz:PLTR,8639018.271267885,140.051210013908
2026-03-01,xyz:MSTR,8479231.004975313,130.998734353268
2026-03-01,xyz:SKHX,5736928.940454033,731.739721835883
2026-03-01,xyz:EUR,5693733.813311585,1.181009318498
2026-03-01,xyz:MSFT,5337935.012862893,393.843887343533
2026-03-01,xyz:AAPL,5245885.653965814,263.471036161335
2026-03-01,xyz:COIN,4039478.6761329067,177.586620305981
2026-03-01,xyz:META,3840730.478761238,644.466432545202
2026-03-01,xyz:INTC,3783166.19320089,45.373173157163
2026-03-01,xyz:JPY,3262918.5220197495,155.758894297636
2026-03-01,xyz:BABA,3009325.4185435604,143.534554937413
2026-03-01,xyz:ORCL,2820465.140196662,145.320375521558
2026-03-01,xyz:PLATINUM,2800442.9179973574,2383.734144645341
2026-03-01,xyz:SMSN,2475542.9342186507,145.663678720445
2026-03-01,xyz:URNM,2272557.3483366896,73.312196801113
2026-03-01,xyz:AMD,2061211.0918415717,200.042051460362
2026-03-01,xyz:NATGAS,2033002.0102815437,3.116985744089
2026-03-01,xyz:TSM,1743343.798239694,370.513866481224
2026-03-01,xyz:NFLX,1591698.3604629652,94.967424895688
2026-03-01,xyz:CRWV,943730.5053734215,79.299174547983
2026-03-01,xyz:HYUNDAI,314316.6458625452,453.570757997218
2026-03-01,xyz:RIVN,240084.3181721975,15.089923504868
2026-03-01,xyz:USAR,209032.25348059804,18.872180806676
2026-03-02,xyz:GOLD,196157701.60523632,5353.51495132128
2026-03-02,xyz:SILVER,145867981.37398967,92.387454102921
2026-03-02,xyz:NVDA,145063123.43346182,177.852134909597
2026-03-02,xyz:XYZ100,130071661.1559356,24771.307371349096
2026-03-02,xyz:CL,48321028.33651548,71.456324756606
2026-03-02,xyz:MU,47865753.57991341,405.00752433936
2026-03-02,xyz:SNDK,33580830.92662153,616.522579972184
2026-03-02,xyz:COPPER,32030882.476038843,6.012609527121
2026-03-02,xyz:GOOGL,28314305.835182864,305.21495132128
2026-03-02,xyz:TSLA,14347071.63276769,396.529235048679
