date,coin,open_interest_usd,avg_oracle_price
2025-12-13,xyz:AAPL,1980001.0880446434,277.69827972028
2025-12-13,xyz:AMZN,1188812.391824056,226.302699300699
2025-12-13,xyz:AMD,857242.5908631749,210.663895104895
2025-12-13,xyz:NFLX,779033.8014673035,95.16088041958
2025-12-13,xyz:INTC,592488.2958418461,37.726869230769
2025-12-14,xyz:XYZ100,66640514.659467824,25149.24530924253
2025-12-14,xyz:NVDA,20230896.870551493,174.812876997915
2025-12-14,xyz:GOOGL,18188127.728976317,308.402835302293
2025-12-14,xyz:TSLA,12075299.32851508,456.03701876303
2025-12-14,xyz:META,5418584.839277498,643.33212647672
2025-12-14,xyz:MSTR,4145414.1551291035,176.311292564281
2025-12-14,xyz:PLTR,4019461.9598674634,181.982814454482
2025-12-14,xyz:HOOD,3944163.284934802,118.679965253648
2025-12-14,xyz:COIN,3242956.449139597,268.297387074357
2025-12-14,xyz:ORCL,3066237.9695088393,188.472619874913
2025-12-14,xyz:MSFT,2837828.0509177903,476.795469075747
2025-12-14,xyz:AAPL,2015309.8437907991,277.658582348853
2025-12-14,xyz:AMZN,1158510.2152444613,226.225406532314
2025-12-14,xyz:AMD,867050.9524073941,210.604440583739
2025-12-14,xyz:NFLX,809734.6698124211,95.001339819319
2025-12-14,xyz:INTC,610112.554380556,37.754972202919
2025-12-15,xyz:XYZ100,82411016.23897997,25235.46068197634
2025-12-15,xyz:NVDA,19927345.194717396,176.534815588031
2025-12-15,xyz:GOOGL,17715426.11180845,308.998086290884
2025-12-15,xyz:TSLA,14390881.49098817,467.903980514962
2025-12-15,xyz:META,5435395.522370452,645.843716075157
2025-12-15,xyz:MSTR,4090279.027868337,171.567118997912
2025-12-15,xyz:PLTR,3840880.4891470145,183.875942936674
2025-12-15,xyz:HOOD,3752622.1061989423,118.484140570633
2025-12-15,xyz:ORCL,3663729.123123535,187.226840640223
2025-12-15,xyz:COIN,3280219.925373918,261.230890744607
2025-12-15,xyz:MSFT,2792093.2956636744,476.515344467641
2025-12-15,xyz:AMZN,2766015.1379658873,225.402157272095
2025-12-15,xyz:AAPL,2078324.079018998,276.844794711204
2025-12-15,xyz:AMD,825667.6547171469,210.556311760612
2025-12-15,xyz:NFLX,800163.8163972372,94.826702157272
2025-12-15,xyz:INTC,489843.94972585945,37.883037578288
2025-12-15,xyz:CRCL,15574.494547903967,80.647864996521
2025-12-16,xyz:XYZ100,70586156.19262853,24983.46068197634
2025-12-16,xyz:TSLA,23666160.42660952,475.051871955463
2025-12-16,xyz:NVDA,20957137.56144707,175.964370215727
2025-12-16,xyz:GOOGL,16784561.23356803,306.04583855254
2025-12-16,xyz:META,5421919.257919318,647.093542101601
2025-12-16,xyz:ORCL,4544884.710082923,185.042707028532
2025-12-16,xyz:AMZN,4450551.510309298,221.992338204593
2025-12-16,xyz:PLTR,3849738.154789548,182.782574808629
2025-12-16,xyz:MSTR,3607559.2834875016,164.104154488518
2025-12-16,xyz:COIN,3304930.514107112,250.812957550452
2025-12-16,xyz:HOOD,2730374.9262823523,115.955588030619
2025-12-16,xyz:MSFT,2699786.343292053,473.565831593598
2025-12-16,xyz:AAPL,1988455.7236290327,273.32201809325
2025-12-16,xyz:NFLX,774489.6970822547,93.812464857342
2025-12-16,xyz:AMD,641207.480717634,206.42617954071
2025-12-16,xyz:INTC,501398.29193880304,37.324818371608
2025-12-16,xyz:CRCL,116702.80326641197,78.074630480167
2025-12-17,xyz:XYZ100,69872278.19679318,24995.690062543432
2025-12-17,xyz:TSLA,29416638.42280538,483.670507296734
2025-12-17,xyz:NVDA,19908022.175154664,175.18574704656
2025-12-17,xyz:GOOGL,15626267.690145977,303.317435719249
2025-12-17,xyz:META,5116450.60409337,656.086462821404
2025-12-17,xyz:PLTR,4654395.130252926,184.654718554552
2025-12-17,xyz:ORCL,4460077.605824545,185.235767894371
2025-12-17,xyz:HOOD,3410088.9475900903,119.698672689368
2025-12-17,xyz:MSTR,3374667.4718278944,165.327484364142
2025-12-17,xyz:COIN,3329101.7476004306,250.943578874218
2025-12-17,xyz:MSFT,2669580.307762293,476.749416261293
2025-12-17,xyz:AAPL,2159558.4558097566,273.821730368311
2025-12-17,xyz:AMZN,1905467.0953676025,224.025899930507
2025-12-17,xyz:NFLX,961531.3165477011,95.5769742877
2025-12-17,xyz:AMD,572582.659541779,205.62850590688
2025-12-17,xyz:CRCL,491207.1149022001,82.061966643502
2025-12-17,xyz:INTC,485215.0129711466,37.074558721334
2025-12-18,xyz:XYZ100,86136761.2147897,24878.665274878218
2025-12-18,xyz:TSLA,26280382.30224611,477.416061238692
2025-12-18,xyz:NVDA,16905085.433683507,173.193340292276
2025-12-18,xyz:GOOGL,14157031.174264899,299.991078636047
2025-12-18,xyz:AAPL,5710086.502217425,271.667397355602
2025-12-18,xyz:ORCL,4860452.547904259,180.325483646486
2025-12-18,xyz:PLTR,4582576.163849227,181.821036882394
2025-12-18,xyz:META,4578704.198530104,656.762804453723
2025-12-18,xyz:MSTR,3625661.214217244,161.884933890049
2025-12-18,xyz:HOOD,3365994.344139332,118.56698677801
2025-12-18,xyz:COIN,2939202.9614589284,247.333729993041
2025-12-18,xyz:MSFT,2293621.390481392,480.646610995129
2025-12-18,xyz:AMZN,1580722.7632210995,224.240563674322
2025-12-18,xyz:NFLX,968149.3379184732,94.728196242171
2025-12-18,xyz:AMD,621941.5738661934,201.050347947112
2025-12-18,xyz:INTC,615567.931996451,36.369098121086
2025-12-18,xyz:CRCL,378665.13112021016,80.875947112039
2025-12-19,xyz:XYZ100,79438335.97574757,25158.586230876215
2025-12-19,xyz:TSLA,28746455.466314897,484.820799721836
2025-12-19,xyz:NVDA,17489070.436771017,177.661168289291
2025-12-19,xyz:GOOGL,14809524.232311795,304.185751043115
2025-12-19,xyz:PLTR,7336087.95385968,188.591439499305
2025-12-19,xyz:ORCL,6502782.4699137695,191.413776077886
2025-12-19,xyz:META,4394177.950195938,664.474944367177
2025-12-19,xyz:AAPL,4105342.6838717246,271.684541029207
2025-12-19,xyz:MSTR,4085078.7065296243,163.272503477051
2025-12-19,xyz:COIN,2638901.156287427,244.30719054242
2025-12-19,xyz:MSFT,2315531.025232921,484.445361613352
2025-12-19,xyz:HOOD,2282080.850752267,120.295848400556
2025-12-19,xyz:AMZN,1639895.055726815,227.635013908206
2025-12-19,xyz:NFLX,761974.3024655717,94.426192628651
2025-12-19,xyz:AMD,647439.6942683449,207.035959666203
2025-12-19,xyz:INTC,629605.2615042141,36.861374130737
2025-12-19,xyz:CRCL,223974.84279809459,83.380674547983
2025-12-19,xyz:MU,9975.433925146035,257.381133518776
2025-12-20,xyz:XYZ100,75193874.66534923,25365.12447844228
2025-12-20,xyz:TSLA,29363116.13314022,481.898240611961
2025-12-20,xyz:NVDA,17282543.774971295,181.35864394993
2025-12-20,xyz:GOOGL,14555580.285406217,308.500848400556
2025-12-20,xyz:PLTR,7342687.439964353,194.933699582754
2025-12-20,xyz:ORCL,7024572.64511975,194.318400556328
2025-12-20,xyz:META,4000165.9150057165,661.691210013908
2025-12-20,xyz:MSTR,3992909.1161890263,165.393233657858
2025-12-20,xyz:AAPL,2608562.2355052433,272.68719054242
2025-12-20,xyz:COIN,2470834.3863060917,245.874603616134
2025-12-20,xyz:MSFT,2376479.2445011684,486.113755215577
2025-12-20,xyz:HOOD,2362604.0755489846,122.01864394993
2025-12-20,xyz:AMZN,1725373.181736968,227.919075104312
2025-12-20,xyz:NFLX,723677.8795144033,94.629276077886
2025-12-20,xyz:AMD,662385.4208403616,214.695660639777
2025-12-20,xyz:INTC,500558.31890009734,37.33504659249
2025-12-20,xyz:CRCL,111723.4579971655,86.200069541029
2025-12-20,xyz:MU,31194.151599735746,270.962371349096
2025-12-21,xyz:XYZ100,76062413.7735764,25382.104166666668
2025-12-21,xyz:TSLA,29204867.39423021,482.7185
2025-12-21,xyz:NVDA,17162198.386231735,181.217145833333
2025-12-21,xyz:GOOGL,15017989.980313916,309.650875
2025-12-21,xyz:PLTR,7199916.073815694,195.241861111111
2025-12-21,xyz:ORCL,6784073.924775319,194.5868125
2025-12-21,xyz:MSTR,3986177.4724674723,165.478791666667
2025-12-21,xyz:META,3970952.855514972,659.321736111111
2025-12-21,xyz:AAPL,2556104.09576125,272.439513888889
2025-12-21,xyz:COIN,2452728.6316724583,245.616284722222
2025-12-21,xyz:MSFT,2354154.7031833334,486.346388888889
2025-12-21,xyz:HOOD,2310865.943700333,122.803069444444
2025-12-21,xyz:AMZN,1715477.2660048334,228.788847222222
2025-12-21,xyz:NFLX,721664.82606825,94.608115277778
2025-12-21,xyz:AMD,704190.1895587083,215.729173611111
2025-12-21,xyz:INTC,496216.0402348333,37.44608125
2025-12-21,xyz:CRCL,125368.00704347917,86.221196527778
2025-12-21,xyz:MU,57200.96879508333,272.739125
2025-12-22,xyz:XYZ100,81564029.0349525,25452.189583333333
2025-12-22,xyz:TSLA,31519528.210202526,488.864493055556
2025-12-22,xyz:NVDA,17741310.54250128,183.04325
2025-12-22,xyz:GOOGL,15959164.466638153,309.190284722222
2025-12-22,xyz:ORCL,7240405.376610111,196.731694444444
2025-12-22,xyz:PLTR,6385789.538377264,194.536097222222
2025-12-22,xyz:MSTR,4085616.675136875,167.035201388889
2025-12-22,xyz:META,4069584.9068875,661.742159722222
2025-12-22,xyz:HOOD,2833760.2147293193,123.034715277778
2025-12-22,xyz:COIN,2587806.5636921944,249.427659722222
2025-12-22,xyz:AAPL,2436517.7747636945,272.633923611111
2025-12-22,xyz:MSFT,2406304.5101321666,486.149069444444
2025-12-22,xyz:AMZN,1857418.43344475,228.414111111111
2025-12-22,xyz:AMD,901878.8778216805,215.884291666667
2025-12-22,xyz:NFLX,850679.5168199764,94.310861805556
2025-12-22,xyz:INTC,748594.1164060138,37.09431875
2025-12-22,xyz:CRCL,274463.0841806375,87.559077083333
2025-12-22,xyz:GOLD,241909.13893015278,4415.475347222222
2025-12-22,xyz:MU,94415.05570505555,274.636527777778
2025-12-23,xyz:XYZ100,90800834.88089415,25480.773991655074
2025-12-23,xyz:TSLA,33982262.32794872,488.193122392211
2025-12-23,xyz:NVDA,18650066.6694642,185.021474269819
2025-12-23,xyz:GOOGL,16750190.330118887,311.568171070932
2025-12-23,xyz:ORCL,7996028.575323129,196.49966620306
2025-12-23,xyz:PLTR,4764720.279801433,193.523532684284
2025-12-23,xyz:META,4212279.444409444,662.483254520167
2025-12-23,xyz:MSTR,4062673.1598605704,161.588198887344
2025-12-23,xyz:HOOD,2883507.6238048817,121.099123783032
2025-12-23,xyz:COIN,2718662.761059249,244.365090403338
2025-12-23,xyz:MSFT,2485518.941478595,485.722872044506
2025-12-23,xyz:AAPL,2366317.5551266205,271.227566063978
2025-12-23,xyz:AMZN,2092845.986391349,229.692496522949
2025-12-23,xyz:GOLD,1707542.6053346454,4481.467107093185
2025-12-23,xyz:AMD,1035607.8643120028,214.679221140473
2025-12-23,xyz:INTC,1026761.1350258136,36.353907510431
2025-12-23,xyz:NFLX,896403.126236644,93.321703059805
2025-12-23,xyz:CRCL,414084.0455494423,84.549956189152
2025-12-23,xyz:MU,125535.0927337274,276.331710709318
2025-12-23,xyz:JPY,64735.43146300417,156.12859527121
2025-12-23,xyz:EUR,21645.30831023644,1.177939986092
2025-12-24,xyz:XYZ100,98389512.24927399,25579.88525730181
2025-12-24,xyz:TSLA,33637855.50357989,485.040020862309
2025-12-24,xyz:NVDA,19451678.08757723,188.418115438108
2025-12-24,xyz:GOOGL,16629259.101517232,314.68859527121
2025-12-24,xyz:ORCL,7886047.782491224,195.764652294854
2025-12-24,xyz:PLTR,4451965.929339944,193.703004172462
2025-12-24,xyz:META,4316963.491946579,664.874179415855
2025-12-24,xyz:MSTR,4279900.29117331,157.663018080668
2025-12-24,xyz:AMZN,2723928.4955250206,232.328574408901
2025-12-24,xyz:HOOD,2699795.1833645618,120.073817802503
2025-12-24,xyz:COIN,2662167.0815695827,240.010299026426
2025-12-24,xyz:GOLD,2589078.202014659,4488.226773296245
2025-12-24,xyz:MSFT,2576655.1674788874,487.259770514604
2025-12-24,xyz:AAPL,2382765.1232067733,272.841279554937
2025-12-24,xyz:INTC,1121407.5226868708,36.113228789986
2025-12-24,xyz:AMD,1001998.755705007,214.962941585535
2025-12-24,xyz:NFLX,857730.6070985341,93.421701668985
2025-12-24,xyz:CRCL,515569.3919686829,82.057151599444
2025-12-24,xyz:EUR,326158.365307274,1.178827607789
2025-12-24,xyz:JPY,304243.1041183588,155.894624478442
2025-12-24,xyz:MU,200430.20113618916,280.616223922114
2025-12-25,xyz:XYZ100,96571392.34013323,25627.19734079776
2025-12-25,xyz:TSLA,33959427.42737206,485.782799160252
2025-12-25,xyz:NVDA,18943208.38284217,188.263960811756
2025-12-25,xyz:GOOGL,16546181.639372373,314.022092372288
2025-12-25,xyz:ORCL,7636769.502662869,197.462295311407
2025-12-25,xyz:META,4380214.822182071,665.62466759972
2025-12-25,xyz:MSTR,4224183.73161107,159.274919524143
2025-12-25,xyz:PLTR,4087779.3500121064,193.777480755773
2025-12-25,xyz:AMZN,3332418.286983121,233.756193142057
2025-12-25,xyz:GOLD,3006785.663802197,4485.89244226732
2025-12-25,xyz:COIN,2753893.2699719523,240.187382785164
2025-12-25,xyz:MSFT,2495160.659917691,488.191791462561
2025-12-25,xyz:HOOD,2462119.919812498,120.682862141358
2025-12-25,xyz:AAPL,2247565.6471249266,274.200692792162
2025-12-25,xyz:INTC,1112602.3730535898,36.1664436669
2025-12-25,xyz:NFLX,891338.0951294892,93.418771168649
2025-12-25,xyz:AMD,887973.4529960112,214.019797060882
2025-12-25,xyz:EUR,573018.9206368369,1.177873547936
2025-12-25,xyz:CRCL,483874.21908415254,82.422293911826
2025-12-25,xyz:JPY,329741.0963711686,155.825395381386
2025-12-25,xyz:MU,188718.8226889713,288.720174947516
2025-12-26,xyz:XYZ100,102945801.90872203,25641.581280788178
2025-12-26,xyz:TSLA,33267128.353004377,482.66415200563
2025-12-26,xyz:NVDA,19707006.406621702,190.317501759324
2025-12-26,xyz:GOOGL,16746606.293735398,313.886509500352
2025-12-26,xyz:ORCL,7781310.495505658,197.569859254046
2025-12-26,xyz:META,4478446.164763223,665.552681210415
2025-12-26,xyz:MSTR,4381876.11170753,159.358599577762
2025-12-26,xyz:PLTR,4104572.0084625054,192.824292751583
2025-12-26,xyz:AMZN,3957596.4707938917,232.439943701619
2025-12-26,xyz:GOLD,3478311.0721885012,4519.181703026038
2025-12-26,xyz:COIN,2770037.766627347,239.094714989444
2025-12-26,xyz:HOOD,2611428.9451925685,120.244004222379
2025-12-26,xyz:MSFT,2468651.0988100492,487.340232230823
2025-12-26,xyz:AAPL,2212368.9378296835,273.785833919775
2025-12-26,xyz:SILVER,1316056.5575263335,75.676429978888
2025-12-26,xyz:INTC,1029266.0444057565,36.175415200563
2025-12-26,xyz:NFLX,961065.4186369993,93.848183673469
2025-12-26,xyz:AMD,862472.2048071218,215.37496833216
2025-12-26,xyz:EUR,465125.82680423645,1.17785721323
2025-12-26,xyz:CRCL,360409.5799922407,82.068833216045
2025-12-26,xyz:JPY,354794.9356872625,156.392638986629
2025-12-26,xyz:MU,191380.2119006052,289.796861365236
2025-12-27,xyz:XYZ100,100756996.2611804,25626.694927032662
2025-12-27,xyz:TSLA,31546569.43342699,474.013509381515
2025-12-27,xyz:NVDA,18577544.22973583,190.77681723419
2025-12-27,xyz:GOOGL,16914518.85813954,312.666685198054
2025-12-27,xyz:ORCL,7683424.788857123,197.65191104934
2025-12-27,xyz:SILVER,4911880.830177665,78.973300903405
2025-12-27,xyz:MSTR,4541532.021586616,158.148554551772
2025-12-27,xyz:META,4409939.680585268,661.954913134121
2025-12-27,xyz:AMZN,4351296.490208826,233.429756775539
2025-12-27,xyz:GOLD,4057644.658236414,4549.986796386379
2025-12-27,xyz:PLTR,3867032.0672569703,188.250340514246
2025-12-27,xyz:COIN,2659418.4269186934,236.116059763725
2025-12-27,xyz:HOOD,2371363.151490827,117.643127171647
2025-12-27,xyz:MSFT,2336282.7418639194,486.957380125087
2025-12-27,xyz:AAPL,2189709.1308682975,273.271834607366
2025-12-27,xyz:NFLX,1011367.0880885281,94.3479485754
2025-12-27,xyz:INTC,936799.6211810841,36.134699791522
2025-12-27,xyz:AMD,837013.7925048923,214.210569840167
2025-12-27,xyz:EUR,477701.69501270325,1.176841209173
2025-12-27,xyz:JPY,355822.9131170257,156.46255733148
2025-12-27,xyz:CRCL,333369.18919126893,80.568947185546
2025-12-27,xyz:MU,236317.36723684502,285.140493398193
2025-12-28,xyz:XYZ100,100707136.82392536,25636.29812369701
2025-12-28,xyz:TSLA,31762263.438202042,473.390118137596
2025-12-28,xyz:NVDA,18510236.85298253,190.523954134816
2025-12-28,xyz:GOOGL,16700930.677189242,311.806928422516
2025-12-28,xyz:SILVER,9741075.208911605,80.365544822794
2025-12-28,xyz:ORCL,7795575.843713065,197.424364141765
2025-12-28,xyz:MSTR,4548310.8839246975,158.79936066713
2025-12-28,xyz:GOLD,4493510.511535496,4548.151633078527
2025-12-28,xyz:META,4399558.584839541,662.176441973593
2025-12-28,xyz:AMZN,4339232.249632996,233.713148019458
2025-12-28,xyz:PLTR,3807742.736164684,188.050562890896
2025-12-28,xyz:COIN,2700394.769280987,235.60637248089
2025-12-28,xyz:HOOD,2409675.8602648643,117.841577484364
2025-12-28,xyz:MSFT,2378302.9057885753,488.350389159138
2025-12-28,xyz:AAPL,2225140.292679722,273.784329395413
2025-12-28,xyz:NFLX,1018492.1931802252,94.495902710215
2025-12-28,xyz:INTC,999278.6122346073,36.269070882557
2025-12-28,xyz:AMD,843652.5819686727,213.727255038221
2025-12-28,xyz:EUR,484836.5981699792,1.176814801946
2025-12-28,xyz:CRCL,358576.9197218416,80.870345378735
2025-12-28,xyz:JPY,356576.94737456564,156.404718554552
2025-12-28,xyz:MU,231583.81808821403,285.210965948575
2025-12-29,xyz:XYZ100,93404062.59575768,25541.269096005606
2025-12-29,xyz:TSLA,29720482.184475824,467.070378416258
2025-12-29,xyz:NVDA,17298206.30173236,188.707736510161
2025-12-29,xyz:GOOGL,16443987.801696636,312.626643307638
2025-12-29,xyz:SILVER,10915003.874076076,74.993704975473
2025-12-29,xyz:ORCL,7571396.969598627,195.441457603364
2025-12-29,xyz:AMZN,5740584.3863601545,232.106909600561
2025-12-29,xyz:MSTR,4535526.608663238,158.582606867554
2025-12-29,xyz:META,4350202.564766433,659.508850735809
2025-12-29,xyz:PLTR,3649602.8188712546,186.365928521374
2025-12-29,xyz:GOLD,3375217.5847831955,4424.56110721794
2025-12-29,xyz:COIN,2807923.878660687,236.007414155571
2025-12-29,xyz:AAPL,2723218.342674842,273.107757533287
2025-12-29,xyz:HOOD,2394264.7599025927,117.46935529082
2025-12-29,xyz:MSFT,2386394.3084442327,486.443959355291
2025-12-29,xyz:INTC,1050872.0613613734,36.265438682551
2025-12-29,xyz:AMD,915225.0468401121,214.132747021724
2025-12-29,xyz:NFLX,899165.3906450259,94.170871058164
2025-12-29,xyz:EUR,586725.062709054,1.176976734408
2025-12-29,xyz:JPY,388650.1024501752,156.214583041345
2025-12-29,xyz:CRCL,345327.72536287457,80.700994393833
2025-12-29,xyz:MU,268231.6454516468,285.920651716889
2025-12-30,xyz:XYZ100,91924130.39011514,25493.981944444444
2025-12-30,xyz:TSLA,27324804.89047039,460.226326388889
2025-12-30,xyz:NVDA,16540726.086966805,187.812875
2025-12-30,xyz:GOOGL,16249221.468800388,313.708152777778
2025-12-30,xyz:SILVER,13895749.269403499,75.276225
2025-12-30,xyz:ORCL,8372334.057909819,195.883881944444
2025-12-30,xyz:AMZN,7095910.062654736,231.829798611111
2025-12-30,xyz:META,4429685.8750048615,661.210375
2025-12-30,xyz:MSTR,4371415.9236418195,156.157951388889
2025-12-30,xyz:PLTR,4060659.4783540415,183.557027777778
2025-12-30,xyz:GOLD,3999514.1853222223,4364.707361111111
2025-12-30,xyz:AAPL,3556860.901987278,273.225104166667
2025-12-30,xyz:COIN,2992141.9451350556,233.391875
2025-12-30,xyz:MSFT,2461295.348766222,487.098590277778
2025-12-30,xyz:HOOD,2232343.2886075,117.059451388889
2025-12-30,xyz:INTC,1897630.5522333195,37.082903472222
2025-12-30,xyz:AMD,903060.8651970278,215.382659722222
2025-12-30,xyz:NFLX,791315.8201778014,93.845942361111
2025-12-30,xyz:EUR,783635.0632961527,1.176400138889
